	mass_A
t	frame	x	y	r	θ	pixelx	pixely
9.122000E0	1.824400E4	-2.612943E1	-6.423788E0	2.690748E1	2.467381E4	5.978139E1	7.144290E1
9.124000E0	1.824800E4	-2.386643E1	-1.215586E1	2.678379E1	2.468699E4	6.204440E1	7.717497E1
9.126000E0	1.825200E4	-2.032806E1	-1.726453E1	2.667010E1	2.470034E4	6.558276E1	8.228363E1
9.128000E0	1.825600E4	-1.595899E1	-2.146339E1	2.674633E1	2.471337E4	6.995184E1	8.648249E1
9.130000E0	1.826000E4	-1.092963E1	-2.448503E1	2.681368E1	2.472594E4	7.498120E1	8.950414E1
9.132000E0	1.826400E4	-5.366246E0	-2.631627E1	2.685782E1	2.473847E4	8.054458E1	9.133538E1
9.134000E0	1.826800E4	5.275705E-1	-2.687896E1	2.688414E1	2.475112E4	8.643840E1	9.189807E1
9.136000E0	1.827200E4	6.502747E0	-2.621707E1	2.701149E1	2.476393E4	9.241358E1	9.123618E1
9.138000E0	1.827600E4	1.195906E1	-2.414527E1	2.694464E1	2.477635E4	9.786989E1	8.916438E1
9.140000E0	1.828000E4	1.679991E1	-2.078021E1	2.672179E1	2.478895E4	1.027107E2	8.579932E1
9.142000E0	1.828400E4	2.089970E1	-1.646316E1	2.660513E1	2.480177E4	1.068105E2	8.148227E1
9.144000E0	1.828800E4	2.384929E1	-1.103574E1	2.627882E1	2.481517E4	1.097601E2	7.605485E1
9.146000E0	1.829200E4	2.566134E1	-5.235222E0	2.618992E1	2.482847E4	1.115722E2	7.025433E1
9.148000E0	1.829600E4	2.629903E1	9.377492E-1	2.631575E1	2.484204E4	1.122099E2	6.408136E1
9.150000E0	1.830000E4	2.570444E1	7.087894E0	2.666377E1	2.485542E4	1.116153E2	5.793121E1
9.152000E0	1.830400E4	2.361671E1	1.285242E1	2.688742E1	2.486856E4	1.095275E2	5.216669E1
9.154000E0	1.830800E4	2.041405E1	1.817366E1	2.733159E1	2.488168E4	1.063249E2	4.684544E1
9.156000E0	1.831200E4	1.619154E1	2.255537E1	2.776528E1	2.489433E4	1.021024E2	4.246374E1
9.158000E0	1.831600E4	1.125844E1	2.607354E1	2.840039E1	2.490665E4	9.716927E1	3.894557E1
9.160000E0	1.832000E4	5.746347E0	2.814385E1	2.872450E1	2.491846E4	9.165718E1	3.687526E1
9.162000E0	1.832400E4	-2.793250E-1	2.881822E1	2.881957E1	2.493056E4	8.563150E1	3.620089E1
9.164000E0	1.832800E4	-6.085180E0	2.828770E1	2.893482E1	2.494214E4	7.982565E1	3.673141E1
9.166000E0	1.833200E4	-1.175655E1	2.663787E1	2.911688E1	2.495381E4	7.415428E1	3.838124E1
9.168000E0	1.833600E4	-1.666031E1	2.341964E1	2.874101E1	2.496543E4	6.925052E1	4.159946E1
9.170000E0	1.834000E4	-2.090149E1	1.906788E1	2.829234E1	2.497763E4	6.500934E1	4.595123E1
9.172000E0	1.834400E4	-2.429254E1	1.376635E1	2.792203E1	2.499046E4	6.161829E1	5.125275E1
9.174000E0	1.834800E4	-2.630885E1	7.941328E0	2.748127E1	2.500320E4	5.960198E1	5.707778E1
9.176000E0	1.835200E4	-2.708865E1	1.731299E0	2.714392E1	2.501634E4	5.882218E1	6.328781E1
9.178000E0	1.835600E4	-2.659442E1	-4.482879E0	2.696960E1	2.502957E4	5.931640E1	6.950199E1
9.180000E0	1.836000E4	-2.462009E1	-1.033842E1	2.670266E1	2.504278E4	6.129074E1	7.535753E1
9.182000E0	1.836400E4	-2.152860E1	-1.565630E1	2.661954E1	2.505603E4	6.438223E1	8.067541E1
9.184000E0	1.836800E4	-1.738701E1	-2.005592E1	2.654332E1	2.506908E4	6.852382E1	8.507503E1
9.186000E0	1.837200E4	-1.246455E1	-2.362968E1	2.671567E1	2.508219E4	7.344627E1	8.864879E1
9.188000E0	1.837600E4	-6.973505E0	-2.586570E1	2.678926E1	2.509491E4	7.893732E1	9.088481E1
9.190000E0	1.838000E4	-1.224630E0	-2.700003E1	2.702779E1	2.510740E4	8.468620E1	9.201914E1
9.192000E0	1.838400E4	4.769048E0	-2.667161E1	2.709462E1	2.512014E4	9.067988E1	9.169072E1
9.194000E0	1.838800E4	1.045703E1	-2.471778E1	2.683874E1	2.513293E4	9.636786E1	8.973689E1
9.196000E0	1.839200E4	1.564863E1	-2.160038E1	2.667313E1	2.514592E4	1.015595E2	8.661948E1
9.198000E0	1.839600E4	1.996343E1	-1.744899E1	2.651426E1	2.515885E4	1.058743E2	8.246810E1
9.200000E0	1.840000E4	2.324375E1	-1.232425E1	2.630892E1	2.517207E4	1.091546E2	7.734336E1
9.202000E0	1.840400E4	2.554937E1	-6.593297E0	2.638640E1	2.518553E4	1.114602E2	7.161241E1
9.204000E0	1.840800E4	2.646282E1	-4.526085E-1	2.646669E1	2.519902E4	1.123736E2	6.547172E1
9.206000E0	1.841200E4	2.608825E1	5.838296E0	2.673355E1	2.521261E4	1.119991E2	5.918081E1
9.208000E0	1.841600E4	2.419676E1	1.166878E1	2.686342E1	2.522575E4	1.101076E2	5.335033E1
9.210000E0	1.842000E4	2.143044E1	1.714768E1	2.744643E1	2.523867E4	1.073413E2	4.787143E1
9.212000E0	1.842400E4	1.736932E1	2.169680E1	2.779288E1	2.525132E4	1.032801E2	4.332231E1
9.214000E0	1.842800E4	1.253594E1	2.543839E1	2.835950E1	2.526377E4	9.844676E1	3.958072E1
9.216000E0	1.843200E4	7.015164E0	2.792485E1	2.879253E1	2.527590E4	9.292599E1	3.709426E1
9.218000E0	1.843600E4	9.520421E-1	2.891199E1	2.892766E1	2.528811E4	8.686287E1	3.610712E1
9.220000E0	1.844000E4	-4.950306E0	2.861633E1	2.904135E1	2.529981E4	8.096052E1	3.640277E1
9.222000E0	1.844400E4	-1.073282E1	2.709152E1	2.914008E1	2.531161E4	7.517801E1	3.792759E1
9.224000E0	1.844800E4	-1.577224E1	2.406965E1	2.877693E1	2.532324E4	7.013859E1	4.094946E1
9.226000E0	1.845200E4	-2.014566E1	1.988430E1	2.830606E1	2.533537E4	6.576516E1	4.513481E1
9.228000E0	1.845600E4	-2.362970E1	1.479845E1	2.788112E1	2.534794E4	6.228113E1	5.022066E1
9.230000E0	1.846000E4	-2.589339E1	9.067915E0	2.743528E1	2.536070E4	6.001744E1	5.595119E1
9.232000E0	1.846400E4	-2.710007E1	2.866188E0	2.725122E1	2.537396E4	5.881076E1	6.215292E1
9.234000E0	1.846800E4	-2.680648E1	-3.434633E0	2.702562E1	2.538730E4	5.910434E1	6.845374E1
9.236000E0	1.847200E4	-2.505710E1	-9.331347E0	2.673821E1	2.540043E4	6.085373E1	7.435046E1
9.238000E0	1.847600E4	-2.228883E1	-1.479955E1	2.675478E1	2.541358E4	6.362200E1	7.981866E1
9.240000E0	1.848000E4	-1.834940E1	-1.964611E1	2.688253E1	2.542695E4	6.756143E1	8.466522E1
9.242000E0	1.848400E4	-1.351235E1	-2.319823E1	2.684663E1	2.543978E4	7.239848E1	8.821734E1
9.244000E0	1.848800E4	-7.924540E0	-2.568601E1	2.688065E1	2.545285E4	7.798629E1	9.070512E1
9.246000E0	1.849200E4	-2.249434E0	-2.676260E1	2.685697E1	2.546520E4	8.366139E1	9.178171E1
9.248000E0	1.849600E4	3.681264E0	-2.681461E1	2.706612E1	2.547782E4	8.959209E1	9.183372E1
9.250000E0	1.850000E4	9.541833E0	-2.530677E1	2.704588E1	2.549066E4	9.545266E1	9.032588E1
9.252000E0	1.850400E4	1.484063E1	-2.236731E1	2.684289E1	2.550356E4	1.007515E2	8.738642E1
9.254000E0	1.850800E4	1.935081E1	-1.823371E1	2.658801E1	2.551670E4	1.052616E2	8.325282E1
9.256000E0	1.851200E4	2.293793E1	-1.328101E1	2.650535E1	2.552993E4	1.088488E2	7.830011E1
9.258000E0	1.851600E4	2.519856E1	-7.526571E0	2.629861E1	2.554337E4	1.111094E2	7.254568E1
9.260000E0	1.852000E4	2.646160E1	-1.327456E0	2.649488E1	2.555713E4	1.123724E2	6.634656E1
9.262000E0	1.852400E4	2.624093E1	4.921510E0	2.669846E1	2.557062E4	1.121518E2	6.009760E1
9.264000E0	1.852800E4	2.471134E1	1.095482E1	2.703070E1	2.558391E4	1.106222E2	5.406429E1
9.266000E0	1.853200E4	2.173527E1	1.648970E1	2.728245E1	2.559719E4	1.076461E2	4.852941E1
9.268000E0	1.853600E4	1.777559E1	2.140332E1	2.782218E1	2.561029E4	1.036864E2	4.361579E1
9.270000E0	1.854000E4	1.289594E1	2.529935E1	2.839652E1	2.562299E4	9.880677E1	3.971976E1
9.272000E0	1.854400E4	7.409472E0	2.797240E1	2.893709E1	2.563516E4	9.332030E1	3.704671E1
9.274000E0	1.854800E4	1.540806E0	2.901475E1	2.905564E1	2.564696E4	8.745163E1	3.600435E1
9.276000E0	1.855200E4	-4.343048E0	2.880546E1	2.913103E1	2.565857E4	8.156778E1	3.621365E1
9.278000E0	1.855600E4	-1.017219E1	2.715777E1	2.900031E1	2.567053E4	7.573864E1	3.786134E1
9.280000E0	1.856000E4	-1.550461E1	2.420070E1	2.874138E1	2.568265E4	7.040621E1	4.081841E1
9.282000E0	1.856400E4	-1.998667E1	2.003694E1	2.830099E1	2.569493E4	6.592416E1	4.498217E1
9.284000E0	1.856800E4	-2.361118E1	1.499319E1	2.796933E1	2.570758E4	6.229964E1	5.002592E1
9.286000E0	1.857200E4	-2.590248E1	9.258488E0	2.750742E1	2.572033E4	6.000835E1	5.576062E1
9.288000E0	1.857600E4	-2.713650E1	3.313892E0	2.733809E1	2.573304E4	5.877433E1	6.170522E1
9.290000E0	1.858000E4	-2.684382E1	-2.927827E0	2.700302E1	2.574622E4	5.906700E1	6.794693E1
9.292000E0	1.858400E4	-2.510743E1	-9.129590E0	2.671577E1	2.575998E4	6.080340E1	7.414870E1
9.294000E0	1.858800E4	-2.237446E1	-1.469254E1	2.676728E1	2.577329E4	6.353637E1	7.971165E1
9.296000E0	1.859200E4	-1.840442E1	-1.929084E1	2.666194E1	2.578635E4	6.750641E1	8.430995E1
9.298000E0	1.859600E4	-1.351751E1	-2.308780E1	2.675387E1	2.579965E4	7.239332E1	8.810690E1
9.300000E0	1.860000E4	-7.943081E0	-2.569486E1	2.689458E1	2.581282E4	7.796775E1	9.071397E1
9.302000E0	1.860400E4	-2.120875E0	-2.672074E1	2.680478E1	2.582546E4	8.378995E1	9.173985E1
9.304000E0	1.860800E4	3.819831E0	-2.648135E1	2.675543E1	2.583821E4	8.973066E1	9.150046E1
9.306000E0	1.861200E4	9.569496E0	-2.495945E1	2.673106E1	2.585098E4	9.548032E1	8.997856E1
9.308000E0	1.861600E4	1.491686E1	-2.219834E1	2.674471E1	2.586390E4	1.008277E2	8.721745E1
9.310000E0	1.862000E4	1.940955E1	-1.814835E1	2.657242E1	2.587692E4	1.053204E2	8.316746E1
9.312000E0	1.862400E4	2.299807E1	-1.317741E1	2.650576E1	2.589019E4	1.089089E2	7.819652E1
9.314000E0	1.862800E4	2.524910E1	-7.393115E0	2.630922E1	2.590368E4	1.111599E2	7.241222E1
9.316000E0	1.863200E4	2.645557E1	-1.203004E0	2.648291E1	2.591740E4	1.123664E2	6.622211E1
9.318000E0	1.863600E4	2.620342E1	5.052070E0	2.668600E1	2.593091E4	1.121142E2	5.996704E1
9.320000E0	1.864000E4	2.466038E1	1.109783E1	2.704249E1	2.594423E4	1.105712E2	5.392128E1
9.322000E0	1.864400E4	2.159552E1	1.663348E1	2.725874E1	2.595760E4	1.075063E2	4.838563E1
9.324000E0	1.864800E4	1.756365E1	2.152061E1	2.777802E1	2.597078E4	1.034745E2	4.349850E1
9.326000E0	1.865200E4	1.264014E1	2.537782E1	2.835149E1	2.598352E4	9.855097E1	3.964129E1
9.328000E0	1.865600E4	7.069294E0	2.795397E1	2.883400E1	2.599581E4	9.298012E1	3.706514E1
9.330000E0	1.866000E4	9.469715E-1	2.894196E1	2.895745E1	2.600813E4	8.685780E1	3.607715E1
9.332000E0	1.866400E4	-5.013979E0	2.860893E1	2.904498E1	2.601994E4	8.089685E1	3.641018E1
9.334000E0	1.866800E4	-1.083066E1	2.707042E1	2.915666E1	2.603181E4	7.508017E1	3.794869E1
9.336000E0	1.867200E4	-1.592573E1	2.387848E1	2.870210E1	2.604370E4	6.998510E1	4.114062E1
9.338000E0	1.867600E4	-2.047086E1	1.975923E1	2.845142E1	2.605601E4	6.543997E1	4.525988E1
9.340000E0	1.868000E4	-2.386163E1	1.461026E1	2.797923E1	2.606852E4	6.204920E1	5.040885E1
9.342000E0	1.868400E4	-2.599906E1	8.836100E0	2.745957E1	2.608123E4	5.991176E1	5.618301E1
9.344000E0	1.868800E4	-2.710023E1	2.588732E0	2.722359E1	2.609454E4	5.881060E1	6.243038E1
9.346000E0	1.869200E4	-2.672242E1	-3.740689E0	2.698296E1	2.610797E4	5.918841E1	6.875980E1
9.348000E0	1.869600E4	-2.484728E1	-9.664663E0	2.666070E1	2.612125E4	6.106355E1	7.468377E1
9.350000E0	1.870000E4	-2.171669E1	-1.508223E1	2.644028E1	2.613478E4	6.419414E1	8.010134E1
9.352000E0	1.870400E4	-1.759643E1	-1.986076E1	2.653458E1	2.614846E4	6.831439E1	8.487987E1
9.354000E0	1.870800E4	-1.262249E1	-2.362380E1	2.678453E1	2.616188E4	7.328834E1	8.864291E1
9.356000E0	1.871200E4	-7.064224E0	-2.585230E1	2.680009E1	2.617472E4	7.884660E1	9.087141E1
9.358000E0	1.871600E4	-1.248767E0	-2.701435E1	2.704320E1	2.618735E4	8.466206E1	9.203346E1
9.360000E0	1.872000E4	4.813526E0	-2.663737E1	2.706879E1	2.620024E4	9.072435E1	9.165648E1
9.362000E0	1.872400E4	1.056979E1	-2.471046E1	2.687614E1	2.621316E4	9.648062E1	8.972956E1
9.364000E0	1.872800E4	1.577109E1	-2.150377E1	2.666719E1	2.622626E4	1.016819E2	8.652287E1
9.366000E0	1.873200E4	2.011575E1	-1.728483E1	2.652185E1	2.623933E4	1.060266E2	8.230393E1
9.368000E0	1.873600E4	2.336467E1	-1.209658E1	2.631036E1	2.625263E4	1.092755E2	7.711569E1
9.370000E0	1.874000E4	2.562129E1	-6.251202E0	2.637286E1	2.626629E4	1.115321E2	7.127031E1
9.372000E0	1.874400E4	2.648312E1	-4.609546E-2	2.648316E1	2.627990E4	1.123939E2	6.506520E1
9.374000E0	1.874800E4	2.586972E1	6.294414E0	2.662447E1	2.629368E4	1.117806E2	5.872469E1
9.376000E0	1.875200E4	2.391787E1	1.250628E1	2.699021E1	2.630760E4	1.098287E2	5.251283E1
9.378000E0	1.875600E4	2.072023E1	1.801423E1	2.745615E1	2.632100E4	1.066311E2	4.700488E1
9.380000E0	1.876000E4	1.649153E1	2.247871E1	2.787943E1	2.633373E4	1.024024E2	4.254040E1
9.382000E0	1.876400E4	1.148112E1	2.607078E1	2.848686E1	2.634623E4	9.739195E1	3.894833E1
9.384000E0	1.876800E4	5.849890E0	2.820145E1	2.880179E1	2.635828E4	9.176072E1	3.681766E1
9.386000E0	1.877200E4	-2.651473E-1	2.888416E1	2.888538E1	2.637053E4	8.564568E1	3.613495E1
9.388000E0	1.877600E4	-6.182307E0	2.833702E1	2.900358E1	2.638231E4	7.972852E1	3.668209E1
9.390000E0	1.878000E4	-1.193710E1	2.643006E1	2.900073E1	2.639431E4	7.397373E1	3.858905E1
9.392000E0	1.878400E4	-1.721462E1	2.319680E1	2.888658E1	2.640658E4	6.869621E1	4.182231E1
9.394000E0	1.878800E4	-2.142704E1	1.863702E1	2.839818E1	2.641898E4	6.448379E1	4.638208E1
9.396000E0	1.879200E4	-2.454787E1	1.327041E1	2.790523E1	2.643160E4	6.136296E1	5.174870E1
9.398000E0	1.879600E4	-2.642898E1	7.446862E0	2.745809E1	2.644426E4	5.948185E1	5.757225E1
9.400000E0	1.880000E4	-2.703768E1	1.139014E0	2.706166E1	2.645759E4	5.887315E1	6.388009E1
9.402000E0	1.880400E4	-2.637604E1	-5.379977E0	2.691913E1	2.647153E4	5.953479E1	7.039909E1
9.404000E0	1.880800E4	-2.425161E1	-1.133155E1	2.676836E1	2.648504E4	6.165921E1	7.635066E1
9.406000E0	1.881200E4	-2.094180E1	-1.658543E1	2.671396E1	2.649838E4	6.496903E1	8.160454E1
9.408000E0	1.881600E4	-1.660517E1	-2.096569E1	2.674495E1	2.651162E4	6.930565E1	8.598480E1
9.410000E0	1.882000E4	-1.129348E1	-2.434202E1	2.683425E1	2.652511E4	7.461735E1	8.936113E1
9.412000E0	1.882400E4	-5.477195E0	-2.630745E1	2.687158E1	2.653824E4	8.043363E1	9.132656E1
9.414000E0	1.882800E4	5.546048E-1	-2.691523E1	2.692094E1	2.655118E4	8.646543E1	9.193433E1
9.416000E0	1.883200E4	6.633221E0	-2.623698E1	2.706249E1	2.656419E4	9.254405E1	9.125608E1
9.418000E0	1.883600E4	1.223594E1	-2.397126E1	2.691356E1	2.657704E4	9.814677E1	8.899037E1
9.420000E0	1.884000E4	1.740422E1	-2.048956E1	2.688362E1	2.659035E4	1.033150E2	8.550867E1
9.422000E0	1.884400E4	2.153693E1	-1.582077E1	2.672332E1	2.660370E4	1.074478E2	8.083987E1
9.424000E0	1.884800E4	2.448975E1	-1.041402E1	2.661202E1	2.661696E4	1.104006E2	7.543313E1
9.426000E0	1.885200E4	2.618031E1	-4.285585E0	2.652875E1	2.663070E4	1.120911E2	6.930469E1
9.428000E0	1.885600E4	2.666134E1	2.094859E0	2.674351E1	2.664449E4	1.125722E2	6.292425E1
9.430000E0	1.886000E4	2.545642E1	8.298220E0	2.677480E1	2.665805E4	1.113672E2	5.672089E1
9.432000E0	1.886400E4	2.313605E1	1.437234E1	2.723676E1	2.667185E4	1.090469E2	5.064677E1
9.434000E0	1.886800E4	1.967737E1	1.973288E1	2.786729E1	2.668508E4	1.055882E2	4.528623E1
9.436000E0	1.887200E4	1.495153E1	2.395469E1	2.823784E1	2.669803E4	1.008624E2	4.106442E1
9.438000E0	1.887600E4	9.483715E0	2.696555E1	2.858464E1	2.671062E4	9.539454E1	3.805356E1
9.440000E0	1.888000E4	3.645351E0	2.865807E1	2.888899E1	2.672275E4	8.955618E1	3.636104E1
9.442000E0	1.888400E4	-2.461977E0	2.902067E1	2.912492E1	2.673485E4	8.344885E1	3.599844E1
9.444000E0	1.888800E4	-8.381093E0	2.779241E1	2.902862E1	2.674678E4	7.752973E1	3.722670E1
9.446000E0	1.889200E4	-1.391193E1	2.526105E1	2.883856E1	2.675884E4	7.199890E1	3.975806E1
9.448000E0	1.889600E4	-1.888250E1	2.155689E1	2.865743E1	2.677122E4	6.702832E1	4.346222E1
9.450000E0	1.890000E4	-2.290160E1	1.671871E1	2.835486E1	2.678387E4	6.300923E1	4.830040E1
9.452000E0	1.890400E4	-2.567972E1	1.097594E1	2.792704E1	2.679686E4	6.023110E1	5.404317E1
9.454000E0	1.890800E4	-2.697873E1	4.760027E0	2.739543E1	2.680999E4	5.893210E1	6.025908E1
9.456000E0	1.891200E4	-2.714897E1	-1.673189E0	2.720048E1	2.682353E4	5.876186E1	6.669230E1
9.458000E0	1.891600E4	-2.569680E1	-7.862764E0	2.687283E1	2.683701E4	6.021402E1	7.288187E1
9.460000E0	1.892000E4	-2.298196E1	-1.373752E1	2.677480E1	2.685087E4	6.292887E1	7.875663E1
9.462000E0	1.892400E4	-1.924014E1	-1.860587E1	2.676493E1	2.686404E4	6.667069E1	8.362498E1
9.464000E0	1.892800E4	-1.441997E1	-2.248314E1	2.671006E1	2.687733E4	7.149085E1	8.750225E1
9.466000E0	1.893200E4	-8.865229E0	-2.518326E1	2.669811E1	2.689061E4	7.704560E1	9.020237E1
9.468000E0	1.893600E4	-2.662820E0	-2.668332E1	2.681586E1	2.690430E4	8.324801E1	9.170243E1
9.470000E0	1.894000E4	3.459522E0	-2.655245E1	2.677687E1	2.691742E4	8.937035E1	9.157156E1
9.472000E0	1.894400E4	9.342588E0	-2.509177E1	2.677463E1	2.693042E4	9.525342E1	9.011088E1
9.474000E0	1.894800E4	1.477374E1	-2.234919E1	2.679086E1	2.694347E4	1.006846E2	8.736830E1
9.476000E0	1.895200E4	1.935572E1	-1.834650E1	2.666905E1	2.695653E4	1.052666E2	8.336561E1
9.478000E0	1.895600E4	2.302361E1	-1.328111E1	2.657959E1	2.697002E4	1.089344E2	7.830022E1
9.480000E0	1.896000E4	2.532611E1	-7.458691E0	2.640159E1	2.698359E4	1.112369E2	7.247780E1
9.482000E0	1.896400E4	2.653267E1	-1.170778E0	2.655848E1	2.699747E4	1.124435E2	6.618989E1
9.484000E0	1.896800E4	2.622790E1	5.140622E0	2.672693E1	2.701109E4	1.121387E2	5.987849E1
9.486000E0	1.897200E4	2.465304E1	1.122505E1	2.708827E1	2.702448E4	1.105639E2	5.379406E1
9.488000E0	1.897600E4	2.153301E1	1.677302E1	2.729478E1	2.703792E4	1.074438E2	4.824609E1
9.490000E0	1.898000E4	1.743310E1	2.164189E1	2.779001E1	2.705115E4	1.033439E2	4.337722E1
9.492000E0	1.898400E4	1.241900E1	2.551446E1	2.837639E1	2.706405E4	9.832983E1	3.950464E1
9.494000E0	1.898800E4	6.725045E0	2.802938E1	2.882485E1	2.707651E4	9.263587E1	3.698973E1
9.496000E0	1.899200E4	5.719713E-1	2.896344E1	2.896909E1	2.708887E4	8.648280E1	3.605567E1
9.498000E0	1.899600E4	-5.423130E0	2.856141E1	2.907172E1	2.710075E4	8.048770E1	3.645769E1
9.500000E0	1.900000E4	-1.130836E1	2.672266E1	2.901688E1	2.711294E4	7.460247E1	3.829645E1
9.502000E0	1.900400E4	-1.655042E1	2.355503E1	2.878812E1	2.712509E4	6.936040E1	4.146408E1
9.504000E0	1.900800E4	-2.095791E1	1.908264E1	2.834398E1	2.713768E4	6.495292E1	4.593647E1
9.506000E0	1.901200E4	-2.440340E1	1.364577E1	2.795949E1	2.715079E4	6.150742E1	5.137334E1
9.508000E0	1.901600E4	-2.645351E1	7.705859E0	2.755301E1	2.716376E4	5.945732E1	5.731325E1
9.510000E0	1.902000E4	-2.712749E1	1.322693E0	2.715972E1	2.717721E4	5.878334E1	6.369641E1
9.512000E0	1.902400E4	-2.641146E1	-4.984434E0	2.687768E1	2.719069E4	5.949937E1	7.000354E1
9.514000E0	1.902800E4	-2.432676E1	-1.117217E1	2.676955E1	2.720467E4	6.158406E1	7.619128E1
9.516000E0	1.903200E4	-2.102279E1	-1.654595E1	2.675306E1	2.721820E4	6.488804E1	8.156506E1
9.518000E0	1.903600E4	-1.664845E1	-2.097285E1	2.677744E1	2.723156E4	6.926238E1	8.599196E1
9.520000E0	1.904000E4	-1.128416E1	-2.438031E1	2.686506E1	2.724516E4	7.462667E1	8.939941E1
9.522000E0	1.904400E4	-5.429510E0	-2.633789E1	2.689171E1	2.725835E4	8.048132E1	9.135700E1
9.524000E0	1.904800E4	6.547163E-1	-2.691239E1	2.692035E1	2.727139E4	8.656554E1	9.193150E1
9.526000E0	1.905200E4	6.741720E0	-2.617509E1	2.702936E1	2.728444E4	9.265255E1	9.119420E1
9.528000E0	1.905600E4	1.235951E1	-2.389385E1	2.690118E1	2.729735E4	9.827034E1	8.891296E1
9.530000E0	1.906000E4	1.753727E1	-2.035190E1	2.686551E1	2.731075E4	1.034481E2	8.537101E1
9.532000E0	1.906400E4	2.162765E1	-1.561844E1	2.667754E1	2.732417E4	1.075385E2	8.063755E1
9.534000E0	1.906800E4	2.455248E1	-9.878709E0	2.646532E1	2.733808E4	1.104633E2	7.489782E1
9.536000E0	1.907200E4	2.623866E1	-3.924723E0	2.653056E1	2.735149E4	1.121495E2	6.894383E1
9.538000E0	1.907600E4	2.653234E1	2.480245E0	2.664802E1	2.736534E4	1.124432E2	6.253886E1
9.540000E0	1.908000E4	2.540709E1	8.914509E0	2.692561E1	2.737933E4	1.113179E2	5.610460E1
9.542000E0	1.908400E4	2.288764E1	1.480845E1	2.726048E1	2.739290E4	1.087985E2	5.021066E1
9.544000E0	1.908800E4	1.904295E1	2.003546E1	2.764152E1	2.740645E4	1.049538E2	4.498365E1
9.546000E0	1.909200E4	1.416042E1	2.413920E1	2.798604E1	2.741960E4	1.000712E2	4.087990E1
9.548000E0	1.909600E4	8.842916E0	2.702471E1	2.843470E1	2.743188E4	9.475374E1	3.799439E1
9.550000E0	1.910000E4	2.769829E0	2.859480E1	2.872863E1	2.744447E4	8.868066E1	3.642431E1
9.552000E0	1.910400E4	-3.374954E0	2.884170E1	2.903849E1	2.745667E4	8.253587E1	3.617741E1
9.554000E0	1.910800E4	-9.309114E0	2.749285E1	2.902613E1	2.746871E4	7.660171E1	3.752626E1
9.556000E0	1.911200E4	-1.490369E1	2.471317E1	2.885933E1	2.748109E4	7.100714E1	4.030594E1
9.558000E0	1.911600E4	-1.973007E1	2.079335E1	2.866425E1	2.749350E4	6.618076E1	4.422576E1
9.560000E0	1.912000E4	-2.333863E1	1.563407E1	2.809121E1	2.750618E4	6.257220E1	4.938503E1
9.562000E0	1.912400E4	-2.587841E1	9.799939E0	2.767184E1	2.751926E4	6.003242E1	5.521917E1
9.564000E0	1.912800E4	-2.690808E1	3.510701E0	2.713614E1	2.753257E4	5.900275E1	6.150841E1
9.566000E0	1.913200E4	-2.677799E1	-2.953722E0	2.694040E1	2.754629E4	5.913284E1	6.797283E1
9.568000E0	1.913600E4	-2.503806E1	-9.268687E0	2.669856E1	2.756031E4	6.087277E1	7.428780E1
9.570000E0	1.914000E4	-2.216954E1	-1.492543E1	2.672559E1	2.757395E4	6.374129E1	7.994454E1
9.572000E0	1.914400E4	-1.814271E1	-1.980713E1	2.686038E1	2.758751E4	6.776812E1	8.482624E1
9.574000E0	1.914800E4	-1.314088E1	-2.368473E1	2.708596E1	2.760098E4	7.276995E1	8.870384E1
9.576000E0	1.915200E4	-7.447427E0	-2.588085E1	2.693107E1	2.761395E4	7.846340E1	9.089996E1
9.578000E0	1.915600E4	-1.275914E0	-2.704387E1	2.707395E1	2.762730E4	8.463491E1	9.206298E1
9.580000E0	1.916000E4	4.907725E0	-2.667437E1	2.712209E1	2.764043E4	9.081855E1	9.169347E1
9.582000E0	1.916400E4	1.072328E1	-2.461413E1	2.684854E1	2.765354E4	9.663411E1	8.963324E1
9.584000E0	1.916800E4	1.600035E1	-2.131926E1	2.665562E1	2.766689E4	1.019112E2	8.633837E1
9.586000E0	1.917200E4	2.035918E1	-1.696186E1	2.649907E1	2.768020E4	1.062700E2	8.198097E1
9.588000E0	1.917600E4	2.375253E1	-1.159733E1	2.643257E1	2.769398E4	1.096634E2	7.661644E1
9.590000E0	1.918000E4	2.574930E1	-5.417503E0	2.631303E1	2.770812E4	1.116601E2	7.043661E1
9.592000E0	1.918400E4	2.642548E1	9.634502E-1	2.644304E1	2.772209E4	1.123363E2	6.405566E1
9.594000E0	1.918800E4	2.566140E1	7.309416E0	2.668211E1	2.773590E4	1.115722E2	5.770969E1
9.596000E0	1.919200E4	2.350849E1	1.354332E1	2.713062E1	2.774995E4	1.094193E2	5.147579E1
9.598000E0	1.919600E4	2.012161E1	1.895203E1	2.764161E1	2.776329E4	1.060324E2	4.606708E1
9.600000E0	1.920000E4	1.571825E1	2.337767E1	2.817053E1	2.777608E4	1.016291E2	4.164143E1
9.602000E0	1.920400E4	1.028689E1	2.679658E1	2.870325E1	2.778900E4	9.619772E1	3.822253E1
9.604000E0	1.920800E4	4.460072E0	2.870216E1	2.904662E1	2.780117E4	9.037090E1	3.631695E1
9.606000E0	1.921200E4	-1.777772E0	2.915245E1	2.920660E1	2.781349E4	8.413306E1	3.586666E1
9.608000E0	1.921600E4	-7.769432E0	2.796706E1	2.902620E1	2.782553E4	7.814140E1	3.705205E1
