	mass_A
t	frame	x	y	r	θ	pixelx	pixely
1.219800E1	2.439600E4	-6.043784E0	-2.606185E1	2.675345E1	4.633694E4	7.986704E1	9.108096E1
1.220000E1	2.440000E4	7.725531E-1	-2.694229E1	2.695337E1	4.635164E4	8.668338E1	9.196140E1
1.220200E1	2.440400E4	7.723611E0	-2.590353E1	2.703048E1	4.636660E4	9.363444E1	9.092264E1
1.220400E1	2.440800E4	1.411816E1	-2.288571E1	2.689011E1	4.638167E4	1.000290E2	8.790482E1
1.220600E1	2.441200E4	1.974146E1	-1.833723E1	2.694400E1	4.639711E4	1.056523E2	8.335634E1
1.220800E1	2.441600E4	2.372593E1	-1.232753E1	2.673738E1	4.641254E4	1.096368E2	7.734663E1
1.221000E1	2.442000E4	2.611204E1	-5.331718E0	2.665081E1	4.642846E4	1.120229E2	7.035083E1
1.221200E1	2.442400E4	2.660657E1	1.941048E0	2.667728E1	4.644417E4	1.125174E2	6.307806E1
1.221400E1	2.442800E4	2.538959E1	9.081202E0	2.696479E1	4.645968E4	1.113004E2	5.593791E1
1.221600E1	2.443200E4	2.241275E1	1.568204E1	2.735430E1	4.647498E4	1.083236E2	4.933707E1
1.221800E1	2.443600E4	1.782691E1	2.147351E1	2.790896E1	4.649030E4	1.037377E2	4.354560E1
1.222000E1	2.444000E4	1.187541E1	2.581149E1	2.841229E1	4.650529E4	9.778624E1	3.920762E1
1.222200E1	2.444400E4	5.246846E0	2.843809E1	2.891806E1	4.651955E4	9.115767E1	3.658102E1
1.222400E1	2.444800E4	-1.759735E0	2.915639E1	2.920945E1	4.653345E4	8.415109E1	3.586272E1
1.222600E1	2.445200E4	-8.585124E0	2.775084E1	2.904847E1	4.654719E4	7.732570E1	3.726827E1
1.222800E1	2.445600E4	-1.499199E1	2.454986E1	2.876552E1	4.656141E4	7.091883E1	4.046925E1
1.223000E1	2.446000E4	-2.051760E1	1.985446E1	2.855121E1	4.657594E4	6.539323E1	4.516465E1
1.223200E1	2.446400E4	-2.446248E1	1.374569E1	2.805988E1	4.659067E4	6.144834E1	5.127342E1
1.223400E1	2.446800E4	-2.679769E1	6.805330E0	2.764830E1	4.660575E4	5.911314E1	5.821378E1
1.223600E1	2.447200E4	-2.719645E1	-4.859078E-1	2.720079E1	4.662102E4	5.871438E1	6.550502E1
1.223800E1	2.447600E4	-2.585290E1	-7.727153E0	2.698298E1	4.663664E4	6.005793E1	7.274626E1
1.224000E1	2.448000E4	-2.248987E1	-1.423841E1	2.661817E1	4.665234E4	6.342095E1	7.925752E1
1.224200E1	2.448400E4	-1.776460E1	-1.980114E1	2.660199E1	4.666810E4	6.814623E1	8.482024E1
1.224400E1	2.448800E4	-1.184087E1	-2.410564E1	2.685681E1	4.668384E4	7.406996E1	8.912475E1
1.224600E1	2.449200E4	-4.985716E0	-2.646096E1	2.692656E1	4.669933E4	8.092511E1	9.148006E1
1.224800E1	2.449600E4	1.790511E0	-2.690075E1	2.696027E1	4.671381E4	8.770134E1	9.191985E1
1.225000E1	2.450000E4	8.758858E0	-2.555612E1	2.701542E1	4.672892E4	9.466969E1	9.057523E1
1.225200E1	2.450400E4	1.504512E1	-2.222403E1	2.683772E1	4.674410E4	1.009560E2	8.724313E1
1.225400E1	2.450800E4	2.022182E1	-1.731321E1	2.662084E1	4.675943E4	1.061326E2	8.233231E1
1.225600E1	2.451200E4	2.421196E1	-1.119199E1	2.667357E1	4.677519E4	1.101228E2	7.621109E1
1.225800E1	2.451600E4	2.644991E1	-4.171803E0	2.677688E1	4.679104E4	1.123607E2	6.919091E1
1.226000E1	2.452000E4	2.676250E1	3.184446E0	2.695129E1	4.680679E4	1.126733E2	6.183466E1
1.226200E1	2.452400E4	2.499319E1	1.033971E1	2.704753E1	4.682247E4	1.109040E2	5.467940E1
1.226400E1	2.452800E4	2.156999E1	1.699347E1	2.745983E1	4.683823E4	1.074808E2	4.802564E1
1.226600E1	2.453200E4	1.670031E1	2.236967E1	2.791599E1	4.685326E4	1.026111E2	4.264943E1
1.226800E1	2.453600E4	1.065621E1	2.651407E1	2.857535E1	4.686810E4	9.656703E1	3.850504E1
1.227000E1	2.454000E4	3.869617E0	2.873734E1	2.899670E1	4.688233E4	8.978045E1	3.628177E1
1.227200E1	2.454400E4	-3.275235E0	2.897775E1	2.916226E1	4.689645E4	8.263559E1	3.604136E1
1.227400E1	2.454800E4	-1.024444E1	2.722157E1	2.908543E1	4.691062E4	7.566639E1	3.779754E1
1.227600E1	2.455200E4	-1.640955E1	2.364183E1	2.877863E1	4.692476E4	6.950128E1	4.137728E1
1.227800E1	2.455600E4	-2.150870E1	1.862526E1	2.845214E1	4.693911E4	6.440213E1	4.639385E1
1.228000E1	2.456000E4	-2.517733E1	1.241840E1	2.807338E1	4.695375E4	6.073350E1	5.260071E1
1.228200E1	2.456400E4	-2.719276E1	5.430759E0	2.772975E1	4.696871E4	5.871807E1	5.958835E1
1.228400E1	2.456800E4	-2.722394E1	-1.888749E0	2.728938E1	4.698397E4	5.868689E1	6.690786E1
1.228600E1	2.457200E4	-2.541456E1	-9.305899E0	2.706473E1	4.700011E4	6.049627E1	7.432501E1
1.228800E1	2.457600E4	-2.180441E1	-1.569563E1	2.686606E1	4.701575E4	6.410642E1	8.071474E1
1.229000E1	2.458000E4	-1.660457E1	-2.087769E1	2.667564E1	4.703150E4	6.930626E1	8.589680E1
1.229200E1	2.458400E4	-1.040824E1	-2.472935E1	2.683043E1	4.704717E4	7.550259E1	8.974846E1
1.229400E1	2.458800E4	-3.552673E0	-2.647029E1	2.670764E1	4.706236E4	8.235816E1	9.148940E1
1.229600E1	2.459200E4	3.559306E0	-2.655217E1	2.678966E1	4.707763E4	8.947013E1	9.157127E1
1.229800E1	2.459600E4	1.042334E1	-2.465784E1	2.677041E1	4.709291E4	9.633417E1	8.967695E1
1.230000E1	2.460000E4	1.651480E1	-2.100850E1	2.672257E1	4.710817E4	1.024256E2	8.602761E1
1.230200E1	2.460400E4	2.149622E1	-1.596320E1	2.677519E1	4.712340E4	1.074070E2	8.098231E1
1.230400E1	2.460800E4	2.491449E1	-9.621371E0	2.670773E1	4.713888E4	1.108253E2	7.464048E1
1.230600E1	2.461200E4	2.651328E1	-2.409665E0	2.662256E1	4.715481E4	1.124241E2	6.742877E1
1.230800E1	2.461600E4	2.642481E1	5.005775E0	2.689477E1	4.717073E4	1.123356E2	6.001333E1
1.231000E1	2.462000E4	2.447280E1	1.197936E1	2.724744E1	4.718608E4	1.103836E2	5.303974E1
1.231200E1	2.462400E4	2.066901E1	1.829694E1	2.760409E1	4.720152E4	1.065798E2	4.672217E1
1.231400E1	2.462800E4	1.546914E1	2.360594E1	2.822295E1	4.721676E4	1.013800E2	4.141317E1
1.231600E1	2.463200E4	9.243775E0	2.723930E1	2.876503E1	4.723126E4	9.515460E1	3.777981E1
1.231800E1	2.463600E4	2.344268E0	2.880655E1	2.890178E1	4.724535E4	8.825510E1	3.621256E1
1.232000E1	2.464000E4	-4.706937E0	2.868578E1	2.906938E1	4.725932E4	8.120389E1	3.633333E1
1.232200E1	2.464400E4	-1.146870E1	2.660272E1	2.896957E1	4.727332E4	7.444213E1	3.841639E1
1.232400E1	2.464800E4	-1.755843E1	2.273714E1	2.872762E1	4.728768E4	6.835240E1	4.228197E1
1.232600E1	2.465200E4	-2.243110E1	1.722754E1	2.828326E1	4.730248E4	6.347972E1	4.779156E1
1.232800E1	2.465600E4	-2.577056E1	1.062011E1	2.787308E1	4.731760E4	6.014027E1	5.439900E1
1.233000E1	2.466000E4	-2.717525E1	3.487076E0	2.739806E1	4.733269E4	5.873558E1	6.153203E1
1.233200E1	2.466400E4	-2.678944E1	-3.950595E0	2.707917E1	4.734839E4	5.912138E1	6.896970E1
1.233400E1	2.466800E4	-2.443159E1	-1.107247E1	2.682353E1	4.736438E4	6.147924E1	7.609158E1
1.233600E1	2.467200E4	-2.047640E1	-1.728257E1	2.679497E1	4.738017E4	6.543443E1	8.230168E1
1.233800E1	2.467600E4	-1.508504E1	-2.213351E1	2.678527E1	4.739572E4	7.082579E1	8.715262E1
1.234000E1	2.468000E4	-8.732431E0	-2.539363E1	2.685315E1	4.741102E4	7.717840E1	9.041274E1
1.234200E1	2.468400E4	-1.690966E0	-2.680623E1	2.685951E1	4.742639E4	8.421986E1	9.182533E1
1.234400E1	2.468800E4	5.518887E0	-2.645119E1	2.702080E1	4.744179E4	9.142972E1	9.147030E1
1.234600E1	2.469200E4	1.214088E1	-2.402146E1	2.691526E1	4.745681E4	9.805170E1	8.904056E1
1.234800E1	2.469600E4	1.810625E1	-2.003626E1	2.700533E1	4.747210E4	1.040171E2	8.505537E1
1.235000E1	2.470000E4	2.256654E1	-1.441926E1	2.677992E1	4.748742E4	1.084774E2	7.943837E1
1.235200E1	2.470400E4	2.554583E1	-7.611823E0	2.665576E1	4.750341E4	1.114567E2	7.263093E1
1.235400E1	2.470800E4	2.675003E1	-2.522546E-1	2.675122E1	4.751946E4	1.126609E2	6.527136E1
1.235600E1	2.471200E4	2.602090E1	7.141129E0	2.698301E1	4.753535E4	1.119317E2	5.787798E1
1.235800E1	2.471600E4	2.335745E1	1.389495E1	2.717793E1	4.755075E4	1.092683E2	5.112416E1
1.236000E1	2.472000E4	1.919836E1	1.994105E1	2.768073E1	4.756609E4	1.051092E2	4.507806E1
1.236200E1	2.472400E4	1.369972E1	2.465306E1	2.820382E1	4.758094E4	9.961055E1	4.036605E1
1.236400E1	2.472800E4	7.092911E0	2.779928E1	2.868989E1	4.759569E4	9.300374E1	3.721982E1
1.236600E1	2.473200E4	-1.740294E-1	2.891459E1	2.891511E1	4.761034E4	8.573680E1	3.610452E1
1.236800E1	2.473600E4	-7.269270E0	2.809106E1	2.901637E1	4.762451E4	7.864156E1	3.692805E1
1.237000E1	2.474000E4	-1.376316E1	2.541257E1	2.890023E1	4.763844E4	7.214767E1	3.960654E1
1.237200E1	2.474400E4	-1.941109E1	2.106032E1	2.864136E1	4.765267E4	6.649973E1	4.395879E1
1.237400E1	2.474800E4	-2.381269E1	1.512609E1	2.821069E1	4.766758E4	6.209814E1	4.989302E1
1.237600E1	2.475200E4	-2.640046E1	8.236264E0	2.765539E1	4.768267E4	5.951037E1	5.678284E1
1.237800E1	2.475600E4	-2.731070E1	8.007727E-1	2.732244E1	4.769832E4	5.860013E1	6.421834E1
1.238000E1	2.476000E4	-2.628834E1	-6.540090E0	2.708966E1	4.771397E4	5.962248E1	7.155920E1
1.238200E1	2.476400E4	-2.341939E1	-1.326222E1	2.691383E1	4.772952E4	6.249144E1	7.828133E1
1.238400E1	2.476800E4	-1.886464E1	-1.909934E1	2.684510E1	4.774535E4	6.704619E1	8.411844E1
1.238600E1	2.477200E4	-1.295704E1	-2.351192E1	2.684577E1	4.776114E4	7.295379E1	8.853103E1
1.238800E1	2.477600E4	-6.373120E0	-2.610706E1	2.687369E1	4.777628E4	7.953771E1	9.112617E1
1.239000E1	2.478000E4	7.259168E-1	-2.696521E1	2.697498E1	4.779154E4	8.663674E1	9.198432E1
1.239200E1	2.478400E4	7.760048E0	-2.589325E1	2.703107E1	4.780668E4	9.367088E1	9.091236E1
1.239400E1	2.478800E4	1.421515E1	-2.282088E1	2.688611E1	4.782192E4	1.001260E2	8.783998E1
1.239600E1	2.479200E4	1.984473E1	-1.822059E1	2.694073E1	4.783744E4	1.057556E2	8.323970E1
1.239800E1	2.479600E4	2.381684E1	-1.206485E1	2.669836E1	4.785313E4	1.097277E2	7.708396E1
1.240000E1	2.480000E4	2.611488E1	-5.038038E0	2.659640E1	4.786908E4	1.120257E2	7.005715E1
1.240200E1	2.480400E4	2.645077E1	2.365502E0	2.655633E1	4.788511E4	1.123616E2	6.265361E1
1.240400E1	2.480800E4	2.515244E1	9.808311E0	2.699719E1	4.790130E4	1.110633E2	5.521080E1
1.240600E1	2.481200E4	2.200685E1	1.652314E1	2.751937E1	4.791690E4	1.079177E2	4.849597E1
1.240800E1	2.481600E4	1.707396E1	2.223703E1	2.803579E1	4.793248E4	1.029848E2	4.278208E1
1.241000E1	2.482000E4	1.089217E1	2.612769E1	2.830717E1	4.794737E4	9.680300E1	3.889142E1
1.241200E1	2.482400E4	4.125307E0	2.849295E1	2.879004E1	4.796176E4	9.003614E1	3.652616E1
1.241400E1	2.482800E4	-2.861277E0	2.898535E1	2.912623E1	4.797564E4	8.304955E1	3.603376E1
1.241600E1	2.483200E4	-9.655654E0	2.735417E1	2.900831E1	4.798944E4	7.625517E1	3.766494E1
1.241800E1	2.483600E4	-1.603891E1	2.388631E1	2.877156E1	4.800388E4	6.987192E1	4.113280E1
1.242000E1	2.484000E4	-2.140854E1	1.872322E1	2.844090E1	4.801883E4	6.450229E1	4.629589E1
1.242200E1	2.484400E4	-2.513399E1	1.242893E1	2.803918E1	4.803369E4	6.077684E1	5.259018E1
1.242400E1	2.484800E4	-2.719204E1	5.337098E0	2.771086E1	4.804890E4	5.871879E1	5.968201E1
1.242600E1	2.485200E4	-2.720648E1	-2.003731E0	2.728016E1	4.806421E4	5.870435E1	6.702284E1
1.242800E1	2.485600E4	-2.537194E1	-9.405680E0	2.705923E1	4.808034E4	6.053889E1	7.442479E1
1.243000E1	2.486000E4	-2.163227E1	-1.587137E1	2.683013E1	4.809627E4	6.427856E1	8.089048E1
1.243200E1	2.486400E4	-1.637839E1	-2.126226E1	2.683906E1	4.811239E4	6.953244E1	8.628137E1
1.243400E1	2.486800E4	-1.016803E1	-2.494879E1	2.694126E1	4.812783E4	7.574279E1	8.996790E1
1.243600E1	2.487200E4	-3.279175E0	-2.685830E1	2.705774E1	4.814304E4	8.263165E1	9.187741E1
1.243800E1	2.487600E4	3.867122E0	-2.688600E1	2.716269E1	4.815818E4	8.977795E1	9.190511E1
1.244000E1	2.488000E4	1.070094E1	-2.488112E1	2.708469E1	4.817327E4	9.661177E1	8.990023E1
1.244200E1	2.488400E4	1.684087E1	-2.104487E1	2.695369E1	4.818867E4	1.027517E2	8.606398E1
1.244400E1	2.488800E4	2.173236E1	-1.559468E1	2.674864E1	4.820434E4	1.076432E2	8.061379E1
1.244600E1	2.489200E4	2.506572E1	-8.836661E0	2.657775E1	4.822058E4	1.109765E2	7.385577E1
1.244800E1	2.489600E4	2.647857E1	-1.664122E0	2.653081E1	4.823640E4	1.123894E2	6.668323E1
1.245000E1	2.490000E4	2.613967E1	5.931895E0	2.680428E1	4.825279E4	1.120505E2	5.908721E1
1.245200E1	2.490400E4	2.399499E1	1.302336E1	2.730142E1	4.826849E4	1.099058E2	5.199575E1
1.245400E1	2.490800E4	1.980399E1	1.916870E1	2.756151E1	4.828407E4	1.057148E2	4.585041E1
1.245600E1	2.491200E4	1.431453E1	2.403186E1	2.797206E1	4.829922E4	1.002254E2	4.098725E1
1.245800E1	2.491600E4	7.966650E0	2.734854E1	2.848526E1	4.831376E4	9.387748E1	3.767057E1
1.246000E1	2.492000E4	7.289254E-1	2.891927E1	2.892845E1	4.832856E4	8.663975E1	3.609984E1
1.246200E1	2.492400E4	-6.328327E0	2.837578E1	2.907289E1	4.834257E4	7.958250E1	3.664333E1
1.246400E1	2.492800E4	-1.315882E1	2.589218E1	2.904409E1	4.835694E4	7.275201E1	3.912693E1
1.246600E1	2.493200E4	-1.901505E1	2.150984E1	2.870968E1	4.837148E4	6.689577E1	4.350927E1
1.246800E1	2.493600E4	-2.363850E1	1.582205E1	2.844496E1	4.838620E4	6.227233E1	4.919706E1
1.247000E1	2.494000E4	-2.641333E1	8.974451E0	2.789632E1	4.840123E4	5.949749E1	5.604466E1
1.247200E1	2.494400E4	-2.742838E1	1.561671E0	2.747280E1	4.841674E4	5.848245E1	6.345744E1
1.247400E1	2.494800E4	-2.641744E1	-5.811834E0	2.704918E1	4.843241E4	5.949339E1	7.083094E1
1.247600E1	2.495200E4	-2.360461E1	-1.291902E1	2.690871E1	4.844869E4	6.230622E1	7.793813E1
1.247800E1	2.495600E4	-1.915767E1	-1.891050E1	2.691883E1	4.846463E4	6.675316E1	8.392961E1
1.248000E1	2.496000E4	-1.343032E1	-2.344262E1	2.701721E1	4.848019E4	7.248051E1	8.846173E1
1.248200E1	2.496400E4	-6.684764E0	-2.607832E1	2.692145E1	4.849562E4	7.922606E1	9.109742E1
1.248400E1	2.496800E4	4.710866E-1	-2.700037E1	2.700447E1	4.851100E4	8.638191E1	9.201947E1
1.248600E1	2.497200E4	7.626138E0	-2.598531E1	2.708125E1	4.852636E4	9.353697E1	9.100442E1
1.248800E1	2.497600E4	1.409670E1	-2.307635E1	2.704135E1	4.854142E4	1.000075E2	8.809546E1
1.249000E1	2.498000E4	1.954330E1	-1.834640E1	2.680543E1	4.855681E4	1.054541E2	8.336551E1
1.249200E1	2.498400E4	2.370348E1	-1.219316E1	2.665573E1	4.857278E4	1.096143E2	7.721227E1
1.249400E1	2.498800E4	2.611582E1	-5.111998E0	2.661144E1	4.858892E4	1.120266E2	7.013111E1
1.249600E1	2.499200E4	2.647951E1	2.264867E0	2.657620E1	4.860489E4	1.123903E2	6.275424E1
1.249800E1	2.499600E4	2.519677E1	9.789519E0	2.703169E1	4.862123E4	1.111076E2	5.522959E1
1.250000E1	2.500000E4	2.209286E1	1.650618E1	2.757804E1	4.863676E4	1.080037E2	4.851293E1
1.250200E1	2.500400E4	1.711750E1	2.224314E1	2.806717E1	4.865242E4	1.030283E2	4.277597E1
1.250400E1	2.500800E4	1.089889E1	2.615348E1	2.833355E1	4.866738E4	9.680972E1	3.886563E1
1.250600E1	2.501200E4	4.124805E0	2.847999E1	2.877714E1	4.868176E4	9.003563E1	3.653912E1
1.250800E1	2.501600E4	-2.885611E0	2.883856E1	2.898257E1	4.869571E4	8.302522E1	3.618055E1
1.251000E1	2.502000E4	-1.012330E1	2.722680E1	2.904789E1	4.871040E4	7.578753E1	3.779231E1
1.251200E1	2.502400E4	-1.639755E1	2.365118E1	2.877947E1	4.872473E4	6.951328E1	4.136793E1
1.251400E1	2.502800E4	-2.158264E1	1.861451E1	2.850106E1	4.873922E4	6.432819E1	4.640460E1
1.251600E1	2.503200E4	-2.524263E1	1.227952E1	2.807093E1	4.875406E4	6.066819E1	5.273959E1
1.251800E1	2.503600E4	-2.720481E1	5.189787E0	2.769541E1	4.876920E4	5.870602E1	5.982932E1
1.252000E1	2.504000E4	-2.724151E1	-2.421480E0	2.734892E1	4.878508E4	5.866931E1	6.744059E1
1.252200E1	2.504400E4	-2.530705E1	-9.635246E0	2.707923E1	4.880084E4	6.060378E1	7.465435E1
1.252400E1	2.504800E4	-2.152100E1	-1.599324E1	2.681301E1	4.881662E4	6.438983E1	8.101235E1
1.252600E1	2.505200E4	-1.622475E1	-2.136972E1	2.683109E1	4.883279E4	6.968608E1	8.638883E1
1.252800E1	2.505600E4	-9.958494E0	-2.498500E1	2.689650E1	4.884827E4	7.595233E1	9.000411E1
1.253000E1	2.506000E4	-3.048267E0	-2.682494E1	2.699758E1	4.886352E4	8.286256E1	9.184405E1
1.253200E1	2.506400E4	4.255424E0	-2.668366E1	2.702085E1	4.887906E4	9.016625E1	9.170277E1
1.253400E1	2.506800E4	1.124151E1	-2.437038E1	2.683817E1	4.889476E4	9.715234E1	8.938949E1
1.253600E1	2.507200E4	1.741363E1	-2.038063E1	2.680680E1	4.891051E4	1.033245E2	8.539973E1
1.253800E1	2.507600E4	2.222031E1	-1.496877E1	2.679191E1	4.892603E4	1.081311E2	7.998788E1
1.254000E1	2.508000E4	2.551755E1	-8.376358E0	2.685719E1	4.894183E4	1.114284E2	7.339547E1
1.254200E1	2.508400E4	2.685294E1	-1.013310E0	2.687205E1	4.895784E4	1.127638E2	6.603242E1
1.254400E1	2.508800E4	2.613279E1	6.348069E0	2.689277E1	4.897365E4	1.120436E2	5.867104E1
1.254600E1	2.509200E4	2.385410E1	1.359430E1	2.745584E1	4.898968E4	1.097649E2	5.142481E1
1.254800E1	2.509600E4	1.959677E1	1.980699E1	2.786306E1	4.900531E4	1.055076E2	4.521212E1
1.255000E1	2.510000E4	1.398591E1	2.463110E1	2.832484E1	4.902041E4	9.989674E1	4.038801E1
1.255200E1	2.510400E4	7.344925E0	2.781494E1	2.876837E1	4.903521E4	9.325575E1	3.720417E1
1.255400E1	2.510800E4	2.558771E-1	2.904553E1	2.904666E1	4.904950E4	8.616671E1	3.597357E1
1.255600E1	2.511200E4	-6.659137E0	2.826741E1	2.904118E1	4.906326E4	7.925169E1	3.675170E1
1.255800E1	2.511600E4	-1.338783E1	2.568301E1	2.896292E1	4.907753E4	7.252300E1	3.933610E1
1.256000E1	2.512000E4	-1.928890E1	2.116479E1	2.863581E1	4.909235E4	6.662193E1	4.385432E1
1.256200E1	2.512400E4	-2.380138E1	1.514091E1	2.820909E1	4.910754E4	6.210945E1	4.987820E1
1.256400E1	2.512800E4	-2.642246E1	8.185519E0	2.766133E1	4.912279E4	5.948837E1	5.683359E1
1.256600E1	2.513200E4	-2.734916E1	6.990426E-1	2.735809E1	4.913854E4	5.856167E1	6.432007E1
1.256800E1	2.513600E4	-2.626936E1	-6.654563E0	2.709912E1	4.915422E4	5.964147E1	7.167367E1
1.257000E1	2.514000E4	-2.329377E1	-1.338122E1	2.686367E1	4.916988E4	6.261706E1	7.840033E1
1.257200E1	2.514400E4	-1.866906E1	-1.919051E1	2.677330E1	4.918579E4	6.724177E1	8.420962E1
1.257400E1	2.514800E4	-1.267109E1	-2.357920E1	2.676818E1	4.920175E4	7.323973E1	8.859831E1
1.257600E1	2.515200E4	-5.813365E0	-2.606632E1	2.670671E1	4.921743E4	8.009746E1	9.108543E1
1.257800E1	2.515600E4	1.382034E0	-2.683973E1	2.687528E1	4.923295E4	8.729286E1	9.185883E1
1.258000E1	2.516000E4	8.550908E0	-2.568483E1	2.707081E1	4.924841E4	9.446174E1	9.070394E1
1.258200E1	2.516400E4	1.493756E1	-2.236191E1	2.689211E1	4.926374E4	1.008484E2	8.738102E1
1.258400E1	2.516800E4	2.022381E1	-1.742886E1	2.669771E1	4.927925E4	1.061346E2	8.244797E1
1.258600E1	2.517200E4	2.429278E1	-1.119139E1	2.674671E1	4.929527E4	1.102036E2	7.621050E1
1.258800E1	2.517600E4	2.653472E1	-4.130241E0	2.685425E1	4.931115E4	1.124456E2	6.914935E1
1.259000E1	2.518000E4	2.670754E1	3.356576E0	2.691764E1	4.932716E4	1.126184E2	6.166253E1
1.259200E1	2.518400E4	2.501762E1	1.082298E1	2.725837E1	4.934339E4	1.109285E2	5.419613E1
1.259400E1	2.518800E4	2.137195E1	1.730975E1	2.750251E1	4.935900E4	1.072828E2	4.770936E1
1.259600E1	2.519200E4	1.646410E1	2.289414E1	2.819943E1	4.937428E4	1.023749E2	4.212497E1
1.259800E1	2.519600E4	1.029386E1	2.673267E1	2.864611E1	4.938894E4	9.620469E1	3.828643E1
1.260000E1	2.520000E4	3.381397E0	2.881437E1	2.901210E1	4.940331E4	8.929222E1	3.620473E1
1.260200E1	2.520400E4	-3.828819E0	2.890797E1	2.916043E1	4.941754E4	8.208201E1	3.611113E1
1.260400E1	2.520800E4	-1.074915E1	2.694063E1	2.900589E1	4.943175E4	7.516168E1	3.807847E1
1.260600E1	2.521200E4	-1.701132E1	2.302641E1	2.862866E1	4.944646E4	6.889951E1	4.199270E1
1.260800E1	2.521600E4	-2.219065E1	1.761142E1	2.832997E1	4.946156E4	6.372018E1	4.740769E1
1.261000E1	2.522000E4	-2.573506E1	1.112854E1	2.803814E1	4.947662E4	6.017577E1	5.389057E1
1.261200E1	2.522400E4	-2.726790E1	3.784299E0	2.752924E1	4.949210E4	5.864293E1	6.123481E1
1.261400E1	2.522800E4	-2.702871E1	-3.604770E0	2.726803E1	4.950760E4	5.888212E1	6.862388E1
1.261600E1	2.523200E4	-2.485146E1	-1.071408E1	2.706264E1	4.952332E4	6.105937E1	7.573319E1
1.261800E1	2.523600E4	-2.064967E1	-1.689973E1	2.668351E1	4.953930E4	6.526116E1	8.191884E1
1.262000E1	2.524000E4	-1.515264E1	-2.204795E1	2.675284E1	4.955550E4	7.075819E1	8.706706E1
1.262200E1	2.524400E4	-8.753397E0	-2.539992E1	2.686592E1	4.957098E4	7.715743E1	9.041903E1
1.262400E1	2.524800E4	-1.619128E0	-2.681389E1	2.686273E1	4.958654E4	8.429170E1	9.183300E1
1.262600E1	2.525200E4	5.639560E0	-2.647288E1	2.706691E1	4.960203E4	9.155039E1	9.149199E1
1.262800E1	2.525600E4	1.231229E1	-2.388981E1	2.687593E1	4.961727E4	9.822312E1	8.890892E1
1.263000E1	2.526000E4	1.828823E1	-1.979152E1	2.694742E1	4.963274E4	1.041991E2	8.481063E1
1.263200E1	2.526400E4	2.288779E1	-1.418308E1	2.692603E1	4.964821E4	1.087986E2	7.920219E1
1.263400E1	2.526800E4	2.571159E1	-7.242130E0	2.671206E1	4.966427E4	1.116224E2	7.226124E1
1.263600E1	2.527200E4	2.673450E1	1.383169E-1	2.673486E1	4.968030E4	1.126453E2	6.488079E1
1.263800E1	2.527600E4	2.578554E1	7.545156E0	2.686677E1	4.969631E4	1.116964E2	5.747395E1
1.264000E1	2.528000E4	2.298009E1	1.465006E1	2.725269E1	4.971252E4	1.088909E2	5.036905E1
1.264200E1	2.528400E4	1.852096E1	2.067900E1	2.776053E1	4.972815E4	1.044318E2	4.434011E1
1.264400E1	2.528800E4	1.280933E1	2.527211E1	2.833299E1	4.974312E4	9.872016E1	3.974700E1
1.264600E1	2.529200E4	6.124819E0	2.833533E1	2.898973E1	4.975780E4	9.203565E1	3.668378E1
1.264800E1	2.529600E4	-1.010497E0	2.919250E1	2.920999E1	4.977198E4	8.490033E1	3.582661E1
1.265000E1	2.530000E4	-8.196399E0	2.788551E1	2.906514E1	4.978638E4	7.771443E1	3.713360E1
1.265200E1	2.530400E4	-1.482247E1	2.489752E1	2.897572E1	4.980077E4	7.108836E1	4.012159E1
1.265400E1	2.530800E4	-2.027155E1	2.007655E1	2.853075E1	4.981528E4	6.563928E1	4.494256E1
1.265600E1	2.531200E4	-2.444830E1	1.386651E1	2.810693E1	4.983044E4	6.146253E1	5.115259E1
1.265800E1	2.531600E4	-2.687898E1	6.865618E0	2.774196E1	4.984567E4	5.903185E1	5.815349E1
1.266000E1	2.532000E4	-2.724019E1	-4.898538E-1	2.724460E1	4.986103E4	5.867063E1	6.550896E1
1.266200E1	2.532400E4	-2.583171E1	-7.899309E0	2.701253E1	4.987700E4	6.007911E1	7.291842E1
1.266400E1	2.532800E4	-2.245102E1	-1.465110E1	2.680864E1	4.989313E4	6.345981E1	7.967021E1
1.266600E1	2.533200E4	-1.755891E1	-2.007993E1	2.667431E1	4.990883E4	6.835191E1	8.509904E1
1.266800E1	2.533600E4	-1.144256E1	-2.420964E1	2.677758E1	4.992470E4	7.446827E1	8.922875E1
1.267000E1	2.534000E4	-4.548567E0	-2.650069E1	2.688821E1	4.994026E4	8.136226E1	9.151979E1
1.267200E1	2.534400E4	2.609183E0	-2.676262E1	2.688951E1	4.995557E4	8.852001E1	9.178173E1
1.267400E1	2.534800E4	9.649391E0	-2.525638E1	2.703692E1	4.997091E4	9.556022E1	9.027548E1
1.267600E1	2.535200E4	1.595752E1	-2.172997E1	2.695986E1	4.998629E4	1.018683E2	8.674908E1
1.267800E1	2.535600E4	2.100209E1	-1.639096E1	2.664116E1	5.000203E4	1.069129E2	8.141007E1
1.268000E1	2.536000E4	2.457554E1	-9.951169E0	2.651383E1	5.001796E4	1.104864E2	7.497028E1
1.268200E1	2.536400E4	2.650002E1	-2.872092E0	2.665520E1	5.003381E4	1.124108E2	6.789120E1
1.268400E1	2.536800E4	2.642900E1	4.549734E0	2.681776E1	5.004977E4	1.123398E2	6.046937E1
