	mass_A
t	frame	x	y	r	θ	ω	pixelx	pixely
4.548000E0	9.096000E3	2.142418E1	-1.607669E1	2.678536E1	-3.688453E1	1.167383E2	1.084560E2	8.048433E1
4.552000E0	9.104000E3	2.146423E1	-1.593095E1	2.673029E1	-3.658316E1	7.030831E1	1.084961E2	8.033860E1
4.556000E0	9.112000E3	2.153481E1	-1.583166E1	2.672807E1	-3.632206E1	7.613905E1	1.085667E2	8.023931E1
4.560000E0	9.120000E3	2.160684E1	-1.568334E1	2.669874E1	-3.597405E1	5.818943E1	1.086387E2	8.009098E1
4.564000E0	9.128000E3	2.165293E1	-1.564909E1	2.671597E1	-3.585654E1	4.113068E1	1.086848E2	8.005673E1
4.568000E0	9.136000E3	2.173562E1	-1.558701E1	2.674681E1	-3.564500E1	1.057450E2	1.087675E2	7.999465E1
4.572000E0	9.144000E3	2.204753E1	-1.544392E1	2.691855E1	-3.501058E1	1.020190E2	1.090794E2	7.985156E1
4.576000E0	9.152000E3	2.210159E1	-1.537751E1	2.692486E1	-3.482885E1	1.092799E2	1.091334E2	7.978515E1
4.580000E0	9.160000E3	2.220745E1	-1.505613E1	2.683016E1	-3.413634E1	1.527895E2	1.092393E2	7.946377E1
4.584000E0	9.168000E3	2.231135E1	-1.482729E1	2.678889E1	-3.360653E1	8.473384E1	1.093432E2	7.923493E1
4.588000E0	9.176000E3	2.232149E1	-1.475102E1	2.675522E1	-3.345847E1	5.554036E1	1.093533E2	7.915866E1
4.592000E0	9.184000E3	2.237204E1	-1.461879E1	2.672484E1	-3.316221E1	6.828547E1	1.094039E2	7.902643E1
4.596000E0	9.192000E3	2.245012E1	-1.453041E1	2.674212E1	-3.291219E1	6.906674E1	1.094820E2	7.893805E1
4.600000E0	9.200000E3	2.245903E1	-1.436849E1	2.666199E1	-3.260968E1	1.387518E2	1.094909E2	7.877614E1
4.604000E0	9.208000E3	2.257865E1	-1.400054E1	2.656710E1	-3.180218E1	1.570064E2	1.096105E2	7.840819E1
4.608000E0	9.216000E3	2.262422E1	-1.378476E1	2.649292E1	-3.135362E1	6.947098E1	1.096561E2	7.819240E1
4.612000E0	9.224000E3	2.273050E1	-1.379125E1	2.658711E1	-3.124641E1	1.015166E2	1.097623E2	7.819890E1
4.616000E0	9.232000E3	2.304850E1	-1.359909E1	2.676132E1	-3.054149E1	1.340282E2	1.100803E2	7.800674E1
4.620000E0	9.240000E3	2.318823E1	-1.348189E1	2.682267E1	-3.017418E1	9.052858E1	1.102201E2	7.788953E1
4.624000E0	9.248000E3	2.323172E1	-1.331423E1	2.677651E1	-2.981726E1	1.421565E2	1.102636E2	7.772187E1
4.628000E0	9.256000E3	2.332236E1	-1.294746E1	2.667525E1	-2.903693E1	1.452611E2	1.103542E2	7.735510E1
4.632000E0	9.264000E3	2.336118E1	-1.276613E1	2.662177E1	-2.865517E1	1.022288E2	1.103930E2	7.717377E1
4.636000E0	9.272000E3	2.345130E1	-1.258454E1	2.661455E1	-2.821910E1	8.803710E1	1.104831E2	7.699219E1
4.640000E0	9.280000E3	2.350176E1	-1.247027E1	2.660527E1	-2.795088E1	6.755152E1	1.105336E2	7.687792E1
4.644000E0	9.288000E3	2.350416E1	-1.232881E1	2.654139E1	-2.767869E1	1.488893E2	1.105360E2	7.673646E1
4.648000E0	9.296000E3	2.361642E1	-1.190870E1	2.644906E1	-2.675976E1	1.568748E2	1.106483E2	7.631635E1
4.652000E0	9.304000E3	2.369554E1	-1.177478E1	2.645986E1	-2.642369E1	1.287072E2	1.107274E2	7.618243E1
4.656000E0	9.312000E3	2.403220E1	-1.158147E1	2.667728E1	-2.573011E1	1.374209E2	1.110640E2	7.598912E1
4.660000E0	9.320000E3	2.411813E1	-1.141312E1	2.668227E1	-2.532432E1	1.670311E2	1.111500E2	7.582076E1
4.664000E0	9.328000E3	2.424105E1	-1.099309E1	2.661722E1	-2.439386E1	1.735520E2	1.112729E2	7.540074E1
4.668000E0	9.336000E3	2.428087E1	-1.077801E1	2.656551E1	-2.393591E1	1.211910E2	1.113127E2	7.518565E1
4.672000E0	9.344000E3	2.437329E1	-1.055956E1	2.656241E1	-2.342433E1	9.735766E1	1.114051E2	7.496720E1
4.676000E0	9.352000E3	2.434072E1	-1.041085E1	2.647370E1	-2.315705E1	1.514084E2	1.113726E2	7.481850E1
4.680000E0	9.360000E3	2.442770E1	-9.975258E0	2.638595E1	-2.221306E1	1.902511E2	1.114596E2	7.438290E1
4.684000E0	9.368000E3	2.451214E1	-9.722384E0	2.636986E1	-2.163504E1	1.227289E2	1.115440E2	7.413003E1
4.688000E0	9.376000E3	2.458416E1	-9.550988E0	2.637428E1	-2.123123E1	9.611015E1	1.116160E2	7.395863E1
4.692000E0	9.384000E3	2.456603E1	-9.364230E0	2.629027E1	-2.086615E1	1.742530E2	1.115979E2	7.377187E1
4.696000E0	9.392000E3	2.467086E1	-8.900157E0	2.622716E1	-1.983721E1	1.653924E2	1.117027E2	7.330780E1
4.700000E0	9.400000E3	2.473970E1	-8.781694E0	2.625206E1	-1.954302E1	1.366048E2	1.117715E2	7.318934E1
4.704000E0	9.408000E3	2.508601E1	-8.512802E0	2.649105E1	-1.874437E1	1.598783E2	1.121179E2	7.292045E1
4.708000E0	9.416000E3	2.514266E1	-8.297614E0	2.647648E1	-1.826399E1	1.820258E2	1.121745E2	7.270526E1
4.712000E0	9.424000E3	2.525819E1	-7.861326E0	2.645329E1	-1.728816E1	1.978074E2	1.122900E2	7.226897E1
4.716000E0	9.432000E3	2.530599E1	-7.583270E0	2.641778E1	-1.668153E1	1.424008E2	1.123378E2	7.199091E1
4.720000E0	9.440000E3	2.530380E1	-7.326995E0	2.634326E1	-1.614896E1	1.901592E2	1.123357E2	7.173464E1
4.724000E0	9.448000E3	2.539351E1	-6.880354E0	2.630912E1	-1.516026E1	2.076687E2	1.124254E2	7.128800E1
4.728000E0	9.456000E3	2.548690E1	-6.585479E0	2.632396E1	-1.448761E1	1.332563E2	1.125188E2	7.099312E1
4.732000E0	9.464000E3	2.542898E1	-6.384584E0	2.621824E1	-1.409421E1	1.963305E2	1.124608E2	7.079223E1
4.736000E0	9.472000E3	2.550910E1	-5.850312E0	2.617137E1	-1.291696E1	2.261883E2	1.125409E2	7.025796E1
4.740000E0	9.480000E3	2.559495E1	-5.573441E0	2.619474E1	-1.228470E1	1.427213E2	1.126268E2	6.998108E1
4.744000E0	9.488000E3	2.554364E1	-5.324803E0	2.609274E1	-1.177519E1	2.049505E2	1.125755E2	6.973245E1
4.748000E0	9.496000E3	2.564057E1	-4.819393E0	2.608957E1	-1.064509E1	2.080361E2	1.126724E2	6.922704E1
4.752000E0	9.504000E3	2.570256E1	-4.583368E0	2.610802E1	-1.011090E1	1.495304E2	1.127344E2	6.899101E1
4.756000E0	9.512000E3	2.593942E1	-4.316969E0	2.629619E1	-9.448852E0	2.242357E2	1.129713E2	6.872461E1
4.760000E0	9.520000E3	2.608545E1	-3.813367E0	2.636271E1	-8.317016E0	2.382463E2	1.131173E2	6.822101E1
4.764000E0	9.528000E3	2.618155E1	-3.466803E0	2.641008E1	-7.542881E0	1.707102E2	1.132134E2	6.787445E1
4.768000E0	9.536000E3	2.613772E1	-3.186775E0	2.633127E1	-6.951334E0	2.037561E2	1.131696E2	6.759442E1
4.772000E0	9.544000E3	2.621802E1	-2.715303E0	2.635825E1	-5.912832E0	2.340697E2	1.132499E2	6.712295E1
4.776000E0	9.552000E3	2.615062E1	-2.324117E0	2.625369E1	-5.078776E0	2.479822E2	1.131825E2	6.673176E1
4.780000E0	9.560000E3	2.624036E1	-1.802220E0	2.630217E1	-3.928975E0	2.442220E2	1.132722E2	6.620986E1
4.784000E0	9.568000E3	2.619265E1	-1.430006E0	2.623166E1	-3.125000E0	2.487001E2	1.132245E2	6.583765E1
4.788000E0	9.576000E3	2.626092E1	-8.892311E-1	2.627597E1	-1.939374E0	2.437789E2	1.132928E2	6.529687E1
4.792000E0	9.584000E3	2.626247E1	-5.385504E-1	2.626799E1	-1.174769E0	1.817658E2	1.132943E2	6.494619E1
4.796000E0	9.592000E3	2.618608E1	-2.217793E-1	2.618702E1	-4.852469E-1	2.306940E2	1.132179E2	6.462942E1
4.800000E0	9.600000E3	2.624357E1	3.072572E-1	2.624537E1	6.707828E-1	2.512033E2	1.132754E2	6.410039E1
4.804000E0	9.608000E3	2.618245E1	6.967598E-1	2.619172E1	1.524379E0	2.518872E2	1.132143E2	6.371088E1
4.808000E0	9.616000E3	2.620541E1	1.229344E0	2.623423E1	2.685881E0	2.565952E2	1.132373E2	6.317830E1
4.812000E0	9.624000E3	2.610035E1	1.631640E0	2.615130E1	3.577140E0	2.700085E2	1.131322E2	6.277600E1
4.816000E0	9.632000E3	2.616878E1	2.218590E0	2.626266E1	4.845949E0	2.718415E2	1.132006E2	6.218905E1
4.820000E0	9.640000E3	2.607550E1	2.626526E0	2.620745E1	5.751872E0	2.698987E2	1.131073E2	6.178112E1
4.824000E0	9.648000E3	2.611437E1	3.208819E0	2.631077E1	7.005139E0	2.649590E2	1.131462E2	6.119882E1
4.828000E0	9.656000E3	2.597222E1	3.590797E0	2.621927E1	7.871544E0	2.766531E2	1.130041E2	6.081685E1
4.832000E0	9.664000E3	2.600418E1	4.220312E0	2.634442E1	9.218364E0	2.768590E2	1.130360E2	6.018733E1
4.836000E0	9.672000E3	2.586017E1	4.600072E0	2.626612E1	1.008642E1	2.703331E2	1.128920E2	5.980757E1
4.840000E0	9.680000E3	2.589385E1	5.212195E0	2.641323E1	1.138103E1	2.901863E2	1.129257E2	5.919545E1
4.844000E0	9.688000E3	2.573776E1	5.662536E0	2.635330E1	1.240791E1	2.888561E2	1.127696E2	5.874511E1
4.848000E0	9.696000E3	2.568452E1	6.257353E0	2.643575E1	1.369188E1	3.164316E2	1.127164E2	5.815029E1
4.852000E0	9.704000E3	2.553943E1	6.814307E0	2.643288E1	1.493936E1	3.261004E2	1.125713E2	5.759334E1
4.856000E0	9.712000E3	2.528363E1	7.393775E0	2.634254E1	1.630068E1	3.011418E2	1.123155E2	5.701387E1
4.860000E0	9.720000E3	2.501255E1	7.813771E0	2.620463E1	1.734849E1	2.986243E2	1.120444E2	5.659387E1
4.864000E0	9.728000E3	2.493911E1	8.436414E0	2.632741E1	1.868967E1	3.135027E2	1.119710E2	5.597123E1
4.868000E0	9.736000E3	2.472820E1	8.930263E0	2.629132E1	1.985652E1	3.422969E2	1.117600E2	5.547738E1
4.872000E0	9.744000E3	2.451632E1	9.621690E0	2.633680E1	2.142805E1	3.942408E2	1.115482E2	5.478595E1
4.876000E0	9.752000E3	2.422528E1	1.028823E1	2.631942E1	2.301044E1	3.441125E2	1.112571E2	5.411941E1
4.880000E0	9.760000E3	2.394876E1	1.075343E1	2.625222E1	2.418095E1	3.342239E2	1.109806E2	5.365421E1
4.884000E0	9.768000E3	2.377041E1	1.143187E1	2.637650E1	2.568423E1	3.432034E2	1.108023E2	5.297577E1
4.888000E0	9.776000E3	2.349022E1	1.193097E1	2.634651E1	2.692658E1	3.663482E2	1.105221E2	5.247667E1
4.892000E0	9.784000E3	2.305824E1	1.257960E1	2.626649E1	2.861502E1	4.310952E2	1.100901E2	5.182804E1
4.896000E0	9.792000E3	2.278867E1	1.335685E1	2.641456E1	3.037534E1	3.749935E2	1.098205E2	5.105079E1
4.900000E0	9.800000E3	2.249436E1	1.384672E1	2.641454E1	3.161497E1	3.523950E2	1.095262E2	5.056092E1
4.904000E0	9.808000E3	2.211349E1	1.446763E1	2.642572E1	3.319450E1	3.500288E2	1.091453E2	4.994001E1
4.908000E0	9.816000E3	2.168795E1	1.485850E1	2.628958E1	3.441520E1	3.796000E2	1.087198E2	4.954914E1
4.912000E0	9.824000E3	2.132638E1	1.562644E1	2.643861E1	3.623130E1	4.473405E2	1.083582E2	4.878120E1
4.916000E0	9.832000E3	2.088962E1	1.631719E1	2.650711E1	3.799392E1	4.191477E2	1.079215E2	4.809045E1
4.920000E0	9.840000E3	2.044557E1	1.690472E1	2.652905E1	3.958448E1	4.097675E2	1.074774E2	4.750292E1
4.924000E0	9.848000E3	1.990343E1	1.746840E1	2.648190E1	4.127206E1	3.990396E2	1.069353E2	4.693925E1
4.928000E0	9.856000E3	1.943098E1	1.797867E1	2.647254E1	4.277680E1	4.208685E2	1.064628E2	4.642897E1
4.932000E0	9.864000E3	1.883447E1	1.859862E1	2.646971E1	4.463901E1	4.526159E2	1.058663E2	4.580903E1
4.936000E0	9.872000E3	1.840277E1	1.932327E1	2.668428E1	4.639772E1	4.257405E2	1.054346E2	4.508437E1
4.940000E0	9.880000E3	1.778539E1	1.978386E1	2.660303E1	4.804493E1	4.215874E2	1.048172E2	4.462378E1
4.944000E0	9.888000E3	1.727878E1	2.042528E1	2.675348E1	4.977042E1	4.234315E2	1.043106E2	4.398236E1
4.948000E0	9.896000E3	1.662991E1	2.085610E1	2.667454E1	5.143239E1	4.673678E2	1.036618E2	4.355154E1
4.952000E0	9.904000E3	1.585178E1	2.142977E1	2.665547E1	5.350937E1	4.577505E2	1.028836E2	4.297787E1
4.956000E0	9.912000E3	1.528091E1	2.190011E1	2.670433E1	5.509439E1	4.278424E2	1.023128E2	4.250754E1
4.960000E0	9.920000E3	1.460551E1	2.243227E1	2.676804E1	5.693210E1	4.872524E2	1.016374E2	4.197537E1
4.964000E0	9.928000E3	1.376802E1	2.290696E1	2.672616E1	5.899241E1	4.618884E2	1.007999E2	4.150068E1
4.968000E0	9.936000E3	1.317411E1	2.340626E1	2.685908E1	6.062721E1	4.259176E2	1.002060E2	4.100138E1
4.972000E0	9.944000E3	1.242709E1	2.377057E1	2.682298E1	6.239975E1	5.186570E2	9.945893E1	4.063707E1
4.976000E0	9.952000E3	1.145260E1	2.431208E1	2.687451E1	6.477647E1	5.374111E2	9.848444E1	4.009556E1
4.980000E0	9.960000E3	1.062914E1	2.467944E1	2.687105E1	6.669904E1	5.138706E2	9.766099E1	3.972820E1
4.984000E0	9.968000E3	9.743480E0	2.523434E1	2.705009E1	6.888743E1	4.700277E2	9.677533E1	3.917331E1
4.988000E0	9.976000E3	9.064782E0	2.554043E1	2.710136E1	7.045926E1	3.782799E2	9.609663E1	3.886722E1
4.992000E0	9.984000E3	8.393060E0	2.569936E1	2.703518E1	7.191367E1	4.857205E2	9.542491E1	3.870828E1
4.996000E0	9.992000E3	7.331699E0	2.616225E1	2.717016E1	7.434502E1	5.431245E2	9.436355E1	3.824539E1
5.000000E0	1.000000E4	6.459632E0	2.641564E1	2.719399E1	7.625867E1	5.155090E2	9.349148E1	3.799200E1
5.004000E0	1.000800E4	5.418548E0	2.655968E1	2.710678E1	7.846910E1	5.147398E2	9.245040E1	3.784796E1
5.008000E0	1.001600E4	4.536438E0	2.675454E1	2.713640E1	8.037659E1	5.141176E2	9.156828E1	3.765311E1
5.012000E0	1.002400E4	3.531241E0	2.712248E1	2.735139E1	8.258204E1	5.504100E2	9.056309E1	3.728517E1
5.016000E0	1.003200E4	2.493825E0	2.729626E1	2.740994E1	8.477987E1	5.424893E2	8.952567E1	3.711139E1
5.020000E0	1.004000E4	1.471169E0	2.735847E1	2.739800E1	8.692195E1	5.350087E2	8.850302E1	3.704917E1
5.024000E0	1.004800E4	4.499454E-1	2.742118E1	2.742487E1	8.905994E1	5.221443E2	8.748179E1	3.698646E1
5.028000E0	1.005600E4	-5.257669E-1	2.740454E1	2.740958E1	9.109911E1	5.191492E2	8.650608E1	3.700311E1
5.032000E0	1.006400E4	-1.538800E0	2.741076E1	2.745392E1	9.321313E1	5.369214E2	8.549305E1	3.699689E1
5.036000E0	1.007200E4	-2.586570E0	2.739123E1	2.751309E1	9.539448E1	5.291648E2	8.444528E1	3.701641E1
5.040000E0	1.008000E4	-3.576338E0	2.736259E1	2.759532E1	9.744645E1	5.273437E2	8.345551E1	3.704506E1
5.044000E0	1.008800E4	-4.628721E0	2.732827E1	2.771749E1	9.961323E1	5.403288E2	8.240313E1	3.707937E1
5.048000E0	1.009600E4	-5.667110E0	2.720025E1	2.778435E1	1.017691E2	5.374934E2	8.136474E1	3.720739E1
5.052000E0	1.010400E4	-6.708161E0	2.707972E1	2.789822E1	1.039132E2	5.293274E2	8.032369E1	3.732793E1
5.056000E0	1.011200E4	-7.718351E0	2.691053E1	2.799553E1	1.060037E2	5.391370E2	7.931350E1	3.749711E1
5.060000E0	1.012000E4	-8.810915E0	2.675719E1	2.817055E1	1.082263E2	5.562749E2	7.822093E1	3.765045E1
5.064000E0	1.012800E4	-9.884912E0	2.650339E1	2.828677E1	1.104539E2	5.771386E2	7.714693E1	3.790425E1
5.068000E0	1.013600E4	-1.095321E1	2.600153E1	2.821440E1	1.128434E2	5.712784E2	7.607864E1	3.840611E1
5.072000E0	1.014400E4	-1.194306E1	2.558386E1	2.823421E1	1.150241E2	5.554639E2	7.508878E1	3.882379E1
5.076000E0	1.015200E4	-1.300683E1	2.521421E1	2.837136E1	1.172871E2	5.749432E2	7.402502E1	3.919344E1
5.080000E0	1.016000E4	-1.402042E1	2.465668E1	2.836414E1	1.196237E2	5.951391E2	7.301143E1	3.975096E1
5.084000E0	1.016800E4	-1.512645E1	2.416213E1	2.850646E1	1.220482E2	6.180908E2	7.190539E1	4.024552E1
5.088000E0	1.017600E4	-1.612953E1	2.340870E1	2.842761E1	1.245684E2	6.281391E2	7.090232E1	4.099894E1
5.092000E0	1.018400E4	-1.710614E1	2.264027E1	2.837608E1	1.270733E2	6.354335E2	6.992571E1	4.176737E1
5.096000E0	1.019200E4	-1.821225E1	2.197430E1	2.854043E1	1.296519E2	6.378696E2	6.881960E1	4.243334E1
5.100000E0	1.020000E4	-1.911247E1	2.109566E1	2.846600E1	1.321763E2	6.609275E2	6.791938E1	4.331198E1
5.104000E0	1.020800E4	-2.009594E1	2.013857E1	2.845011E1	1.349393E2	6.851434E2	6.693591E1	4.426907E1
5.108000E0	1.021600E4	-2.103852E1	1.917218E1	2.846386E1	1.376574E2	6.926312E2	6.599333E1	4.523547E1
5.112000E0	1.022400E4	-2.196830E1	1.812194E1	2.847825E1	1.404803E2	6.941889E2	6.506355E1	4.628571E1
5.116000E0	1.023200E4	-2.285438E1	1.709046E1	2.853781E1	1.432109E2	6.970745E2	6.417746E1	4.731718E1
5.120000E0	1.024000E4	-2.373219E1	1.597328E1	2.860703E1	1.460569E2	7.032229E2	6.329966E1	4.843437E1
5.124000E0	1.024800E4	-2.458015E1	1.486475E1	2.872533E1	1.488367E2	7.012210E2	6.245169E1	4.954289E1
5.128000E0	1.025600E4	-2.538204E1	1.368586E1	2.883662E1	1.516667E2	7.134301E2	6.164980E1	5.072179E1
5.132000E0	1.026400E4	-2.605979E1	1.240524E1	2.886179E1	1.545442E2	7.286398E2	6.097205E1	5.200240E1
5.136000E0	1.027200E4	-2.657164E1	1.100861E1	2.876180E1	1.574958E2	7.595613E2	6.046021E1	5.339904E1
5.140000E0	1.028000E4	-2.714530E1	9.548377E0	2.877567E1	1.606206E2	7.809557E2	5.988654E1	5.485927E1
5.144000E0	1.028800E4	-2.755950E1	8.036274E0	2.870728E1	1.637435E2	7.663672E2	5.947235E1	5.637137E1
5.148000E0	1.029600E4	-2.803523E1	6.600602E0	2.880177E1	1.667516E2	7.397345E2	5.899662E1	5.780704E1
5.152000E0	1.030400E4	-2.827190E1	5.157586E0	2.873850E1	1.696613E2	7.386993E2	5.875994E1	5.925006E1
5.156000E0	1.031200E4	-2.846887E1	3.666553E0	2.870401E1	1.726612E2	7.769897E2	5.856298E1	6.074109E1
5.160000E0	1.032000E4	-2.874335E1	2.071818E0	2.881792E1	1.758773E2	8.185492E2	5.828850E1	6.233583E1
5.164000E0	1.032800E4	-2.878995E1	3.971985E-1	2.879269E1	1.792096E2	8.302948E2	5.824190E1	6.401044E1
5.168000E0	1.033600E4	-2.883352E1	-1.268788E0	2.886142E1	1.825196E2	7.938347E2	5.819833E1	6.567643E1
5.172000E0	1.034400E4	-2.870721E1	-2.794660E0	2.884292E1	1.855603E2	8.119339E2	5.832464E1	6.720230E1
5.176000E0	1.035200E4	-2.850345E1	-4.522196E0	2.885996E1	1.890151E2	8.582279E2	5.852840E1	6.892984E1
5.180000E0	1.036000E4	-2.817483E1	-6.208080E0	2.885067E1	1.924261E2	8.479788E2	5.885702E1	7.061572E1
5.184000E0	1.036800E4	-2.770162E1	-7.838202E0	2.878919E1	1.957989E2	8.688962E2	5.933023E1	7.224585E1
5.188000E0	1.037600E4	-2.720265E1	-9.567421E0	2.883608E1	1.993772E2	8.847242E2	5.982920E1	7.397506E1
5.192000E0	1.038400E4	-2.656662E1	-1.120945E1	2.883465E1	2.028767E2	8.588420E2	6.046523E1	7.561710E1
5.196000E0	1.039200E4	-2.586359E1	-1.275338E1	2.883702E1	2.062480E2	8.706515E2	6.116826E1	7.716102E1
5.200000E0	1.040000E4	-2.503355E1	-1.436118E1	2.886039E1	2.098419E2	8.940861E2	6.199830E1	7.876883E1
5.204000E0	1.040800E4	-2.401405E1	-1.583475E1	2.876480E1	2.134007E2	9.092333E2	6.301780E1	8.024239E1
5.208000E0	1.041600E4	-2.293818E1	-1.735795E1	2.876558E1	2.171158E2	9.044993E2	6.409367E1	8.176559E1
5.212000E0	1.042400E4	-2.179279E1	-1.870288E1	2.871800E1	2.206367E2	8.879669E2	6.523905E1	8.311053E1
5.216000E0	1.043200E4	-2.067395E1	-2.011825E1	2.884712E1	2.242195E2	9.118022E2	6.635789E1	8.452589E1
5.220000E0	1.044000E4	-1.929927E1	-2.138223E1	2.880384E1	2.279311E2	9.311826E2	6.773258E1	8.578987E1
5.224000E0	1.044800E4	-1.774948E1	-2.244974E1	2.861879E1	2.316690E2	9.742812E2	6.928237E1	8.685739E1
5.228000E0	1.045600E4	-1.618966E1	-2.375571E1	2.874785E1	2.357253E2	9.899120E2	7.084219E1	8.816335E1
5.232000E0	1.046400E4	-1.456853E1	-2.481982E1	2.877960E1	2.395883E2	9.466812E2	7.246332E1	8.922746E1
5.236000E0	1.047200E4	-1.293070E1	-2.570848E1	2.877723E1	2.432988E2	9.502571E2	7.410114E1	9.011612E1
5.240000E0	1.048000E4	-1.114154E1	-2.649217E1	2.873967E1	2.471903E2	1.005408E3	7.589031E1	9.089981E1
5.244000E0	1.048800E4	-9.192705E0	-2.722445E1	2.873458E1	2.513420E2	1.004600E3	7.783914E1	9.163209E1
5.248000E0	1.049600E4	-7.272060E0	-2.757652E1	2.851925E1	2.552271E2	1.005134E3	7.975979E1	9.198417E1
5.252000E0	1.050400E4	-5.258234E0	-2.805141E1	2.853998E1	2.593831E2	1.020490E3	8.177361E1	9.245905E1
5.256000E0	1.051200E4	-3.263074E0	-2.816343E1	2.835183E1	2.633911E2	1.012032E3	8.376877E1	9.257107E1
5.260000E0	1.052000E4	-1.241224E0	-2.819577E1	2.822308E1	2.674794E2	1.013426E3	8.579062E1	9.260341E1
5.264000E0	1.052800E4	7.351584E-1	-2.810327E1	2.811288E1	2.714985E2	1.016577E3	8.776701E1	9.251091E1
5.268000E0	1.053600E4	2.745092E0	-2.793642E1	2.807096E1	2.756120E2	1.027404E3	8.977694E1	9.234406E1
5.272000E0	1.054400E4	4.722952E0	-2.757911E1	2.798059E1	2.797177E2	1.049066E3	9.175480E1	9.198676E1
5.276000E0	1.055200E4	6.790797E0	-2.722726E1	2.806134E1	2.840045E2	1.043605E3	9.382264E1	9.163490E1
5.280000E0	1.056000E4	8.657808E0	-2.654108E1	2.791750E1	2.880665E2	9.638796E2	9.568966E1	9.094872E1
5.284000E0	1.056800E4	1.029754E1	-2.585615E1	2.783128E1	2.917156E2	9.940625E2	9.732939E1	9.026380E1
5.288000E0	1.057600E4	1.214819E1	-2.488650E1	2.769325E1	2.960190E2	1.087542E3	9.918004E1	8.929414E1
5.292000E0	1.058400E4	1.396740E1	-2.379173E1	2.758867E1	3.004159E2	1.103980E3	1.009992E2	8.819937E1
5.296000E0	1.059200E4	1.571483E1	-2.256789E1	2.750028E1	3.048509E2	1.114563E3	1.027467E2	8.697553E1
5.300000E0	1.060000E4	1.740516E1	-2.124044E1	2.746081E1	3.093324E2	1.115120E3	1.044370E2	8.564809E1
5.304000E0	1.060800E4	1.885052E1	-1.967650E1	2.724898E1	3.137718E2	1.117940E3	1.058824E2	8.408414E1
5.308000E0	1.061600E4	2.027780E1	-1.808216E1	2.716899E1	3.182759E2	1.137200E3	1.073097E2	8.248981E1
5.312000E0	1.062400E4	2.146894E1	-1.625484E1	2.692833E1	3.228694E2	1.153941E3	1.085008E2	8.066249E1
5.316000E0	1.063200E4	2.249769E1	-1.432850E1	2.667306E1	3.275074E2	1.168499E3	1.095295E2	7.873615E1
5.320000E0	1.064000E4	2.342032E1	-1.233904E1	2.647194E1	3.322174E2	1.192946E3	1.104522E2	7.674668E1
5.324000E0	1.064800E4	2.428519E1	-1.028294E1	2.637251E1	3.370510E2	1.204483E3	1.113170E2	7.469059E1
5.328000E0	1.065600E4	2.509364E1	-8.224516E0	2.640707E1	3.418533E2	1.223312E3	1.121255E2	7.263216E1
5.332000E0	1.066400E4	2.558074E1	-5.982246E0	2.627093E1	3.468375E2	1.172258E3	1.126126E2	7.038989E1
5.336000E0	1.067200E4	2.593556E1	-4.000506E0	2.624228E1	3.512314E2	1.171027E3	1.129674E2	6.840815E1
5.340000E0	1.068000E4	2.625717E1	-1.741367E0	2.631485E1	3.562057E2	1.198707E3	1.132890E2	6.614901E1
