	mass_A
t	frame	ω	x	y	r	θ	pixelx	pixely
3.668000E0	7.336000E3	4.573524E3	1.182298E0	-2.807613E1	2.810101E1	6.752411E3	8.487831E1	3.640872E1
3.672000E0	7.344000E3	4.658112E3	1.001488E1	-2.650391E1	2.833294E1	6.770700E3	7.604572E1	3.798094E1
3.676000E0	7.352000E3	4.732124E3	1.811693E1	-2.184038E1	2.837649E1	6.789676E3	6.794368E1	4.264447E1
3.680000E0	7.360000E3	4.712505E3	2.406598E1	-1.471487E1	2.820813E1	6.808557E3	6.199463E1	4.976998E1
3.684000E0	7.368000E3	4.690134E3	2.759165E1	-6.179469E0	2.827517E1	6.827376E3	5.846895E1	5.830538E1
3.688000E0	7.376000E3	4.684167E3	2.824963E1	3.007968E0	2.840932E1	6.846078E3	5.781097E1	6.749282E1
3.692000E0	7.384000E3	4.622919E3	2.582545E1	1.196017E1	2.846049E1	6.864850E3	6.023516E1	7.644502E1
3.696000E0	7.392000E3	4.617529E3	2.080452E1	1.944211E1	2.847497E1	6.883061E3	6.525609E1	8.392696E1
3.700000E0	7.400000E3	4.703982E3	1.333262E1	2.485464E1	2.820482E1	6.901790E3	7.272798E1	8.933949E1
3.704000E0	7.408000E3	4.708535E3	4.516193E0	2.755778E1	2.792539E1	6.920693E3	8.154441E1	9.204263E1
3.708000E0	7.416000E3	4.776031E3	-4.547573E0	2.729781E1	2.767401E1	6.939458E3	9.060818E1	9.178266E1
3.712000E0	7.424000E3	4.854486E3	-1.334634E1	2.417555E1	2.761489E1	6.958901E3	9.940694E1	8.866040E1
3.716000E0	7.432000E3	4.857182E3	-2.044318E1	1.821805E1	2.738285E1	6.978294E3	1.065038E2	8.270290E1
3.720000E0	7.440000E3	4.869864E3	-2.528349E1	1.033924E1	2.731583E1	6.997759E3	1.113441E2	7.482409E1
3.724000E0	7.448000E3	4.870374E3	-2.727885E1	1.308910E0	2.731023E1	7.017253E3	1.133395E2	6.579376E1
3.728000E0	7.456000E3	4.858826E3	-2.628826E1	-7.897732E0	2.744899E1	7.036722E3	1.123489E2	5.658712E1
3.732000E0	7.464000E3	4.840009E3	-2.230759E1	-1.628100E1	2.761701E1	7.056124E3	1.083682E2	4.820385E1
3.736000E0	7.472000E3	4.786299E3	-1.586234E1	-2.302971E1	2.796393E1	7.075442E3	1.019229E2	4.145514E1
3.740000E0	7.480000E3	4.691310E3	-7.615605E0	-2.730161E1	2.834388E1	7.094414E3	9.367621E1	3.718324E1
3.744000E0	7.488000E3	4.699461E3	1.471498E0	-2.834003E1	2.837821E1	7.112972E3	8.458911E1	3.614482E1
3.748000E0	7.496000E3	4.756716E3	1.066398E1	-2.638156E1	2.845536E1	7.132010E3	7.539662E1	3.810329E1
3.752000E0	7.504000E3	4.758032E3	1.874018E1	-2.153834E1	2.854986E1	7.151026E3	6.732043E1	4.294650E1
3.756000E0	7.512000E3	4.776296E3	2.470824E1	-1.422288E1	2.850943E1	7.170074E3	6.135237E1	5.026197E1
3.760000E0	7.520000E3	4.765825E3	2.802533E1	-5.327673E0	2.852724E1	7.189236E3	5.803528E1	5.915718E1
3.764000E0	7.528000E3	4.778911E3	2.814259E1	4.055636E0	2.843331E1	7.208200E3	5.791802E1	6.854048E1
3.768000E0	7.536000E3	4.762244E3	2.524255E1	1.312235E1	2.844965E1	7.227468E3	6.081805E1	7.760719E1
3.772000E0	7.544000E3	4.700436E3	1.968317E1	2.059611E1	2.848906E1	7.246298E3	6.637744E1	8.508096E1
3.776000E0	7.552000E3	4.733656E3	1.193399E1	2.567573E1	2.831366E1	7.265071E3	7.412662E1	9.016058E1
3.780000E0	7.560000E3	4.849037E3	2.842732E0	2.782988E1	2.797469E1	7.284168E3	8.321787E1	9.231473E1
3.784000E0	7.568000E3	4.954661E3	-6.620129E0	2.682406E1	2.762890E1	7.303863E3	9.268073E1	9.130890E1
3.788000E0	7.576000E3	4.971471E3	-1.528974E1	2.283528E1	2.748138E1	7.323805E3	1.013503E2	8.732013E1
3.792000E0	7.584000E3	4.965391E3	-2.197992E1	1.618415E1	2.729548E1	7.343635E3	1.080405E2	8.066900E1
3.796000E0	7.592000E3	4.983337E3	-2.622737E1	7.754930E0	2.734984E1	7.363528E3	1.122880E2	7.223978E1
3.800000E0	7.600000E3	4.963180E3	-2.744399E1	-1.679468E0	2.749533E1	7.383502E3	1.135046E2	6.280538E1
3.804000E0	7.608000E3	4.886484E3	-2.539974E1	-1.090392E1	2.764132E1	7.403233E3	1.114603E2	5.358092E1
3.808000E0	7.616000E3	4.858847E3	-2.044568E1	-1.879667E1	2.777302E1	7.422594E3	1.065063E2	4.568817E1
3.812000E0	7.624000E3	4.863359E3	-1.304403E1	-2.464033E1	2.787996E1	7.442104E3	9.910463E1	3.984452E1
3.816000E0	7.632000E3	4.792931E3	-4.153067E0	-2.779102E1	2.809962E1	7.461501E3	9.021367E1	3.669383E1
3.820000E0	7.640000E3	4.780278E3	5.116431E0	-2.774704E1	2.821483E1	7.480448E3	8.094417E1	3.673780E1
3.824000E0	7.648000E3	4.851014E3	1.403578E1	-2.456461E1	2.829175E1	7.499743E3	7.202482E1	3.992024E1
3.828000E0	7.656000E3	4.853119E3	2.145487E1	-1.848289E1	2.831834E1	7.519256E3	6.460574E1	4.600196E1
3.832000E0	7.664000E3	4.841952E3	2.631712E1	-1.033061E1	2.827211E1	7.538568E3	5.974349E1	5.415423E1
3.836000E0	7.672000E3	4.879388E3	2.826568E1	-9.912795E-1	2.828305E1	7.557991E3	5.779493E1	6.349357E1
3.840000E0	7.680000E3	4.861149E3	2.705377E1	8.583486E0	2.838279E1	7.577603E3	5.900684E1	7.306833E1
3.844000E0	7.688000E3	4.806853E3	2.275500E1	1.707292E1	2.844775E1	7.596881E3	6.330561E1	8.155777E1
3.848000E0	7.696000E3	4.791353E3	1.590150E1	2.362628E1	2.847909E1	7.616058E3	7.015911E1	8.811113E1
3.852000E0	7.704000E3	4.867531E3	7.199957E0	2.727285E1	2.820722E1	7.635211E3	7.886065E1	9.175769E1
3.856000E0	7.712000E3	4.968421E3	-2.436582E0	2.786143E1	2.796777E1	7.654998E3	8.849719E1	9.234628E1
3.860000E0	7.720000E3	5.055070E3	-1.160986E1	2.494420E1	2.751367E1	7.674959E3	9.767047E1	8.942905E1
3.864000E0	7.728000E3	5.072879E3	-1.952261E1	1.922601E1	2.740021E1	7.695439E3	1.055832E2	8.371085E1
3.868000E0	7.736000E3	5.054672E3	-2.489837E1	1.132488E1	2.735291E1	7.715542E3	1.109590E2	7.580973E1
3.872000E0	7.744000E3	5.064171E3	-2.731049E1	1.969167E0	2.738139E1	7.735876E3	1.133711E2	6.645402E1
3.876000E0	7.752000E3	4.987570E3	-2.655674E1	-7.642739E0	2.763462E1	7.756055E3	1.126173E2	5.684211E1
3.880000E0	7.760000E3	4.951014E3	-2.269381E1	-1.635315E1	2.797203E1	7.775777E3	1.087544E2	4.813170E1
3.884000E0	7.768000E3	4.916854E3	-1.592843E1	-2.331816E1	2.823918E1	7.795663E3	1.019890E2	4.116669E1
3.888000E0	7.776000E3	4.890662E3	-7.295298E0	-2.743960E1	2.839283E1	7.815111E3	9.335590E1	3.704525E1
3.892000E0	7.784000E3	4.911131E3	2.377494E0	-2.838025E1	2.847966E1	7.834789E3	8.368311E1	3.610460E1
3.896000E0	7.792000E3	4.943646E3	1.171869E1	-2.583325E1	2.836696E1	7.854400E3	7.434191E1	3.865160E1
3.900000E0	7.800000E3	4.966137E3	1.982293E1	-2.028651E1	2.836355E1	7.874338E3	6.623767E1	4.419834E1
3.904000E0	7.808000E3	4.952664E3	2.562209E1	-1.242513E1	2.847587E1	7.894129E3	6.043852E1	5.205972E1
3.908000E0	7.816000E3	4.940588E3	2.833190E1	-2.998239E0	2.849011E1	7.913959E3	5.772870E1	6.148661E1
3.912000E0	7.824000E3	4.898191E3	2.770967E1	6.731420E0	2.851557E1	7.933654E3	5.835094E1	7.121627E1
3.916000E0	7.832000E3	4.882957E3	2.400432E1	1.567489E1	2.866896E1	7.953145E3	6.205629E1	8.015974E1
3.920000E0	7.840000E3	4.887625E3	1.722729E1	2.262867E1	2.844004E1	7.972718E3	6.883331E1	8.711351E1
3.924000E0	7.848000E3	4.910144E3	8.573204E0	2.677569E1	2.811471E1	7.992246E3	7.748740E1	9.126053E1
3.928000E0	7.856000E3	5.050336E3	-9.673458E-1	2.771513E1	2.773201E1	8.011999E3	8.702795E1	9.219998E1
3.932000E0	7.864000E3	5.181466E3	-1.052878E1	2.523374E1	2.734222E1	8.032648E3	9.658939E1	8.971859E1
3.936000E0	7.872000E3	5.220158E3	-1.890081E1	1.995164E1	2.748287E1	8.053451E3	1.049614E2	8.443649E1
3.940000E0	7.880000E3	5.209499E3	-2.468626E1	1.182259E1	2.737125E1	8.074410E3	1.107469E2	7.630744E1
3.944000E0	7.888000E3	5.119911E3	-2.746642E1	2.341805E0	2.756607E1	8.095127E3	1.135270E2	6.682665E1
3.948000E0	7.896000E3	5.032008E3	-2.677468E1	-7.359337E0	2.776767E1	8.115369E3	1.128353E2	5.712551E1
3.952000E0	7.904000E3	5.013154E3	-2.289391E1	-1.625950E1	2.808029E1	8.135383E3	1.089545E2	4.822535E1
3.956000E0	7.912000E3	4.986231E3	-1.605025E1	-2.333068E1	2.831839E1	8.155474E3	1.021109E2	4.115417E1
3.960000E0	7.920000E3	4.969986E3	-7.240546E0	-2.754569E1	2.848141E1	8.175273E3	9.330115E1	3.693916E1
3.964000E0	7.928000E3	5.016162E3	2.597367E0	-2.835378E1	2.847250E1	8.195234E3	8.346324E1	3.613107E1
3.968000E0	7.936000E3	5.026203E3	1.221056E1	-2.571315E1	2.846513E1	8.215402E3	7.385005E1	3.877170E1
3.972000E0	7.944000E3	5.043710E3	2.020852E1	-1.989797E1	2.836042E1	8.235444E3	6.585209E1	4.458688E1
3.976000E0	7.952000E3	5.101363E3	2.588125E1	-1.165778E1	2.838561E1	8.255752E3	6.017936E1	5.282707E1
3.980000E0	7.960000E3	5.072430E3	2.837770E1	-1.857712E0	2.843844E1	8.276255E3	5.768291E1	6.262714E1
3.984000E0	7.968000E3	4.996661E3	2.734294E1	8.011719E0	2.849253E1	8.296331E3	5.871766E1	7.249657E1
3.988000E0	7.976000E3	4.947489E3	2.308194E1	1.691065E1	2.861374E1	8.316228E3	6.297867E1	8.139550E1
3.992000E0	7.984000E3	4.930128E3	1.596311E1	2.358713E1	2.848110E1	8.335911E3	7.009750E1	8.807197E1
3.996000E0	7.992000E3	5.000275E3	6.976135E0	2.730645E1	2.818348E1	8.355669E3	7.908447E1	9.179130E1
4.000000E0	8.000000E3	5.127221E3	-2.873502E0	2.774397E1	2.789239E1	8.375913E3	8.893411E1	9.222882E1
4.004000E0	8.008000E3	5.219998E3	-1.237360E1	2.461647E1	2.755134E1	8.396687E3	9.843420E1	8.910131E1
4.008000E0	8.016000E3	5.275834E3	-2.018493E1	1.838418E1	2.730219E1	8.417673E3	1.062455E2	8.286903E1
4.012000E0	8.024000E3	5.295732E3	-2.553995E1	9.858479E0	2.737661E1	8.438893E3	1.116006E2	7.434333E1
4.016000E0	8.032000E3	5.190236E3	-2.769448E1	-1.885148E-2	2.769448E1	8.460039E3	1.137551E2	6.446600E1
4.020000E0	8.040000E3	5.096536E3	-2.622140E1	-9.759565E0	2.797876E1	8.480415E3	1.122820E2	5.472528E1
4.024000E0	8.048000E3	5.112517E3	-2.132213E1	-1.841210E1	2.817160E1	8.500811E3	1.073827E2	4.607275E1
4.028000E0	8.056000E3	5.062681E3	-1.355847E1	-2.478079E1	2.824747E1	8.521315E3	9.961908E1	3.970406E1
4.032000E0	8.064000E3	5.049280E3	-4.267787E0	-2.793164E1	2.825580E1	8.541313E3	9.032839E1	3.655321E1
4.036000E0	8.072000E3	5.130317E3	5.710941E0	-2.755393E1	2.813954E1	8.561710E3	8.034967E1	3.693092E1
4.040000E0	8.080000E3	5.153252E3	1.515485E1	-2.392148E1	2.831796E1	8.582355E3	7.090575E1	4.056337E1
4.044000E0	8.088000E3	5.174692E3	2.253232E1	-1.701908E1	2.823747E1	8.602936E3	6.352828E1	4.746577E1
4.048000E0	8.096000E3	5.173430E3	2.727576E1	-7.948709E0	2.841037E1	8.623753E3	5.878484E1	5.653614E1
4.052000E0	8.104000E3	5.102716E3	2.843698E1	2.149680E0	2.851812E1	8.644323E3	5.762362E1	6.663453E1
4.056000E0	8.112000E3	4.995779E3	2.611788E1	1.194366E1	2.871924E1	8.664575E3	5.994273E1	7.642851E1
4.060000E0	8.120000E3	4.942947E3	2.051992E1	2.001704E1	2.866617E1	8.684289E3	6.554068E1	8.450189E1
4.064000E0	8.128000E3	4.976836E3	1.251142E1	2.578700E1	2.866191E1	8.704118E3	7.354918E1	9.027185E1
4.068000E0	8.136000E3	5.113946E3	2.894616E0	2.802947E1	2.817854E1	8.724104E3	8.316599E1	9.251432E1
4.072000E0	8.144000E3	5.284162E3	-7.209477E0	2.685049E1	2.780154E1	8.745030E3	9.327008E1	9.133534E1
4.076000E0	8.152000E3	5.337747E3	-1.621052E1	2.200571E1	2.733189E1	8.766377E3	1.022711E2	8.649056E1
4.080000E0	8.160000E3	5.380204E3	-2.301341E1	1.453068E1	2.721687E1	8.787732E3	1.090740E2	7.901553E1
4.084000E0	8.168000E3	5.351705E3	-2.691305E1	5.027466E0	2.737860E1	8.809419E3	1.129737E2	6.951231E1
4.088000E0	8.176000E3	5.255501E3	-2.711471E1	-5.047591E0	2.758053E1	8.830545E3	1.131753E2	5.943726E1
4.092000E0	8.184000E3	5.184761E3	-2.398495E1	-1.467663E1	2.811906E1	8.851463E3	1.100456E2	4.980822E1
4.096000E0	8.192000E3	5.140688E3	-1.737417E1	-2.225665E1	2.823509E1	8.872023E3	1.034348E2	4.222820E1
4.100000E0	8.200000E3	5.137833E3	-8.525589E0	-2.718586E1	2.849135E1	8.892588E3	9.458620E1	3.729899E1
4.104000E0	8.208000E3	5.114246E3	1.556708E0	-2.850374E1	2.854622E1	8.913126E3	8.450390E1	3.598111E1
4.108000E0	8.216000E3	5.137229E3	1.137591E1	-2.615987E1	2.852630E1	8.933502E3	7.468470E1	3.832498E1
4.112000E0	8.224000E3	5.204091E3	1.974459E1	-2.028687E1	2.830912E1	8.954224E3	6.631602E1	4.419797E1
4.116000E0	8.232000E3	5.296395E3	2.580653E1	-1.195979E1	2.844316E1	8.975135E3	6.025408E1	5.252505E1
4.120000E0	8.240000E3	5.251067E3	2.842056E1	-1.690956E0	2.847082E1	8.996595E3	5.764005E1	6.279389E1
4.124000E0	8.248000E3	5.116439E3	2.743390E1	8.462632E0	2.870949E1	9.017144E3	5.862671E1	7.294748E1
4.128000E0	8.256000E3	5.048268E3	2.273449E1	1.746154E1	2.866640E1	9.037527E3	6.332612E1	8.194639E1
4.132000E0	8.264000E3	5.059974E3	1.541427E1	2.422332E1	2.871182E1	9.057530E3	7.064633E1	8.870816E1
4.136000E0	8.272000E3	5.133341E3	5.893697E0	2.774280E1	2.836192E1	9.078006E3	8.016691E1	9.222765E1
4.140000E0	8.280000E3	5.239575E3	-4.169879E0	2.758348E1	2.789689E1	9.098596E3	9.023049E1	9.206833E1
4.144000E0	8.288000E3	5.425210E3	-1.368206E1	2.377179E1	2.742803E1	9.119923E3	9.974267E1	8.825664E1
4.148000E0	8.296000E3	5.537295E3	-2.136384E1	1.669236E1	2.711178E1	9.141998E3	1.074244E2	8.117721E1
4.152000E0	8.304000E3	5.508768E3	-2.613036E1	7.383649E0	2.715353E1	9.164221E3	1.121910E2	7.186850E1
4.156000E0	8.312000E3	5.319262E3	-2.740115E1	-2.913008E0	2.755555E1	9.186068E3	1.134618E2	6.157184E1
4.160000E0	8.320000E3	5.163924E3	-2.495664E1	-1.259306E1	2.795387E1	9.206775E3	1.110172E2	5.189179E1
4.164000E0	8.328000E3	5.175991E3	-1.921066E1	-2.087659E1	2.837043E1	9.227380E3	1.052713E2	4.360826E1
4.168000E0	8.336000E3	5.109596E3	-1.054384E1	-2.633925E1	2.837127E1	9.248183E3	9.660444E1	3.814560E1
4.172000E0	8.344000E3	5.081605E3	-8.652294E-1	-2.842422E1	2.843739E1	9.268256E3	8.692584E1	3.606063E1
4.176000E0	8.352000E3	5.236091E3	9.120258E0	-2.673523E1	2.824804E1	9.288836E3	7.694035E1	3.774962E1
4.180000E0	8.360000E3	5.364900E3	1.797076E1	-2.130683E1	2.787345E1	9.310145E3	6.808985E1	4.317802E1
4.184000E0	8.368000E3	5.383284E3	2.454847E1	-1.318740E1	2.786637E1	9.331755E3	6.151214E1	5.129745E1
4.188000E0	8.376000E3	5.345185E3	2.788707E1	-3.319672E0	2.808396E1	9.353211E3	5.817354E1	6.116518E1
4.192000E0	8.384000E3	5.316998E3	2.737472E1	7.088180E0	2.827751E1	9.374517E3	5.868589E1	7.157303E1
4.196000E0	8.392000E3	5.188710E3	2.325876E1	1.674234E1	2.865791E1	9.395747E3	6.280185E1	8.122719E1
4.200000E0	8.400000E3	5.031330E3	1.607923E1	2.386227E1	2.877411E1	9.416027E3	6.998138E1	8.834712E1
4.204000E0	8.408000E3	5.057661E3	6.874239E0	2.756714E1	2.841131E1	9.435998E3	7.918637E1	9.205199E1
4.208000E0	8.416000E3	5.211527E3	-3.155560E0	2.774843E1	2.792728E1	9.456488E3	8.921617E1	9.223328E1
4.212000E0	8.424000E3	5.426859E3	-1.266111E1	2.412579E1	2.724624E1	9.477690E3	9.872172E1	8.861064E1
4.216000E0	8.432000E3	5.647013E3	-2.049054E1	1.725299E1	2.678671E1	9.499903E3	1.065511E2	8.173783E1
4.220000E0	8.440000E3	5.725917E3	-2.528584E1	7.795172E0	2.646013E1	9.522866E3	1.113464E2	7.228002E1
4.224000E0	8.448000E3	5.598426E3	-2.663480E1	-2.663218E0	2.676761E1	9.545710E3	1.126954E2	6.182163E1
4.228000E0	8.456000E3	5.361271E3	-2.439863E1	-1.278449E1	2.754516E1	9.567654E3	1.104592E2	5.170036E1
4.232000E0	8.464000E3	5.174944E3	-1.858597E1	-2.108179E1	2.810481E1	9.588600E3	1.046466E2	4.340306E1
4.236000E0	8.472000E3	5.103451E3	-1.021690E1	-2.669021E1	2.857888E1	9.609053E3	9.627751E1	3.779464E1
4.240000E0	8.480000E3	5.102714E3	-2.848446E-1	-2.852191E1	2.852333E1	9.629428E3	8.634545E1	3.596294E1
4.244000E0	8.488000E3	5.237069E3	9.577925E0	-2.649473E1	2.817281E1	9.649875E3	7.648268E1	3.799012E1
4.248000E0	8.496000E3	5.413126E3	1.834030E1	-2.085842E1	2.777481E1	9.671324E3	6.772031E1	4.362643E1
4.252000E0	8.504000E3	5.527274E3	2.426097E1	-1.226568E1	2.718532E1	9.693180E3	6.179963E1	5.221916E1
4.256000E0	8.512000E3	5.548838E3	2.705614E1	-2.109146E0	2.713823E1	9.715543E3	5.900446E1	6.237570E1
4.260000E0	8.520000E3	5.487544E3	2.590006E1	8.201453E0	2.716757E1	9.737571E3	6.016054E1	7.268630E1
4.264000E0	8.528000E3	5.324231E3	2.142784E1	1.762792E1	2.774700E1	9.759443E3	6.463276E1	8.211277E1
4.268000E0	8.536000E3	5.112488E3	1.399856E1	2.440792E1	2.813728E1	9.780165E3	7.206204E1	8.889277E1
4.272000E0	8.544000E3	5.062009E3	4.733929E0	2.781977E1	2.821967E1	9.800343E3	8.132668E1	9.230462E1
4.276000E0	8.552000E3	5.161239E3	-5.152275E0	2.737052E1	2.785123E1	9.820661E3	9.121288E1	9.185536E1
4.280000E0	8.560000E3	5.373725E3	-1.423325E1	2.310623E1	2.713822E1	9.841633E3	1.002939E2	8.759108E1
4.284000E0	8.568000E3	5.675892E3	-2.114223E1	1.555865E1	2.625006E1	9.863651E3	1.072028E2	8.004350E1
4.288000E0	8.576000E3	5.910434E3	-2.505059E1	5.765027E0	2.570540E1	9.887040E3	1.111112E2	7.024988E1
4.292000E0	8.584000E3	5.844411E3	-2.539003E1	-4.904968E0	2.585947E1	9.910934E3	1.114506E2	5.957988E1
4.296000E0	8.592000E3	5.612795E3	-2.191210E1	-1.466619E1	2.636735E1	9.933795E3	1.079727E2	4.981866E1
4.300000E0	8.600000E3	5.362367E3	-1.536172E1	-2.263496E1	2.735551E1	9.955836E3	1.014223E2	4.184989E1
4.304000E0	8.608000E3	5.130256E3	-6.479010E0	-2.739553E1	2.815125E1	9.976694E3	9.253962E1	3.708932E1
4.308000E0	8.616000E3	5.005059E3	3.415085E0	-2.831027E1	2.851550E1	9.996878E3	8.264552E1	3.617458E1
4.312000E0	8.624000E3	5.159008E3	1.268321E1	-2.517991E1	2.819383E1	1.001673E4	7.337739E1	3.930494E1
4.316000E0	8.632000E3	5.423035E3	2.057216E1	-1.842567E1	2.761737E1	1.003815E4	6.548845E1	4.605918E1
4.320000E0	8.640000E3	5.545239E3	2.542997E1	-9.196064E0	2.704166E1	1.006012E4	6.063063E1	5.528878E1
4.324000E0	8.648000E3	5.707055E3	2.663103E1	1.168492E0	2.665666E1	1.008251E4	5.942957E1	6.565334E1
4.328000E0	8.656000E3	5.668818E3	2.416372E1	1.166834E1	2.683348E1	1.010578E4	6.189688E1	7.615319E1
4.332000E0	8.664000E3	5.402345E3	1.831113E1	2.023897E1	2.729310E1	1.012786E4	6.774948E1	8.472382E1
4.336000E0	8.672000E3	5.215936E3	9.936286E0	2.587687E1	2.771898E1	1.014899E4	7.612432E1	9.036172E1
4.340000E0	8.680000E3	5.188375E3	1.984758E-1	2.776238E1	2.776309E1	1.016959E4	8.586213E1	9.224722E1
4.344000E0	8.688000E3	5.279005E3	-9.650447E0	2.580986E1	2.755504E1	1.019050E4	9.571105E1	9.029471E1
4.348000E0	8.696000E3	5.397469E3	-1.796809E1	2.008038E1	2.694576E1	1.021182E4	1.040287E2	8.456523E1
4.352000E0	8.704000E3	5.666635E3	-2.355250E1	1.165019E1	2.627636E1	1.023368E4	1.096131E2	7.613504E1
4.356000E0	8.712000E3	5.908902E3	-2.589690E1	1.286725E0	2.592885E1	1.025716E4	1.119575E2	6.577157E1
4.360000E0	8.720000E3	5.853573E3	-2.419741E1	-9.265270E0	2.591061E1	1.028095E4	1.102580E2	5.521958E1
4.364000E0	8.728000E3	5.684212E3	-1.911857E1	-1.845234E1	2.657082E1	1.030398E4	1.051792E2	4.603251E1
4.368000E0	8.736000E3	5.410515E3	-1.100134E1	-2.521190E1	2.750763E1	1.032643E4	9.706194E1	3.927295E1
4.372000E0	8.744000E3	5.158773E3	-1.340745E0	-2.809923E1	2.813120E1	1.034727E4	8.740135E1	3.638562E1
4.376000E0	8.752000E3	5.059457E3	8.657850E0	-2.713534E1	2.848307E1	1.036770E4	7.740276E1	3.734951E1
4.380000E0	8.760000E3	5.195529E3	1.732961E1	-2.238644E1	2.831021E1	1.038774E4	6.873099E1	4.209841E1
4.384000E0	8.768000E3	5.478477E3	2.367514E1	-1.407957E1	2.754536E1	1.040926E4	6.238546E1	5.040528E1
4.388000E0	8.776000E3	5.702538E3	2.677764E1	-3.967695E0	2.707000E1	1.043157E4	5.928296E1	6.051715E1
4.392000E0	8.784000E3	5.743261E3	2.601324E1	6.912071E0	2.691589E1	1.045488E4	6.004737E1	7.139692E1
4.396000E0	8.792000E3	5.578711E3	2.140510E1	1.643527E1	2.698697E1	1.047752E4	6.465551E1	8.092012E1
4.400000E0	8.800000E3	5.410678E3	1.391824E1	2.363802E1	2.743125E1	1.049951E4	7.214236E1	8.812287E1
4.404000E0	8.808000E3	5.302045E3	4.438532E0	2.741405E1	2.777104E1	1.052080E4	8.162207E1	9.189890E1
4.408000E0	8.816000E3	5.276321E3	-5.738199E0	2.716749E1	2.776688E1	1.054193E4	9.179881E1	9.165234E1
4.412000E0	8.824000E3	5.387021E3	-1.494594E1	2.300261E1	2.743175E1	1.056301E4	1.010065E2	8.748746E1
4.416000E0	8.832000E3	5.619002E3	-2.198455E1	1.538081E1	2.683076E1	1.058502E4	1.080452E2	7.986566E1
4.420000E0	8.840000E3	5.886791E3	-2.563236E1	5.464320E0	2.620833E1	1.060797E4	1.116930E2	6.994917E1
4.424000E0	8.848000E3	5.970686E3	-2.548683E1	-5.471799E0	2.606759E1	1.063212E4	1.115474E2	5.901305E1
4.428000E0	8.856000E3	5.806403E3	-2.145492E1	-1.543470E1	2.642997E1	1.065573E4	1.075155E2	4.905015E1
4.432000E0	8.864000E3	5.546531E3	-1.416965E1	-2.318466E1	2.717182E1	1.067857E4	1.002303E2	4.130018E1
4.436000E0	8.872000E3	5.239033E3	-4.814012E0	-2.759311E1	2.800990E1	1.070010E4	9.087462E1	3.689174E1
4.440000E0	8.880000E3	5.163913E3	5.165808E0	-2.792536E1	2.839914E1	1.072048E4	8.089480E1	3.655949E1
4.444000E0	8.888000E3	5.307175E3	1.468130E1	-2.403783E1	2.816661E1	1.074141E4	7.137930E1	4.044702E1
4.448000E0	8.896000E3	5.523330E3	2.210065E1	-1.669165E1	2.769567E1	1.076294E4	6.395995E1	4.779320E1
4.452000E0	8.904000E3	5.712614E3	2.627846E1	-6.746439E0	2.713064E1	1.078560E4	5.978215E1	5.773841E1
4.456000E0	8.912000E3	5.743844E3	2.667770E1	4.053089E0	2.698383E1	1.080864E4	5.938290E1	6.853794E1
4.460000E0	8.920000E3	5.676144E3	2.326075E1	1.428339E1	2.729611E1	1.083155E4	6.279985E1	7.876824E1
4.464000E0	8.928000E3	5.476250E3	1.625317E1	2.240997E1	2.768343E1	1.085405E4	6.980743E1	8.689482E1
4.468000E0	8.936000E3	5.281581E3	7.083970E0	2.712246E1	2.803231E1	1.087536E4	7.897664E1	9.160731E1
4.472000E0	8.944000E3	5.281905E3	-3.083563E0	2.792801E1	2.809772E1	1.089630E4	8.914417E1	9.241286E1
4.476000E0	8.952000E3	5.465884E3	-1.275575E1	2.438140E1	2.751657E1	1.091762E4	9.881636E1	8.886624E1
4.480000E0	8.960000E3	5.715406E3	-2.057703E1	1.724927E1	2.685054E1	1.094003E4	1.066376E2	8.173412E1
4.484000E0	8.968000E3	5.904272E3	-2.523373E1	7.550941E0	2.633928E1	1.096334E4	1.112943E2	7.203579E1
4.488000E0	8.976000E3	5.941730E3	-2.594258E1	-3.305752E0	2.615235E1	1.098726E4	1.120032E2	6.117910E1
4.492000E0	8.984000E3	5.821601E3	-2.285007E1	-1.366170E1	2.662269E1	1.101087E4	1.089107E2	5.082315E1
4.496000E0	8.992000E3	5.579083E3	-1.604756E1	-2.195403E1	2.719382E1	1.103383E4	1.021082E2	4.253082E1
4.500000E0	9.000000E3	5.330203E3	-6.987960E0	-2.703447E1	2.792300E1	1.105551E4	9.304857E1	3.745038E1
4.504000E0	9.008000E3	5.256524E3	3.214222E0	-2.831523E1	2.849707E1	1.107648E4	8.284638E1	3.616962E1
4.508000E0	9.016000E3	5.352760E3	1.311292E1	-2.512605E1	2.834196E1	1.109756E4	7.294769E1	3.935880E1
4.512000E0	9.024000E3	5.555673E3	2.099917E1	-1.806320E1	2.769918E1	1.111930E4	6.506144E1	4.642164E1
4.516000E0	9.032000E3	5.729830E3	2.592600E1	-8.421471E0	2.725947E1	1.114200E4	6.013461E1	5.606338E1
4.520000E0	9.040000E3	5.818861E3	2.695870E1	2.423531E0	2.706742E1	1.116514E4	5.910190E1	6.690838E1
4.524000E0	9.048000E3	5.794292E3	2.385143E1	1.298030E1	2.715472E1	1.118856E4	6.220918E1	7.746515E1
4.528000E0	9.056000E3	5.577409E3	1.715361E1	2.155832E1	2.755009E1	1.121149E4	6.890699E1	8.604317E1
4.532000E0	9.064000E3	5.369532E3	8.082793E0	2.672927E1	2.792463E1	1.123317E4	7.797781E1	9.121411E1
4.536000E0	9.072000E3	5.370253E3	-2.162533E0	2.780292E1	2.788690E1	1.125445E4	8.822314E1	9.228777E1
