	mass_A
t	frame	x	y	r	ω	pixelx	pixely
5.133400E1	1.026680E5	1.287598E1	2.563717E1	2.868894E1	8.135772E3	9.878681E1	3.938194E1
5.133600E1	1.026720E5	5.289151E0	2.867419E1	2.915792E1	7.932584E3	9.119998E1	3.634492E1
5.133800E1	1.026760E5	-2.591696E0	2.925415E1	2.936873E1	7.803443E3	8.331913E1	3.576496E1
5.134000E1	1.026800E5	-1.031439E1	2.720625E1	2.909582E1	7.937266E3	7.559644E1	3.781286E1
5.134200E1	1.026840E5	-1.723463E1	2.302811E1	2.876328E1	8.093783E3	6.867619E1	4.199100E1
5.134400E1	1.026880E5	-2.277870E1	1.707925E1	2.847051E1	8.209221E3	6.313213E1	4.793985E1
5.134600E1	1.026920E5	-2.628275E1	9.749045E0	2.803260E1	8.292694E3	5.962808E1	5.527006E1
5.134800E1	1.026960E5	-2.764167E1	1.783363E0	2.769914E1	8.410304E3	5.826915E1	6.323575E1
5.135000E1	1.027000E5	-2.650954E1	-6.261665E0	2.723902E1	8.539872E3	5.940128E1	7.128077E1
5.135200E1	1.027040E5	-2.326925E1	-1.368916E1	2.699725E1	8.637875E3	6.264157E1	7.870827E1
5.135400E1	1.027080E5	-1.795001E1	-1.982489E1	2.674377E1	8.825850E3	6.796081E1	8.484400E1
5.135600E1	1.027120E5	-1.095923E1	-2.435293E1	2.670525E1	8.862757E3	7.495159E1	8.937204E1
5.135800E1	1.027160E5	-3.119120E0	-2.652163E1	2.670441E1	8.554240E3	8.279171E1	9.154073E1
5.136000E1	1.027200E5	4.624077E0	-2.625552E1	2.665960E1	8.460023E3	9.053491E1	9.127462E1
5.136200E1	1.027240E5	1.213714E1	-2.368488E1	2.661360E1	8.636874E3	9.804797E1	8.870399E1
5.136400E1	1.027280E5	1.860463E1	-1.890850E1	2.652666E1	8.679908E3	1.045155E2	8.392761E1
5.136600E1	1.027320E5	2.340021E1	-1.251966E1	2.653887E1	8.741490E3	1.093110E2	7.753877E1
5.136800E1	1.027360E5	2.621458E1	-4.857705E0	2.666086E1	8.807947E3	1.121254E2	6.987681E1
5.137000E1	1.027400E5	2.665794E1	3.312843E0	2.686300E1	8.888347E3	1.125688E2	6.170626E1
5.137200E1	1.027440E5	2.473874E1	1.156492E1	2.730847E1	8.776730E3	1.106496E2	5.345419E1
5.137400E1	1.027480E5	2.064158E1	1.871065E1	2.785971E1	8.455742E3	1.065524E2	4.630845E1
5.137600E1	1.027520E5	1.471808E1	2.437748E1	2.847602E1	8.198935E3	1.006289E2	4.064162E1
5.137800E1	1.027560E5	7.539190E0	2.811037E1	2.910382E1	7.969753E3	9.345002E1	3.690874E1
5.138000E1	1.027600E5	-3.855097E-1	2.916788E1	2.917043E1	7.831069E3	8.552532E1	3.585123E1
5.138200E1	1.027640E5	-8.176243E0	2.794085E1	2.911258E1	7.857779E3	7.773458E1	3.707826E1
5.138400E1	1.027680E5	-1.543888E1	2.452759E1	2.898209E1	7.964835E3	7.047195E1	4.049152E1
5.138600E1	1.027720E5	-2.141437E1	1.916668E1	2.873911E1	8.152429E3	6.449646E1	4.585243E1
5.138800E1	1.027760E5	-2.554112E1	1.201979E1	2.822808E1	8.347796E3	6.036971E1	5.299931E1
5.139000E1	1.027800E5	-2.748340E1	4.077308E0	2.778420E1	8.508960E3	5.842743E1	6.094180E1
5.139200E1	1.027840E5	-2.708252E1	-4.209008E0	2.740764E1	8.599215E3	5.882830E1	6.922812E1
5.139400E1	1.027880E5	-2.419469E1	-1.177873E1	2.690950E1	8.625091E3	6.171614E1	7.679784E1
5.139600E1	1.027920E5	-1.964049E1	-1.853045E1	2.700234E1	8.687475E3	6.627034E1	8.354956E1
5.139800E1	1.027960E5	-1.308779E1	-2.332997E1	2.675028E1	8.764771E3	7.282304E1	8.834908E1
5.140000E1	1.028000E5	-5.377903E0	-2.618368E1	2.673026E1	8.662754E3	8.053292E1	9.120279E1
5.140200E1	1.028040E5	2.502695E0	-2.667855E1	2.679568E1	8.529489E3	8.841352E1	9.169766E1
5.140400E1	1.028080E5	1.020337E1	-2.461936E1	2.664999E1	8.664471E3	9.611420E1	8.963847E1
5.140600E1	1.028120E5	1.704366E1	-2.029955E1	2.650581E1	8.714587E3	1.029545E2	8.531866E1
5.140800E1	1.028160E5	2.244236E1	-1.436924E1	2.664835E1	8.735560E3	1.083532E2	7.938835E1
5.141000E1	1.028200E5	2.573862E1	-6.916236E0	2.665166E1	8.739768E3	1.116495E2	7.193534E1
5.141200E1	1.028240E5	2.675711E1	1.088114E0	2.677922E1	8.690056E3	1.126679E2	6.393099E1
5.141400E1	1.028280E5	2.548295E1	9.134024E0	2.707049E1	8.644175E3	1.113938E2	5.588508E1
5.141600E1	1.028320E5	2.197306E1	1.650109E1	2.747911E1	8.514694E3	1.078839E2	4.851801E1
5.141800E1	1.028360E5	1.670260E1	2.280310E1	2.826585E1	8.340215E3	1.026134E2	4.221601E1
5.142000E1	1.028400E5	9.682177E0	2.699122E1	2.867526E1	8.140412E3	9.559301E1	3.802789E1
5.142200E1	1.028440E5	1.847463E0	2.888161E1	2.894064E1	7.926535E3	8.775829E1	3.613750E1
5.142400E1	1.028480E5	-6.056430E0	2.856084E1	2.919592E1	7.763059E3	7.985440E1	3.645827E1
5.142600E1	1.028520E5	-1.335713E1	2.577712E1	2.903227E1	7.875473E3	7.255369E1	3.924199E1
5.142800E1	1.028560E5	-1.975002E1	2.083087E1	2.870520E1	8.163628E3	6.616080E1	4.418823E1
5.143000E1	1.028600E5	-2.446042E1	1.409566E1	2.823119E1	8.346359E3	6.145040E1	5.092345E1
5.143200E1	1.028640E5	-2.713472E1	6.334542E0	2.786431E1	8.342016E3	5.877611E1	5.868457E1
5.143400E1	1.028680E5	-2.756301E1	-1.644677E0	2.761204E1	8.382311E3	5.834782E1	6.666379E1
5.143600E1	1.028720E5	-2.538851E1	-9.436355E0	2.708545E1	8.577634E3	6.052231E1	7.445546E1
5.143800E1	1.028760E5	-2.120874E1	-1.640695E1	2.681415E1	8.789278E3	6.470209E1	8.142606E1
5.144000E1	1.028800E5	-1.507645E1	-2.197423E1	2.664894E1	8.948662E3	7.083438E1	8.699334E1
5.144200E1	1.028840E5	-7.555558E0	-2.553981E1	2.663397E1	8.800242E3	7.835527E1	9.055891E1
5.144400E1	1.028880E5	3.465517E-1	-2.657662E1	2.657888E1	8.628713E3	8.625738E1	9.159572E1
5.144600E1	1.028920E5	8.226313E0	-2.526575E1	2.657123E1	8.588530E3	9.413714E1	9.028485E1
5.144800E1	1.028960E5	1.529953E1	-2.176807E1	2.660685E1	8.566451E3	1.012104E2	8.678718E1
5.145000E1	1.029000E5	2.111715E1	-1.632083E1	2.668902E1	8.694484E3	1.070280E2	8.133994E1
5.145200E1	1.029040E5	2.512020E1	-9.203062E0	2.675296E1	8.817532E3	1.110310E2	7.422217E1
5.145400E1	1.029080E5	2.688145E1	-1.140418E0	2.690563E1	8.770923E3	1.127923E2	6.615953E1
5.145600E1	1.029120E5	2.611810E1	6.980165E0	2.703475E1	8.659970E3	1.120289E2	5.803894E1
5.145800E1	1.029160E5	2.330489E1	1.468191E1	2.754408E1	8.535281E3	1.092157E2	5.033720E1
5.146000E1	1.029200E5	1.843560E1	2.128560E1	2.815934E1	8.355320E3	1.043464E2	4.373351E1
5.146200E1	1.029240E5	1.174639E1	2.593315E1	2.846939E1	8.181331E3	9.765722E1	3.908596E1
5.146400E1	1.029280E5	4.106245E0	2.859887E1	2.889216E1	7.930922E3	9.001707E1	3.642023E1
5.146600E1	1.029320E5	-3.733687E0	2.892331E1	2.916330E1	7.808064E3	8.217714E1	3.609580E1
5.146800E1	1.029360E5	-1.136349E1	2.669098E1	2.900926E1	7.975991E3	7.454734E1	3.832813E1
5.147000E1	1.029400E5	-1.819964E1	2.226766E1	2.875892E1	8.214581E3	6.771119E1	4.275145E1
5.147200E1	1.029440E5	-2.350792E1	1.590418E1	2.838248E1	8.310979E3	6.240291E1	4.911493E1
5.147400E1	1.029480E5	-2.670087E1	8.416975E0	2.799611E1	8.254171E3	5.920996E1	5.660213E1
5.147600E1	1.029520E5	-2.755667E1	5.115327E-1	2.756142E1	8.415202E3	5.835416E1	6.450758E1
5.147800E1	1.029560E5	-2.607705E1	-7.558455E0	2.715037E1	8.652293E3	5.983378E1	7.257756E1
5.148000E1	1.029600E5	-2.220314E1	-1.472143E1	2.664019E1	8.819050E3	6.370769E1	7.974054E1
5.148200E1	1.029640E5	-1.671502E1	-2.096891E1	2.681580E1	8.857674E3	6.919580E1	8.598802E1
5.148400E1	1.029680E5	-9.621588E0	-2.503429E1	2.681959E1	8.664505E3	7.628924E1	9.005339E1
5.148600E1	1.029720E5	-1.829138E0	-2.682042E1	2.688272E1	8.594068E3	8.408169E1	9.183952E1
5.148800E1	1.029760E5	6.228120E0	-2.623901E1	2.696804E1	8.538727E3	9.213895E1	9.125812E1
5.149000E1	1.029800E5	1.354305E1	-2.321947E1	2.688044E1	8.509963E3	9.945388E1	8.823858E1
5.149200E1	1.029840E5	1.967578E1	-1.809754E1	2.673308E1	8.632837E3	1.055866E2	8.311665E1
5.149400E1	1.029880E5	2.406284E1	-1.133093E1	2.659718E1	8.841249E3	1.099737E2	7.635004E1
5.149600E1	1.029920E5	2.652444E1	-3.370791E0	2.673777E1	8.939409E3	1.124353E2	6.838990E1
5.149800E1	1.029960E5	2.651944E1	4.935388E0	2.697478E1	8.752414E3	1.124303E2	6.008372E1
5.150000E1	1.030000E5	2.422559E1	1.275498E1	2.737825E1	8.585653E3	1.101364E2	5.226413E1
5.150200E1	1.030040E5	1.982344E1	1.974403E1	2.797849E1	8.467232E3	1.057343E2	4.527508E1
5.150400E1	1.030080E5	1.351387E1	2.503108E1	2.844609E1	8.215320E3	9.942470E1	3.998803E1
5.150600E1	1.030120E5	6.128736E0	2.821844E1	2.887631E1	7.929551E3	9.203956E1	3.680067E1
5.150800E1	1.030160E5	-1.697291E0	2.895862E1	2.900832E1	7.795317E3	8.421354E1	3.606049E1
5.151000E1	1.030200E5	-9.393256E0	2.739245E1	2.895824E1	7.874995E3	7.651757E1	3.762665E1
5.151200E1	1.030240E5	-1.649013E1	2.367828E1	2.885456E1	8.062487E3	6.942069E1	4.134083E1
5.151400E1	1.030280E5	-2.221822E1	1.787828E1	2.851810E1	8.263637E3	6.369260E1	4.714083E1
5.151600E1	1.030320E5	-2.607953E1	1.058511E1	2.814580E1	8.319476E3	5.983130E1	5.443400E1
5.151800E1	1.030360E5	-2.746934E1	2.666574E0	2.759846E1	8.409070E3	5.844149E1	6.235253E1
5.152000E1	1.030400E5	-2.664053E1	-5.441930E0	2.719067E1	8.629762E3	5.927030E1	7.046104E1
5.152200E1	1.030440E5	-2.348469E1	-1.300410E1	2.684469E1	8.752746E3	6.242614E1	7.802320E1
5.152400E1	1.030480E5	-1.840178E1	-1.942950E1	2.676062E1	8.776911E3	6.750905E1	8.444861E1
5.152600E1	1.030520E5	-1.166463E1	-2.400328E1	2.668747E1	8.747533E3	7.424619E1	8.902239E1
5.152800E1	1.030560E5	-3.932994E0	-2.646235E1	2.675303E1	8.727700E3	8.197783E1	9.148146E1
5.153000E1	1.030600E5	4.165965E0	-2.632398E1	2.665159E1	8.596129E3	9.007679E1	9.134309E1
5.153200E1	1.030640E5	1.170427E1	-2.407110E1	2.676579E1	8.516343E3	9.761510E1	8.909020E1
5.153400E1	1.030680E5	1.819298E1	-1.946984E1	2.664693E1	8.675679E3	1.041038E2	8.448895E1
5.153600E1	1.030720E5	2.322839E1	-1.307065E1	2.665334E1	8.776480E3	1.091392E2	7.808976E1
5.153800E1	1.030760E5	2.615558E1	-5.481249E0	2.672375E1	8.792253E3	1.120664E2	7.050036E1
5.154000E1	1.030800E5	2.690914E1	2.734511E0	2.704772E1	8.760744E3	1.128200E2	6.228460E1
5.154200E1	1.030840E5	2.530638E1	1.085008E1	2.753429E1	8.596927E3	1.112172E2	5.416903E1
5.154400E1	1.030880E5	2.136112E1	1.804528E1	2.796300E1	8.425901E3	1.072719E2	4.697383E1
5.154600E1	1.030920E5	1.551290E1	2.380651E1	2.841479E1	8.258928E3	1.014237E2	4.121259E1
5.154800E1	1.030960E5	8.327622E0	2.762755E1	2.885535E1	8.083831E3	9.423845E1	3.739155E1
5.155000E1	1.031000E5	3.833019E-1	2.912872E1	2.913125E1	7.938574E3	8.629413E1	3.589038E1
5.155200E1	1.031040E5	-7.507612E0	2.805757E1	2.904465E1	7.891222E3	7.840322E1	3.696154E1
5.155400E1	1.031080E5	-1.479425E1	2.480678E1	2.888332E1	7.976373E3	7.111658E1	4.021233E1
5.155600E1	1.031120E5	-2.077402E1	1.944971E1	2.845788E1	8.124507E3	6.513681E1	4.556940E1
5.155800E1	1.031160E5	-2.507985E1	1.260891E1	2.807104E1	8.270125E3	6.083098E1	5.241020E1
5.156000E1	1.031200E5	-2.718590E1	4.810149E0	2.760816E1	8.431729E3	5.872493E1	6.020896E1
5.156200E1	1.031240E5	-2.714696E1	-3.350507E0	2.735294E1	8.610523E3	5.876387E1	6.836961E1
5.156400E1	1.031280E5	-2.460749E1	-1.116674E1	2.702267E1	8.749587E3	6.130334E1	7.618585E1
5.156600E1	1.031320E5	-1.992626E1	-1.796328E1	2.682788E1	8.867834E3	6.598457E1	8.298239E1
5.156800E1	1.031360E5	-1.342425E1	-2.313907E1	2.675120E1	8.799489E3	7.248658E1	8.815818E1
5.157000E1	1.031400E5	-5.920868E0	-2.612882E1	2.679126E1	8.629095E3	7.998996E1	9.114793E1
5.157200E1	1.031440E5	2.056210E0	-2.674723E1	2.682615E1	8.561639E3	8.796704E1	9.176634E1
5.157400E1	1.031480E5	9.900914E0	-2.516225E1	2.704010E1	8.452495E3	9.581174E1	9.018136E1
5.157600E1	1.031520E5	1.656423E1	-2.104486E1	2.678170E1	8.512437E3	1.024751E2	8.606396E1
5.157800E1	1.031560E5	2.197539E1	-1.508716E1	2.665595E1	8.802665E3	1.078862E2	8.010627E1
5.158000E1	1.031600E5	2.558773E1	-7.619940E0	2.669823E1	8.984657E3	1.114986E2	7.263905E1
5.158200E1	1.031640E5	2.676329E1	6.854706E-1	2.677207E1	8.945281E3	1.126741E2	6.433364E1
5.158400E1	1.031680E5	2.556155E1	8.900357E0	2.706675E1	8.734572E3	1.114724E2	5.611875E1
5.158600E1	1.031720E5	2.217369E1	1.635111E1	2.755052E1	8.506792E3	1.080845E2	4.866800E1
5.158800E1	1.031760E5	1.697366E1	2.270976E1	2.835204E1	8.205289E3	1.028845E2	4.230935E1
5.159000E1	1.031800E5	1.024619E1	2.701105E1	2.888912E1	7.975229E3	9.615702E1	3.800806E1
5.159200E1	1.031840E5	2.474716E0	2.902017E1	2.912550E1	7.891475E3	8.838554E1	3.599893E1
5.159400E1	1.031880E5	-5.449645E0	2.858836E1	2.910315E1	7.860329E3	8.046118E1	3.643075E1
5.159600E1	1.031920E5	-1.302432E1	2.604623E1	2.912111E1	7.967160E3	7.288651E1	3.897288E1
5.159800E1	1.031960E5	-1.935101E1	2.099905E1	2.855559E1	8.201400E3	6.655982E1	4.402006E1
5.160000E1	1.032000E5	-2.429658E1	1.438455E1	2.823543E1	8.284636E3	6.161424E1	5.063456E1
5.160200E1	1.032040E5	-2.710464E1	6.858687E0	2.795896E1	8.350652E3	5.880619E1	5.816042E1
5.160400E1	1.032080E5	-2.762068E1	-1.338979E0	2.765311E1	8.550939E3	5.829015E1	6.635809E1
5.160600E1	1.032120E5	-2.550044E1	-9.283137E0	2.713760E1	8.643755E3	6.041039E1	7.430225E1
5.160800E1	1.032160E5	-2.136368E1	-1.630448E1	2.687458E1	8.728319E3	6.454714E1	8.132359E1
5.161000E1	1.032200E5	-1.536614E1	-2.187737E1	2.673458E1	8.784122E3	7.054469E1	8.689648E1
5.161200E1	1.032240E5	-8.051142E0	-2.551460E1	2.675473E1	8.816381E3	7.785969E1	9.053371E1
5.161400E1	1.032280E5	8.481574E-2	-2.666526E1	2.666539E1	8.779338E3	8.599564E1	9.168437E1
5.161600E1	1.032320E5	8.045203E0	-2.535518E1	2.660095E1	8.624916E3	9.395603E1	9.037429E1
5.161800E1	1.032360E5	1.516754E1	-2.191949E1	2.665555E1	8.556032E3	1.010784E2	8.693860E1
5.162000E1	1.032400E5	2.102064E1	-1.652477E1	2.673828E1	8.702815E3	1.069315E2	8.154388E1
5.162200E1	1.032440E5	2.507986E1	-9.380385E0	2.677669E1	8.767148E3	1.109907E2	7.439949E1
5.162400E1	1.032480E5	2.691867E1	-1.459296E0	2.695819E1	8.765951E3	1.128295E2	6.647840E1
5.162600E1	1.032520E5	2.649307E1	6.879687E0	2.737176E1	8.730651E3	1.124039E2	5.813942E1
5.162800E1	1.032560E5	2.352731E1	1.459867E1	2.768854E1	8.554482E3	1.094381E2	5.042044E1
5.163000E1	1.032600E5	1.860354E1	2.123187E1	2.822913E1	8.341319E3	1.045144E2	4.378723E1
5.163200E1	1.032640E5	1.198159E1	2.591252E1	2.854850E1	8.046000E3	9.789242E1	3.910659E1
5.163400E1	1.032680E5	4.552393E0	2.860984E1	2.896977E1	7.908988E3	9.046322E1	3.640927E1
5.163600E1	1.032720E5	-3.466969E0	2.898542E1	2.919202E1	7.925955E3	8.244386E1	3.603369E1
5.163800E1	1.032760E5	-1.118966E1	2.679871E1	2.904100E1	7.957227E3	7.472117E1	3.822039E1
5.164000E1	1.032800E5	-1.800376E1	2.251284E1	2.882644E1	8.031898E3	6.790707E1	4.250627E1
5.164200E1	1.032840E5	-2.316547E1	1.634731E1	2.835266E1	8.183202E3	6.274536E1	4.867180E1
5.164400E1	1.032880E5	-2.659816E1	8.960313E0	2.806688E1	8.387401E3	5.931266E1	5.605880E1
5.164600E1	1.032920E5	-2.755745E1	7.986707E-1	2.756902E1	8.527554E3	5.835338E1	6.422044E1
5.164800E1	1.032960E5	-2.615330E1	-7.249375E0	2.713943E1	8.619022E3	5.975753E1	7.226848E1
5.165000E1	1.033000E5	-2.269012E1	-1.463176E1	2.699870E1	8.729724E3	6.322071E1	7.965087E1
5.165200E1	1.033040E5	-1.700747E1	-2.056699E1	2.668810E1	8.866187E3	6.890336E1	8.558609E1
5.165400E1	1.033080E5	-9.788097E0	-2.457237E1	2.645011E1	8.824579E3	7.612273E1	8.959148E1
5.165600E1	1.033120E5	-1.977934E0	-2.636681E1	2.644089E1	8.703013E3	8.393289E1	9.138592E1
5.165800E1	1.033160E5	6.013366E0	-2.585561E1	2.654568E1	8.585115E3	9.192419E1	9.087472E1
5.166000E1	1.033200E5	1.341685E1	-2.319154E1	2.679290E1	8.519768E3	9.932768E1	8.821065E1
5.166200E1	1.033240E5	1.959772E1	-1.816556E1	2.672187E1	8.621243E3	1.055085E2	8.318467E1
5.166400E1	1.033280E5	2.404072E1	-1.144863E1	2.662757E1	8.804742E3	1.099516E2	7.646774E1
5.166600E1	1.033320E5	2.653088E1	-3.544290E0	2.676658E1	8.915989E3	1.124417E2	6.856340E1
5.166800E1	1.033360E5	2.656768E1	4.779954E0	2.699425E1	8.779442E3	1.124785E2	6.023915E1
5.167000E1	1.033400E5	2.430923E1	1.265923E1	2.740793E1	8.567299E3	1.102201E2	5.235988E1
5.167200E1	1.033440E5	1.996314E1	1.959617E1	2.797385E1	8.321487E3	1.058740E2	4.542294E1
5.167400E1	1.033480E5	1.397179E1	2.499400E1	2.863409E1	8.060889E3	9.988262E1	4.002511E1
5.167600E1	1.033520E5	6.656655E0	2.818615E1	2.896153E1	8.004781E3	9.256748E1	3.683296E1
5.167800E1	1.033560E5	-1.425080E0	2.899593E1	2.903093E1	7.957124E3	8.448575E1	3.602318E1
5.168000E1	1.033600E5	-9.214071E0	2.747330E1	2.897725E1	7.931611E3	7.669676E1	3.754581E1
5.168200E1	1.033640E5	-1.642891E1	2.386838E1	2.897600E1	8.079246E3	6.948192E1	4.115073E1
5.168400E1	1.033680E5	-2.213070E1	1.801237E1	2.853442E1	8.251750E3	6.378013E1	4.700674E1
5.168600E1	1.033720E5	-2.606489E1	1.077132E1	2.820283E1	8.310993E3	5.984594E1	5.424779E1
5.168800E1	1.033760E5	-2.748801E1	2.839872E0	2.763432E1	8.450598E3	5.842282E1	6.217924E1
5.169000E1	1.033800E5	-2.670697E1	-5.360588E0	2.723964E1	8.645624E3	5.920386E1	7.037970E1
5.169200E1	1.033840E5	-2.358719E1	-1.290506E1	2.688673E1	8.728913E3	6.232363E1	7.792417E1
5.169400E1	1.033880E5	-1.855965E1	-1.939794E1	2.684661E1	8.762295E3	6.735118E1	8.441705E1
5.169600E1	1.033920E5	-1.182530E1	-2.396161E1	2.672071E1	8.736871E3	7.408553E1	8.898072E1
5.169800E1	1.033960E5	-4.102318E0	-2.653814E1	2.685334E1	8.561671E3	8.180851E1	9.155725E1
5.170000E1	1.034000E5	3.712699E0	-2.648471E1	2.674367E1	8.430293E3	8.962353E1	9.150382E1
5.170200E1	1.034040E5	1.120576E1	-2.410347E1	2.658094E1	8.643608E3	9.711659E1	8.912258E1
5.170400E1	1.034080E5	1.797801E1	-1.958226E1	2.658334E1	8.829975E3	1.038888E2	8.460137E1
5.170600E1	1.034120E5	2.313404E1	-1.322019E1	2.664502E1	8.800670E3	1.090449E2	7.823930E1
5.170800E1	1.034160E5	2.614330E1	-5.672927E0	2.675171E1	8.799156E3	1.120541E2	7.069204E1
5.171000E1	1.034200E5	2.691943E1	2.568507E0	2.704169E1	8.792384E3	1.128303E2	6.245060E1
5.171200E1	1.034240E5	2.540719E1	1.074628E1	2.758637E1	8.623645E3	1.113180E2	5.427283E1
5.171400E1	1.034280E5	2.146544E1	1.797652E1	2.799857E1	8.422087E3	1.073763E2	4.704259E1
5.171600E1	1.034320E5	1.566621E1	2.377248E1	2.847036E1	8.236764E3	1.015770E2	4.124662E1
5.171800E1	1.034360E5	8.501995E0	2.762242E1	2.890125E1	8.104435E3	9.441282E1	3.739668E1
5.172000E1	1.034400E5	4.934356E-1	2.922202E1	2.922619E1	7.949054E3	8.640426E1	3.579709E1
5.172200E1	1.034440E5	-7.371219E0	2.812100E1	2.907104E1	7.881265E3	7.853961E1	3.689811E1
5.172400E1	1.034480E5	-1.470460E1	2.490610E1	2.892299E1	7.967215E3	7.120622E1	4.011301E1
5.172600E1	1.034520E5	-2.071783E1	1.962131E1	2.853462E1	8.115853E3	6.519299E1	4.539780E1
5.172800E1	1.034560E5	-2.505665E1	1.275539E1	2.811647E1	8.280741E3	6.085417E1	5.226372E1
5.173000E1	1.034600E5	-2.718487E1	4.950116E0	2.763188E1	8.436616E3	5.872595E1	6.006899E1
5.173200E1	1.034640E5	-2.717940E1	-3.225336E0	2.737010E1	8.636165E3	5.873143E1	6.824444E1
5.173400E1	1.034680E5	-2.469027E1	-1.110904E1	2.707435E1	8.774538E3	6.122056E1	7.612815E1
5.173600E1	1.034720E5	-2.003240E1	-1.795241E1	2.689956E1	8.849175E3	6.587843E1	8.297152E1
5.173800E1	1.034760E5	-1.354385E1	-2.310469E1	2.678176E1	8.779959E3	7.236698E1	8.812380E1
5.174000E1	1.034800E5	-6.041125E0	-2.613689E1	2.682596E1	8.650399E3	7.986970E1	9.115600E1
5.174200E1	1.034840E5	1.977833E0	-2.678583E1	2.685876E1	8.558590E3	8.788866E1	9.180494E1
5.174400E1	1.034880E5	9.802017E0	-2.524510E1	2.708126E1	8.441524E3	9.571284E1	9.026421E1
5.174600E1	1.034920E5	1.650989E1	-2.114000E1	2.682305E1	8.525516E3	1.024207E2	8.615911E1
5.174800E1	1.034960E5	2.193294E1	-1.517465E1	2.667066E1	8.794721E3	1.078438E2	8.019376E1
5.175000E1	1.035000E5	2.563517E1	-7.755357E0	2.678260E1	8.839362E3	1.115460E2	7.277447E1
5.175200E1	1.035040E5	2.676210E1	3.173591E-1	2.676398E1	8.913272E3	1.126729E2	6.470175E1
5.175400E1	1.035080E5	2.559993E1	8.725426E0	2.704606E1	8.850953E3	1.115108E2	5.629368E1
5.175600E1	1.035120E5	2.233923E1	1.628003E1	2.764201E1	8.474111E3	1.082501E2	4.873908E1
5.175800E1	1.035160E5	1.700525E1	2.233673E1	2.807326E1	8.243215E3	1.029161E2	4.268238E1
5.176000E1	1.035200E5	1.030296E1	2.691885E1	2.882318E1	8.053316E3	9.621379E1	3.810026E1
5.176200E1	1.035240E5	2.568146E0	2.895107E1	2.906475E1	7.915273E3	8.847897E1	3.606804E1
5.176400E1	1.035280E5	-5.421953E0	2.864781E1	2.915638E1	7.913801E3	8.048888E1	3.637130E1
5.176600E1	1.035320E5	-1.301392E1	2.600410E1	2.907877E1	7.976534E3	7.289691E1	3.901501E1
5.176800E1	1.035360E5	-1.932938E1	2.100338E1	2.854412E1	8.204937E3	6.658145E1	4.401572E1
5.177000E1	1.035400E5	-2.428606E1	1.435946E1	2.821359E1	8.347894E3	6.162477E1	5.065964E1
5.177200E1	1.035440E5	-2.708504E1	6.745587E0	2.791241E1	8.368663E3	5.882578E1	5.827352E1
5.177400E1	1.035480E5	-2.730820E1	-1.373994E0	2.734274E1	8.528794E3	5.860263E1	6.639310E1
5.177600E1	1.035520E5	-2.536594E1	-9.297706E0	2.701625E1	8.636545E3	6.054489E1	7.431681E1
5.177800E1	1.035560E5	-2.132222E1	-1.631773E1	2.684969E1	8.749716E3	6.458860E1	8.133684E1
5.178000E1	1.035600E5	-1.527254E1	-2.191624E1	2.671277E1	8.831333E3	7.063829E1	8.693535E1
5.178200E1	1.035640E5	-7.915553E0	-2.549520E1	2.669572E1	8.807369E3	7.799528E1	9.051431E1
5.178400E1	1.035680E5	1.664253E-1	-2.660564E1	2.660616E1	8.778916E3	8.607725E1	9.162475E1
5.178600E1	1.035720E5	8.162354E0	-2.532016E1	2.660328E1	8.672656E3	9.407318E1	9.033927E1
5.178800E1	1.035760E5	1.531445E1	-2.183153E1	2.666736E1	8.576963E3	1.012253E2	8.685064E1
5.179000E1	1.035800E5	2.111256E1	-1.639111E1	2.672843E1	8.688360E3	1.070234E2	8.141022E1
5.179200E1	1.035840E5	2.513374E1	-9.246191E0	2.678054E1	8.791696E3	1.110446E2	7.426530E1
5.179400E1	1.035880E5	2.693574E1	-1.250385E0	2.696475E1	8.771873E3	1.128466E2	6.626949E1
5.179600E1	1.035920E5	2.644195E1	7.030695E0	2.736069E1	8.705456E3	1.123528E2	5.798841E1
5.179800E1	1.035960E5	2.343043E1	1.473438E1	2.767828E1	8.595696E3	1.093413E2	5.028473E1
5.180000E1	1.036000E5	1.836180E1	2.132702E1	2.814245E1	8.463541E3	1.042726E2	4.369209E1
5.180200E1	1.036040E5	1.170716E1	2.631717E1	2.880367E1	8.226940E3	9.761799E1	3.870194E1
5.180400E1	1.036080E5	3.988203E0	2.904107E1	2.931364E1	7.889354E3	8.989903E1	3.597804E1
5.180600E1	1.036120E5	-3.866116E0	2.906969E1	2.932565E1	7.776101E3	8.204471E1	3.594941E1
5.180800E1	1.036160E5	-1.148429E1	2.668558E1	2.905184E1	8.008064E3	7.442654E1	3.833353E1
5.181000E1	1.036200E5	-1.831818E1	2.213671E1	2.873307E1	8.262318E3	6.759265E1	4.288240E1
5.181200E1	1.036240E5	-2.358422E1	1.570840E1	2.833671E1	8.345967E3	6.232661E1	4.931071E1
5.181400E1	1.036280E5	-2.671376E1	8.171444E0	2.793560E1	8.443099E3	5.919707E1	5.684766E1
5.181600E1	1.036320E5	-2.750330E1	-5.115478E-2	2.750335E1	8.639525E3	5.840752E1	6.507026E1
5.181800E1	1.036360E5	-2.589826E1	-8.190449E0	2.716253E1	8.701122E3	6.001257E1	7.320956E1
5.182000E1	1.036400E5	-2.207302E1	-1.540468E1	2.691695E1	8.784438E3	6.383781E1	8.042379E1
