t,frame,x,y,r,theta,omega,alpha
1.61900E+01,3.24E+04,1.02E+01,2.21E+01,2.43E+01,-8.35E+04,-2.24E+02,-3.71E+03
1.61920E+01,3.24E+04,1.04E+01,2.20E+01,2.43E+01,-8.35E+04,-2.18E+02,4.03E+03
1.61940E+01,3.24E+04,1.05E+01,2.19E+01,2.43E+01,-8.35E+04,-2.00E+02,9.86E+03
1.61960E+01,3.24E+04,1.07E+01,2.19E+01,2.44E+01,-8.35E+04,-1.85E+02,5.94E+03
1.61980E+01,3.24E+04,1.08E+01,2.18E+01,2.44E+01,-8.35E+04,-1.71E+02,4.03E+03
1.62000E+01,3.24E+04,1.10E+01,2.18E+01,2.44E+01,-8.35E+04,-1.72E+02,-1.29E+04
1.62020E+01,3.24E+04,1.11E+01,2.17E+01,2.44E+01,-8.35E+04,-2.15E+02,-1.70E+04
1.62040E+01,3.24E+04,1.13E+01,2.17E+01,2.44E+01,-8.35E+04,-2.54E+02,-8.92E+03
1.62060E+01,3.24E+04,1.15E+01,2.15E+01,2.44E+01,-8.35E+04,-2.44E+02,1.04E+04
1.62080E+01,3.24E+04,1.17E+01,2.14E+01,2.44E+01,-8.35E+04,-2.15E+02,1.25E+04
1.62100E+01,3.24E+04,1.18E+01,2.13E+01,2.44E+01,-8.35E+04,-1.88E+02,1.04E+04
1.62120E+01,3.24E+04,1.19E+01,2.12E+01,2.44E+01,-8.35E+04,-1.77E+02,2.53E+03
1.62140E+01,3.24E+04,1.21E+01,2.12E+01,2.44E+01,-8.35E+04,-1.75E+02,9.71E+01
1.62160E+01,3.24E+04,1.22E+01,2.11E+01,2.44E+01,-8.35E+04,-1.80E+02,-4.37E+03
1.62180E+01,3.24E+04,1.24E+01,2.11E+01,2.44E+01,-8.35E+04,-1.89E+02,-2.62E+03
1.62200E+01,3.24E+04,1.25E+01,2.10E+01,2.44E+01,-8.35E+04,-1.95E+02,3.53E+03
1.62220E+01,3.24E+04,1.26E+01,2.09E+01,2.44E+01,-8.35E+04,-1.74E+02,8.90E+03
1.62240E+01,3.24E+04,1.28E+01,2.08E+01,2.44E+01,-8.35E+04,-1.56E+02,5.46E+03
1.62260E+01,3.25E+04,1.29E+01,2.08E+01,2.45E+01,-8.35E+04,-1.53E+02,-1.40E+04
1.62280E+01,3.25E+04,1.30E+01,2.07E+01,2.45E+01,-8.35E+04,-2.05E+02,-1.45E+04
1.62300E+01,3.25E+04,1.32E+01,2.07E+01,2.45E+01,-8.35E+04,-2.30E+02,-3.31E+03
1.62320E+01,3.25E+04,1.33E+01,2.05E+01,2.45E+01,-8.35E+04,-2.03E+02,8.66E+03
1.62340E+01,3.25E+04,1.35E+01,2.04E+01,2.44E+01,-8.35E+04,-2.00E+02,2.97E+03
1.62360E+01,3.25E+04,1.36E+01,2.03E+01,2.45E+01,-8.35E+04,-1.91E+02,8.07E+03
1.62380E+01,3.25E+04,1.37E+01,2.02E+01,2.45E+01,-8.35E+04,-1.69E+02,9.58E+03
1.62400E+01,3.25E+04,1.39E+01,2.02E+01,2.45E+01,-8.35E+04,-1.49E+02,3.84E+03
1.62420E+01,3.25E+04,1.40E+01,2.01E+01,2.45E+01,-8.35E+04,-1.54E+02,-2.66E+03
1.62440E+01,3.25E+04,1.41E+01,2.00E+01,2.45E+01,-8.35E+04,-1.63E+02,-3.18E+03
1.62460E+01,3.25E+04,1.42E+01,2.00E+01,2.45E+01,-8.35E+04,-1.65E+02,-4.30E+03
1.62480E+01,3.25E+04,1.43E+01,1.99E+01,2.45E+01,-8.35E+04,-1.79E+02,-4.35E+02
1.62500E+01,3.25E+04,1.45E+01,1.98E+01,2.45E+01,-8.35E+04,-1.72E+02,7.96E+03
1.62520E+01,3.25E+04,1.46E+01,1.97E+01,2.45E+01,-8.35E+04,-1.42E+02,3.63E+02
1.62540E+01,3.25E+04,1.47E+01,1.97E+01,2.46E+01,-8.35E+04,-1.65E+02,-8.74E+03
1.62560E+01,3.25E+04,1.48E+01,1.96E+01,2.46E+01,-8.35E+04,-1.90E+02,-8.84E+03
1.62580E+01,3.25E+04,1.49E+01,1.95E+01,2.46E+01,-8.35E+04,-1.91E+02,5.12E+03
1.62600E+01,3.25E+04,1.51E+01,1.94E+01,2.46E+01,-8.35E+04,-1.78E+02,5.00E+03
1.62620E+01,3.25E+04,1.52E+01,1.93E+01,2.46E+01,-8.35E+04,-1.61E+02,5.42E+03
1.62640E+01,3.25E+04,1.53E+01,1.92E+01,2.46E+01,-8.35E+04,-1.62E+02,-4.32E+03
1.62660E+01,3.25E+04,1.54E+01,1.91E+01,2.46E+01,-8.35E+04,-1.73E+02,1.42E+02
1.62680E+01,3.25E+04,1.55E+01,1.90E+01,2.45E+01,-8.35E+04,-1.71E+02,5.03E+03
1.62700E+01,3.25E+04,1.56E+01,1.89E+01,2.45E+01,-8.35E+04,-1.46E+02,1.09E+04
1.62720E+01,3.25E+04,1.57E+01,1.89E+01,2.46E+01,-8.35E+04,-1.30E+02,6.17E+03
1.62740E+01,3.25E+04,1.58E+01,1.88E+01,2.46E+01,-8.35E+04,-1.19E+02,3.10E+03
1.62760E+01,3.26E+04,1.59E+01,1.88E+01,2.46E+01,-8.35E+04,-1.19E+02,-1.81E+04
1.62780E+01,3.26E+04,1.60E+01,1.87E+01,2.46E+01,-8.35E+04,-1.83E+02,-1.90E+04
1.62800E+01,3.26E+04,1.62E+01,1.86E+01,2.47E+01,-8.35E+04,-2.17E+02,-1.86E+03
1.62820E+01,3.26E+04,1.63E+01,1.85E+01,2.46E+01,-8.35E+04,-1.75E+02,8.47E+03
1.62840E+01,3.26E+04,1.64E+01,1.84E+01,2.46E+01,-8.35E+04,-1.80E+02,1.43E+03
1.62860E+01,3.26E+04,1.65E+01,1.82E+01,2.46E+01,-8.35E+04,-1.79E+02,2.62E+03
1.62880E+01,3.26E+04,1.66E+01,1.81E+01,2.46E+01,-8.35E+04,-1.61E+02,1.31E+04
1.62900E+01,3.26E+04,1.67E+01,1.81E+01,2.46E+01,-8.35E+04,-1.35E+02,9.32E+03
1.62920E+01,3.26E+04,1.68E+01,1.80E+01,2.46E+01,-8.35E+04,-1.14E+02,6.08E+03
1.62940E+01,3.26E+04,1.69E+01,1.79E+01,2.46E+01,-8.35E+04,-1.18E+02,-1.56E+03
1.62960E+01,3.26E+04,1.69E+01,1.79E+01,2.46E+01,-8.35E+04,-1.17E+02,8.93E+02
1.62980E+01,3.26E+04,1.70E+01,1.78E+01,2.46E+01,-8.35E+04,-1.17E+02,-1.59E+04
1.63000E+01,3.26E+04,1.71E+01,1.78E+01,2.46E+01,-8.35E+04,-1.70E+02,-1.52E+04
1.63020E+01,3.26E+04,1.73E+01,1.77E+01,2.47E+01,-8.35E+04,-1.99E+02,-1.26E+04
1.63040E+01,3.26E+04,1.74E+01,1.76E+01,2.47E+01,-8.35E+04,-1.99E+02,6.52E+03
1.63060E+01,3.26E+04,1.75E+01,1.74E+01,2.46E+01,-8.35E+04,-1.91E+02,1.03E+04
1.63080E+01,3.26E+04,1.76E+01,1.73E+01,2.46E+01,-8.35E+04,-1.44E+02,1.62E+04
1.63100E+01,3.26E+04,1.76E+01,1.72E+01,2.46E+01,-8.35E+04,-1.30E+02,5.13E+03
1.63120E+01,3.26E+04,1.77E+01,1.71E+01,2.47E+01,-8.35E+04,-1.24E+02,3.96E+03
1.63140E+01,3.26E+04,1.78E+01,1.71E+01,2.47E+01,-8.35E+04,-1.16E+02,1.99E+03
1.63160E+01,3.26E+04,1.79E+01,1.70E+01,2.47E+01,-8.35E+04,-1.13E+02,-1.96E+03
1.63180E+01,3.26E+04,1.79E+01,1.69E+01,2.47E+01,-8.35E+04,-1.25E+02,3.79E+03
1.63200E+01,3.26E+04,1.80E+01,1.69E+01,2.47E+01,-8.35E+04,-1.04E+02,6.90E+03
1.63220E+01,3.26E+04,1.81E+01,1.68E+01,2.47E+01,-8.35E+04,-8.64E+01,-1.49E+04
1.63240E+01,3.26E+04,1.81E+01,1.68E+01,2.47E+01,-8.35E+04,-1.62E+02,-1.90E+04
1.63260E+01,3.27E+04,1.84E+01,1.67E+01,2.48E+01,-8.35E+04,-1.85E+02,-1.05E+04
1.63280E+01,3.27E+04,1.84E+01,1.66E+01,2.48E+01,-8.35E+04,-1.78E+02,6.00E+03
1.63300E+01,3.27E+04,1.85E+01,1.64E+01,2.47E+01,-8.35E+04,-1.81E+02,6.51E+03
1.63320E+01,3.27E+04,1.86E+01,1.63E+01,2.47E+01,-8.35E+04,-1.40E+02,1.36E+04
1.63340E+01,3.27E+04,1.86E+01,1.62E+01,2.47E+01,-8.35E+04,-1.28E+02,6.54E+03
1.63360E+01,3.27E+04,1.87E+01,1.61E+01,2.47E+01,-8.35E+04,-1.16E+02,4.64E+03
1.63380E+01,3.27E+04,1.88E+01,1.61E+01,2.47E+01,-8.35E+04,-1.07E+02,3.52E+03
1.63400E+01,3.27E+04,1.88E+01,1.60E+01,2.47E+01,-8.35E+04,-1.05E+02,1.18E+03
1.63420E+01,3.27E+04,1.89E+01,1.59E+01,2.47E+01,-8.35E+04,-1.01E+02,2.41E+03
1.63440E+01,3.27E+04,1.90E+01,1.59E+01,2.47E+01,-8.35E+04,-9.61E+01,1.40E+02
1.63460E+01,3.27E+04,1.90E+01,1.58E+01,2.47E+01,-8.35E+04,-9.79E+01,-2.09E+04
1.63480E+01,3.27E+04,1.91E+01,1.57E+01,2.47E+01,-8.35E+04,-1.73E+02,-1.46E+04
1.63500E+01,3.27E+04,1.93E+01,1.57E+01,2.49E+01,-8.35E+04,-1.83E+02,3.10E+03
1.63520E+01,3.27E+04,1.93E+01,1.55E+01,2.48E+01,-8.35E+04,-1.33E+02,4.94E+03
1.63540E+01,3.27E+04,1.94E+01,1.54E+01,2.48E+01,-8.35E+04,-1.70E+02,-5.33E+03
1.63560E+01,3.27E+04,1.95E+01,1.53E+01,2.47E+01,-8.35E+04,-1.66E+02,8.13E+03
1.63580E+01,3.27E+04,1.95E+01,1.52E+01,2.47E+01,-8.35E+04,-1.25E+02,1.45E+04
1.63600E+01,3.27E+04,1.96E+01,1.51E+01,2.48E+01,-8.35E+04,-1.11E+02,4.94E+03
1.63620E+01,3.27E+04,1.97E+01,1.50E+01,2.48E+01,-8.35E+04,-1.05E+02,9.39E+02
1.63640E+01,3.27E+04,1.97E+01,1.50E+01,2.48E+01,-8.35E+04,-1.07E+02,2.75E+03
1.63660E+01,3.27E+04,1.98E+01,1.49E+01,2.48E+01,-8.35E+04,-9.70E+01,4.22E+03
1.63680E+01,3.27E+04,1.98E+01,1.49E+01,2.48E+01,-8.35E+04,-8.57E+01,2.60E+03
1.63700E+01,3.27E+04,1.99E+01,1.48E+01,2.48E+01,-8.35E+04,-8.91E+01,-1.61E+04
1.63720E+01,3.27E+04,2.00E+01,1.47E+01,2.48E+01,-8.35E+04,-1.43E+02,-1.55E+04
1.63740E+01,3.27E+04,2.01E+01,1.47E+01,2.49E+01,-8.35E+04,-1.69E+02,-2.26E+03
1.63760E+01,3.28E+04,2.02E+01,1.45E+01,2.49E+01,-8.35E+04,-1.38E+02,1.05E+04
1.63780E+01,3.28E+04,2.02E+01,1.44E+01,2.49E+01,-8.35E+04,-1.30E+02,6.71E+03
1.63800E+01,3.28E+04,2.03E+01,1.43E+01,2.48E+01,-8.35E+04,-1.13E+02,6.96E+03
1.63820E+01,3.28E+04,2.03E+01,1.43E+01,2.48E+01,-8.35E+04,-9.81E+01,4.13E+03
1.63840E+01,3.28E+04,2.04E+01,1.42E+01,2.48E+01,-8.35E+04,-9.85E+01,-1.05E+04
1.63860E+01,3.28E+04,2.04E+01,1.41E+01,2.48E+01,-8.35E+04,-1.35E+02,-6.16E+03
1.63880E+01,3.28E+04,2.04E+01,1.39E+01,2.47E+01,-8.35E+04,-1.38E+02,3.02E+03
1.63900E+01,3.28E+04,2.05E+01,1.39E+01,2.48E+01,-8.35E+04,-1.08E+02,1.05E+04
1.63920E+01,3.28E+04,2.06E+01,1.38E+01,2.48E+01,-8.35E+04,-1.03E+02,-1.08E+04
1.63940E+01,3.28E+04,2.06E+01,1.38E+01,2.48E+01,-8.35E+04,-1.42E+02,-1.16E+04
1.63960E+01,3.28E+04,2.08E+01,1.37E+01,2.49E+01,-8.35E+04,-1.67E+02,-1.64E+03
1.63980E+01,3.28E+04,2.09E+01,1.36E+01,2.49E+01,-8.35E+04,-1.37E+02,1.30E+04
1.64000E+01,3.28E+04,2.09E+01,1.35E+01,2.49E+01,-8.35E+04,-1.17E+02,7.59E+03
1.64020E+01,3.28E+04,2.10E+01,1.34E+01,2.49E+01,-8.35E+04,-1.05E+02,4.32E+03
1.64040E+01,3.28E+04,2.10E+01,1.33E+01,2.49E+01,-8.35E+04,-1.01E+02,2.99E+03
1.64060E+01,3.28E+04,2.10E+01,1.32E+01,2.48E+01,-8.35E+04,-9.34E+01,8.49E+02
1.64080E+01,3.28E+04,2.11E+01,1.32E+01,2.48E+01,-8.35E+04,-9.52E+01,3.80E+03
1.64100E+01,3.28E+04,2.11E+01,1.31E+01,2.48E+01,-8.35E+04,-8.39E+01,4.27E+03
1.64120E+01,3.28E+04,2.12E+01,1.30E+01,2.48E+01,-8.35E+04,-7.08E+01,2.13E+03
1.64140E+01,3.28E+04,2.12E+01,1.30E+01,2.48E+01,-8.35E+04,-7.94E+01,-3.53E+03
1.64160E+01,3.28E+04,2.12E+01,1.29E+01,2.48E+01,-8.35E+04,-8.46E+01,3.76E+02
1.64180E+01,3.28E+04,2.13E+01,1.28E+01,2.48E+01,-8.35E+04,-7.93E+01,-3.21E+04
1.64200E+01,3.28E+04,2.13E+01,1.28E+01,2.48E+01,-8.35E+04,-1.93E+02,-2.55E+04
1.64220E+01,3.28E+04,2.15E+01,1.26E+01,2.49E+01,-8.35E+04,-2.29E+02,3.64E+03
1.64240E+01,3.28E+04,2.15E+01,1.25E+01,2.49E+01,-8.35E+04,-1.38E+02,3.08E+04
1.64260E+01,3.29E+04,2.16E+01,1.24E+01,2.49E+01,-8.35E+04,-1.19E+02,9.59E+03
1.64280E+01,3.29E+04,2.17E+01,1.23E+01,2.49E+01,-8.35E+04,-9.78E+01,7.36E+03
1.64300E+01,3.29E+04,2.17E+01,1.22E+01,2.49E+01,-8.35E+04,-8.89E+01,2.78E+03
1.64320E+01,3.29E+04,2.17E+01,1.22E+01,2.49E+01,-8.35E+04,-8.76E+01,8.04E+02
1.64340E+01,3.29E+04,2.18E+01,1.21E+01,2.49E+01,-8.35E+04,-8.58E+01,9.08E+02
1.64360E+01,3.29E+04,2.18E+01,1.20E+01,2.49E+01,-8.35E+04,-8.38E+01,-2.05E+03
1.64380E+01,3.29E+04,2.18E+01,1.20E+01,2.49E+01,-8.35E+04,-9.26E+01,1.33E+03
1.64400E+01,3.29E+04,2.19E+01,1.19E+01,2.49E+01,-8.35E+04,-8.39E+01,2.79E+03
1.64420E+01,3.29E+04,2.19E+01,1.18E+01,2.49E+01,-8.35E+04,-7.37E+01,1.50E+03
1.64440E+01,3.29E+04,2.19E+01,1.18E+01,2.49E+01,-8.35E+04,-8.27E+01,-1.64E+04
1.64460E+01,3.29E+04,2.20E+01,1.17E+01,2.49E+01,-8.35E+04,-1.31E+02,-1.30E+04
1.64480E+01,3.29E+04,2.21E+01,1.16E+01,2.50E+01,-8.35E+04,-1.52E+02,2.75E+02
1.64500E+01,3.29E+04,2.22E+01,1.15E+01,2.50E+01,-8.35E+04,-1.17E+02,1.26E+04
1.64520E+01,3.29E+04,2.22E+01,1.14E+01,2.50E+01,-8.35E+04,-1.04E+02,3.24E+03
1.64540E+01,3.29E+04,2.22E+01,1.14E+01,2.50E+01,-8.35E+04,-1.03E+02,4.55E+03
1.64560E+01,3.29E+04,2.23E+01,1.13E+01,2.49E+01,-8.35E+04,-9.01E+01,6.83E+03
1.64580E+01,3.29E+04,2.23E+01,1.12E+01,2.49E+01,-8.35E+04,-7.08E+01,5.26E+03
1.64600E+01,3.29E+04,2.23E+01,1.11E+01,2.49E+01,-8.35E+04,-7.06E+01,-1.62E+03
1.64620E+01,3.29E+04,2.23E+01,1.11E+01,2.49E+01,-8.35E+04,-7.74E+01,1.75E+02
1.64640E+01,3.29E+04,2.23E+01,1.10E+01,2.49E+01,-8.35E+04,-7.25E+01,1.56E+03
1.64660E+01,3.29E+04,2.23E+01,1.10E+01,2.49E+01,-8.35E+04,-6.70E+01,-3.32E+03
1.64680E+01,3.29E+04,2.23E+01,1.09E+01,2.49E+01,-8.35E+04,-8.63E+01,-3.26E+04
1.64700E+01,3.29E+04,2.24E+01,1.08E+01,2.49E+01,-8.35E+04,-1.88E+02,-2.26E+04
1.64720E+01,3.29E+04,2.25E+01,1.06E+01,2.49E+01,-8.35E+04,-2.09E+02,8.80E+03
1.64740E+01,3.29E+04,2.26E+01,1.05E+01,2.49E+01,-8.35E+04,-1.24E+02,2.53E+04
1.64760E+01,3.30E+04,2.26E+01,1.04E+01,2.49E+01,-8.35E+04,-1.12E+02,8.19E+03
1.64780E+01,3.30E+04,2.27E+01,1.03E+01,2.49E+01,-8.35E+04,-9.82E+01,5.07E+03
1.64800E+01,3.30E+04,2.27E+01,1.03E+01,2.49E+01,-8.35E+04,-8.46E+01,3.94E+03
1.64820E+01,3.30E+04,2.28E+01,1.02E+01,2.49E+01,-8.35E+04,-8.68E+01,-1.14E+03
1.64840E+01,3.30E+04,2.28E+01,1.01E+01,2.49E+01,-8.35E+04,-8.72E+01,8.01E+02
1.64860E+01,3.30E+04,2.28E+01,1.01E+01,2.49E+01,-8.35E+04,-8.55E+01,2.05E+03
1.64880E+01,3.30E+04,2.29E+01,1.00E+01,2.50E+01,-8.35E+04,-7.77E+01,1.29E+03
1.64900E+01,3.30E+04,2.29E+01,9.95E+00,2.49E+01,-8.35E+04,-7.95E+01,-5.41E+02
1.64920E+01,3.30E+04,2.29E+01,9.88E+00,2.49E+01,-8.35E+04,-8.20E+01,1.07E+03
1.64940E+01,3.30E+04,2.29E+01,9.81E+00,2.49E+01,-8.35E+04,-7.46E+01,-8.51E+03
1.64960E+01,3.30E+04,2.29E+01,9.75E+00,2.49E+01,-8.35E+04,-1.09E+02,-1.40E+04
1.64980E+01,3.30E+04,2.31E+01,9.69E+00,2.51E+01,-8.35E+04,-1.43E+02,-1.98E+03
1.65000E+01,3.30E+04,2.31E+01,9.56E+00,2.50E+01,-8.35E+04,-1.13E+02,1.17E+04
1.65020E+01,3.30E+04,2.31E+01,9.48E+00,2.50E+01,-8.35E+04,-9.02E+01,8.46E+03
1.65040E+01,3.30E+04,2.32E+01,9.40E+00,2.50E+01,-8.35E+04,-8.43E+01,2.27E+03
1.65060E+01,3.30E+04,2.32E+01,9.33E+00,2.50E+01,-8.35E+04,-7.87E+01,3.23E+03
1.65080E+01,3.30E+04,2.32E+01,9.26E+00,2.50E+01,-8.35E+04,-7.37E+01,2.57E+03
1.65100E+01,3.30E+04,2.32E+01,9.21E+00,2.50E+01,-8.35E+04,-6.65E+01,2.94E+03
1.65120E+01,3.30E+04,2.32E+01,9.15E+00,2.50E+01,-8.35E+04,-6.30E+01,2.52E+02
1.65140E+01,3.30E+04,2.32E+01,9.10E+00,2.49E+01,-8.35E+04,-6.43E+01,3.31E+02
1.65160E+01,3.30E+04,2.32E+01,9.04E+00,2.49E+01,-8.35E+04,-6.38E+01,-7.27E+02
1.65180E+01,3.30E+04,2.32E+01,8.99E+00,2.49E+01,-8.35E+04,-6.47E+01,-6.86E+02
1.65200E+01,3.30E+04,2.33E+01,8.93E+00,2.49E+01,-8.35E+04,-6.88E+01,-2.44E+03
1.65220E+01,3.30E+04,2.33E+01,8.87E+00,2.49E+01,-8.35E+04,-7.27E+01,-3.73E+04
1.65240E+01,3.30E+04,2.33E+01,8.80E+00,2.49E+01,-8.35E+04,-2.02E+02,-2.56E+04
1.65260E+01,3.31E+04,2.35E+01,8.57E+00,2.50E+01,-8.35E+04,-2.24E+02,8.93E+03
1.65280E+01,3.31E+04,2.35E+01,8.48E+00,2.50E+01,-8.35E+04,-1.20E+02,3.61E+04
1.65300E+01,3.31E+04,2.36E+01,8.38E+00,2.50E+01,-8.35E+04,-9.67E+01,7.81E+03
1.65320E+01,3.31E+04,2.36E+01,8.33E+00,2.50E+01,-8.35E+04,-8.23E+01,5.23E+03
1.65340E+01,3.31E+04,2.36E+01,8.26E+00,2.50E+01,-8.35E+04,-8.13E+01,3.31E+02
1.65360E+01,3.31E+04,2.37E+01,8.20E+00,2.51E+01,-8.35E+04,-7.78E+01,2.80E+03
1.65380E+01,3.31E+04,2.37E+01,8.13E+00,2.51E+01,-8.35E+04,-7.31E+01,3.10E+03
1.65400E+01,3.31E+04,2.37E+01,8.08E+00,2.51E+01,-8.35E+04,-6.30E+01,1.72E+03
1.65420E+01,3.31E+04,2.37E+01,8.03E+00,2.51E+01,-8.35E+04,-6.59E+01,-2.32E+03
1.65440E+01,3.31E+04,2.38E+01,7.97E+00,2.51E+01,-8.35E+04,-7.37E+01,-1.41E+03
1.65460E+01,3.31E+04,2.38E+01,7.91E+00,2.51E+01,-8.35E+04,-7.22E+01,-1.77E+02
1.65480E+01,3.31E+04,2.38E+01,7.85E+00,2.50E+01,-8.35E+04,-7.23E+01,-7.68E+01
1.65500E+01,3.31E+04,2.38E+01,7.78E+00,2.50E+01,-8.35E+04,-7.45E+01,-8.62E+03
1.65520E+01,3.31E+04,2.38E+01,7.72E+00,2.50E+01,-8.35E+04,-1.01E+02,-1.06E+04
1.65540E+01,3.31E+04,2.40E+01,7.65E+00,2.52E+01,-8.35E+04,-1.26E+02,-3.60E+03
1.65560E+01,3.31E+04,2.40E+01,7.54E+00,2.51E+01,-8.35E+04,-1.12E+02,4.50E+03
1.65580E+01,3.31E+04,2.40E+01,7.45E+00,2.51E+01,-8.35E+04,-1.05E+02,8.76E+03
1.65600E+01,3.31E+04,2.40E+01,7.36E+00,2.51E+01,-8.35E+04,-8.31E+01,8.72E+03
1.65620E+01,3.31E+04,2.40E+01,7.31E+00,2.51E+01,-8.35E+04,-6.20E+01,5.37E+03
1.65640E+01,3.31E+04,2.40E+01,7.25E+00,2.51E+01,-8.35E+04,-6.67E+01,-1.95E+03
1.65660E+01,3.31E+04,2.40E+01,7.19E+00,2.51E+01,-8.35E+04,-6.88E+01,1.44E+03
1.65680E+01,3.31E+04,2.41E+01,7.13E+00,2.51E+01,-8.35E+04,-6.27E+01,1.18E+03
1.65700E+01,3.31E+04,2.41E+01,7.08E+00,2.51E+01,-8.35E+04,-6.06E+01,9.48E+02
1.65720E+01,3.31E+04,2.41E+01,7.02E+00,2.51E+01,-8.35E+04,-6.25E+01,-2.11E+03
1.65740E+01,3.31E+04,2.41E+01,6.97E+00,2.51E+01,-8.35E+04,-6.59E+01,-1.72E+03
1.65760E+01,3.32E+04,2.41E+01,6.90E+00,2.50E+01,-8.35E+04,-7.23E+01,-1.81E+03
1.65780E+01,3.32E+04,2.41E+01,6.84E+00,2.50E+01,-8.35E+04,-7.16E+01,-5.69E+02
1.65800E+01,3.32E+04,2.41E+01,6.77E+00,2.50E+01,-8.35E+04,-7.45E+01,-6.75E+03
1.65820E+01,3.32E+04,2.41E+01,6.71E+00,2.50E+01,-8.35E+04,-9.64E+01,-7.50E+03
1.65840E+01,3.32E+04,2.42E+01,6.65E+00,2.51E+01,-8.35E+04,-1.11E+02,-1.49E+03
1.65860E+01,3.32E+04,2.42E+01,6.55E+00,2.51E+01,-8.35E+04,-9.89E+01,2.20E+03
1.65880E+01,3.32E+04,2.42E+01,6.47E+00,2.51E+01,-8.35E+04,-9.97E+01,6.89E+03
1.65900E+01,3.32E+04,2.42E+01,6.37E+00,2.51E+01,-8.35E+04,-7.83E+01,7.77E+03
1.65920E+01,3.32E+04,2.42E+01,6.32E+00,2.50E+01,-8.35E+04,-5.83E+01,4.25E+03
1.65940E+01,3.32E+04,2.42E+01,6.26E+00,2.50E+01,-8.35E+04,-6.77E+01,-2.05E+03
1.65960E+01,3.32E+04,2.42E+01,6.20E+00,2.50E+01,-8.35E+04,-6.60E+01,2.48E+03
1.65980E+01,3.32E+04,2.42E+01,6.14E+00,2.50E+01,-8.35E+04,-5.77E+01,7.77E+02
1.66000E+01,3.32E+04,2.42E+01,6.10E+00,2.50E+01,-8.35E+04,-6.04E+01,-1.01E+03
1.66020E+01,3.32E+04,2.42E+01,6.04E+00,2.50E+01,-8.35E+04,-6.54E+01,-3.40E+03
1.66040E+01,3.32E+04,2.42E+01,5.98E+00,2.50E+01,-8.35E+04,-7.06E+01,-2.17E+02
1.66060E+01,3.32E+04,2.42E+01,5.91E+00,2.50E+01,-8.35E+04,-7.05E+01,-1.90E+03
1.66080E+01,3.32E+04,2.42E+01,5.86E+00,2.49E+01,-8.35E+04,-7.29E+01,4.05E+02
1.66100E+01,3.32E+04,2.42E+01,5.78E+00,2.49E+01,-8.35E+04,-7.47E+01,-3.39E+04
1.66120E+01,3.32E+04,2.43E+01,5.72E+00,2.49E+01,-8.35E+04,-1.87E+02,-2.00E+04
1.66140E+01,3.32E+04,2.44E+01,5.49E+00,2.51E+01,-8.35E+04,-2.05E+02,1.15E+04
1.66160E+01,3.32E+04,2.45E+01,5.41E+00,2.51E+01,-8.35E+04,-9.52E+01,3.26E+04
1.66180E+01,3.32E+04,2.45E+01,5.34E+00,2.51E+01,-8.35E+04,-8.77E+01,5.98E+03
1.66200E+01,3.32E+04,2.45E+01,5.27E+00,2.51E+01,-8.35E+04,-7.41E+01,5.30E+03
1.66220E+01,3.32E+04,2.46E+01,5.22E+00,2.51E+01,-8.35E+04,-6.25E+01,3.28E+03
1.66240E+01,3.32E+04,2.46E+01,5.17E+00,2.51E+01,-8.35E+04,-6.34E+01,-2.12E+03
1.66260E+01,3.33E+04,2.46E+01,5.11E+00,2.51E+01,-8.35E+04,-6.95E+01,4.28E+02
1.66280E+01,3.33E+04,2.46E+01,5.05E+00,2.52E+01,-8.35E+04,-6.53E+01,1.06E+03
1.66300E+01,3.33E+04,2.47E+01,5.00E+00,2.52E+01,-8.35E+04,-6.03E+01,-4.05E+02
1.66320E+01,3.33E+04,2.47E+01,4.95E+00,2.52E+01,-8.35E+04,-6.98E+01,-5.09E+03
1.66340E+01,3.33E+04,2.47E+01,4.88E+00,2.52E+01,-8.35E+04,-7.98E+01,-1.37E+03
1.66360E+01,3.33E+04,2.47E+01,4.81E+00,2.52E+01,-8.35E+04,-7.79E+01,-4.26E+03
1.66380E+01,3.33E+04,2.47E+01,4.75E+00,2.52E+01,-8.35E+04,-9.04E+01,-9.36E+03
1.66400E+01,3.33E+04,2.49E+01,4.68E+00,2.53E+01,-8.35E+04,-1.21E+02,-6.89E+03
1.66420E+01,3.33E+04,2.49E+01,4.56E+00,2.53E+01,-8.35E+04,-1.19E+02,6.40E+03
1.66440E+01,3.33E+04,2.49E+01,4.47E+00,2.53E+01,-8.35E+04,-9.31E+01,1.00E+04
1.66460E+01,3.33E+04,2.49E+01,4.40E+00,2.53E+01,-8.35E+04,-7.69E+01,3.70E+03
1.66480E+01,3.33E+04,2.49E+01,4.33E+00,2.53E+01,-8.35E+04,-7.94E+01,3.63E+03
1.66500E+01,3.33E+04,2.49E+01,4.26E+00,2.52E+01,-8.35E+04,-6.62E+01,3.98E+03
1.66520E+01,3.33E+04,2.49E+01,4.21E+00,2.52E+01,-8.35E+04,-5.68E+01,2.10E+03
1.66540E+01,3.33E+04,2.49E+01,4.16E+00,2.52E+01,-8.35E+04,-6.28E+01,-2.35E+03
1.66560E+01,3.33E+04,2.49E+01,4.10E+00,2.52E+01,-8.35E+04,-6.41E+01,3.95E+01
1.66580E+01,3.33E+04,2.49E+01,4.04E+00,2.52E+01,-8.35E+04,-6.43E+01,-1.97E+03
