t,frame,x,y,r,theta,omega,alpha
0.00000E+00,0.00E+00,2.19E+01,1.12E+01,2.46E+01,2.71E+01,,
2.00000E-03,4.00E+00,2.52E+01,2.60E+00,2.53E+01,5.90E+00,-1.04E+04,
4.00000E-03,8.00E+00,2.51E+01,-6.53E+00,2.59E+01,-1.46E+01,-1.01E+04,1.62E+05
6.00000E-03,1.20E+01,2.18E+01,-1.50E+01,2.64E+01,-3.45E+01,-9.77E+03,3.99E+04
8.00000E-03,1.60E+01,1.57E+01,-2.14E+01,2.66E+01,-5.37E+01,-9.87E+03,-1.10E+05
1.00000E-02,2.00E+01,7.23E+00,-2.53E+01,2.63E+01,-7.40E+01,-1.03E+04,-1.07E+05
1.20000E-02,2.40E+01,-2.24E+00,-2.61E+01,2.62E+01,-9.49E+01,-1.03E+04,4.92E+04
1.40000E-02,2.80E+01,-1.13E+01,-2.38E+01,2.63E+01,-1.15E+02,-1.01E+04,1.12E+05
1.60000E-02,3.20E+01,-1.87E+01,-1.86E+01,2.63E+01,-1.35E+02,-9.86E+03,6.88E+04
1.80000E-02,3.60E+01,-2.39E+01,-1.13E+01,2.65E+01,-1.55E+02,-9.79E+03,-2.55E+04
2.00000E-02,4.00E+01,-2.62E+01,-2.60E+00,2.63E+01,-1.74E+02,-9.95E+03,-1.05E+05
2.20000E-02,4.40E+01,-2.50E+01,6.48E+00,2.58E+01,-1.95E+02,-1.02E+04,-1.61E+05
2.40000E-02,4.80E+01,-2.05E+01,1.45E+01,2.51E+01,-2.15E+02,-1.06E+04,-1.56E+05
2.60000E-02,5.20E+01,-1.34E+01,2.05E+01,2.45E+01,-2.37E+02,-1.09E+04,-1.42E+05
2.80000E-02,5.60E+01,-4.65E+00,2.36E+01,2.41E+01,-2.59E+02,-1.11E+04,-6.64E+04
3.00000E-02,6.00E+01,4.71E+00,2.34E+01,2.39E+01,-2.81E+02,-1.12E+04,1.61E+04
3.20000E-02,6.40E+01,1.33E+01,2.00E+01,2.40E+01,-3.04E+02,-1.10E+04,8.24E+04
3.40000E-02,6.80E+01,2.01E+01,1.38E+01,2.43E+01,-3.26E+02,-1.09E+04,1.18E+05
3.60000E-02,7.20E+01,2.44E+01,5.61E+00,2.51E+01,-3.47E+02,-1.06E+04,1.42E+05
3.80000E-02,7.60E+01,2.54E+01,-3.50E+00,2.57E+01,-3.68E+02,-1.03E+04,1.73E+05
4.00000E-02,8.00E+01,2.31E+01,-1.24E+01,2.62E+01,-3.88E+02,-9.91E+03,1.05E+05
4.20000E-02,8.40E+01,1.80E+01,-1.96E+01,2.66E+01,-4.07E+02,-9.79E+03,-4.92E+04
4.40000E-02,8.80E+01,1.02E+01,-2.44E+01,2.64E+01,-4.27E+02,-1.01E+04,-1.20E+05
4.60000E-02,9.20E+01,9.01E-01,-2.62E+01,2.62E+01,-4.48E+02,-1.03E+04,-7.29E+03
4.80000E-02,9.60E+01,-8.42E+00,-2.50E+01,2.64E+01,-4.69E+02,-1.01E+04,1.10E+05
5.00000E-02,1.00E+02,-1.65E+01,-2.07E+01,2.64E+01,-4.89E+02,-9.87E+03,8.32E+04
5.20000E-02,1.04E+02,-2.24E+01,-1.40E+01,2.64E+01,-5.08E+02,-9.78E+03,2.39E+03
5.40000E-02,1.08E+02,-2.58E+01,-5.61E+00,2.64E+01,-5.28E+02,-9.88E+03,-7.26E+04
5.60000E-02,1.12E+02,-2.58E+01,3.44E+00,2.60E+01,-5.48E+02,-1.01E+04,-1.48E+05
5.80000E-02,1.16E+02,-2.24E+01,1.19E+01,2.54E+01,-5.68E+02,-1.05E+04,-1.90E+05
6.00000E-02,1.20E+02,-1.60E+01,1.87E+01,2.47E+01,-5.89E+02,-1.09E+04,-1.56E+05
6.20000E-02,1.24E+02,-7.68E+00,2.29E+01,2.42E+01,-6.11E+02,-1.11E+04,-9.10E+04
6.40000E-02,1.28E+02,1.56E+00,2.39E+01,2.40E+01,-6.34E+02,-1.12E+04,-5.95E+03
6.60000E-02,1.32E+02,1.06E+01,2.14E+01,2.39E+01,-6.56E+02,-1.11E+04,6.47E+04
6.80000E-02,1.36E+02,1.81E+01,1.62E+01,2.43E+01,-6.78E+02,-1.09E+04,1.12E+05
7.00000E-02,1.40E+02,2.33E+01,8.50E+00,2.48E+01,-7.00E+02,-1.07E+04,1.49E+05
7.20000E-02,1.44E+02,2.54E+01,-4.98E-01,2.55E+01,-7.21E+02,-1.03E+04,1.79E+05
7.40000E-02,1.48E+02,2.43E+01,-9.47E+00,2.61E+01,-7.41E+02,-9.96E+03,1.49E+05
7.60000E-02,1.52E+02,2.01E+01,-1.74E+01,2.66E+01,-7.61E+02,-9.75E+03,-2.33E+04
7.80000E-02,1.56E+02,1.31E+01,-2.30E+01,2.65E+01,-7.80E+02,-9.99E+03,-1.22E+05
8.00000E-02,1.60E+02,4.13E+00,-2.59E+01,2.62E+01,-8.01E+02,-1.03E+04,-6.88E+04
8.20000E-02,1.64E+02,-5.31E+00,-2.58E+01,2.63E+01,-8.22E+02,-1.02E+04,9.86E+04
8.40000E-02,1.68E+02,-1.39E+01,-2.24E+01,2.64E+01,-8.42E+02,-9.94E+03,1.10E+05
8.60000E-02,1.72E+02,-2.06E+01,-1.64E+01,2.63E+01,-8.61E+02,-9.76E+03,3.87E+04
8.80000E-02,1.76E+02,-2.50E+01,-8.63E+00,2.64E+01,-8.81E+02,-9.81E+03,-6.31E+04
9.00000E-02,1.80E+02,-2.62E+01,2.93E-01,2.62E+01,-9.01E+02,-1.00E+04,-1.32E+05
9.20000E-02,1.84E+02,-2.39E+01,9.16E+00,2.56E+01,-9.21E+02,-1.03E+04,-1.76E+05
9.40000E-02,1.88E+02,-1.85E+01,1.67E+01,2.50E+01,-9.42E+02,-1.07E+04,-1.54E+05
9.60000E-02,1.92E+02,-1.07E+01,2.18E+01,2.43E+01,-9.64E+02,-1.10E+04,-1.07E+05
9.80000E-02,1.96E+02,-1.71E+00,2.40E+01,2.40E+01,-9.86E+02,-1.11E+04,-5.46E+04
1.00000E-01,2.00E+02,7.53E+00,2.27E+01,2.39E+01,-1.01E+03,-1.12E+04,1.70E+04
1.02000E-01,2.04E+02,1.57E+01,1.83E+01,2.41E+01,-1.03E+03,-1.11E+04,1.12E+05
1.04000E-01,2.08E+02,2.18E+01,1.13E+01,2.46E+01,-1.05E+03,-1.07E+04,1.61E+05
1.06000E-01,2.12E+02,2.50E+01,2.75E+00,2.51E+01,-1.07E+03,-1.04E+04,1.50E+05
1.08000E-01,2.16E+02,2.50E+01,-6.36E+00,2.58E+01,-1.09E+03,-1.01E+04,1.53E+05
1.10000E-01,2.20E+02,2.18E+01,-1.49E+01,2.64E+01,-1.11E+03,-9.82E+03,6.91E+04
1.12000E-01,2.24E+02,1.58E+01,-2.14E+01,2.66E+01,-1.13E+03,-9.80E+03,-8.99E+04
1.14000E-01,2.28E+02,7.47E+00,-2.52E+01,2.63E+01,-1.15E+03,-1.02E+04,-1.34E+05
1.16000E-01,2.32E+02,-2.02E+00,-2.61E+01,2.62E+01,-1.17E+03,-1.04E+04,1.35E+04
1.18000E-01,2.36E+02,-1.11E+01,-2.39E+01,2.63E+01,-1.20E+03,-1.01E+04,1.38E+05
1.20000E-01,2.40E+02,-1.86E+01,-1.86E+01,2.63E+01,-1.21E+03,-9.82E+03,9.66E+04
1.22000E-01,2.44E+02,-2.37E+01,-1.14E+01,2.63E+01,-1.23E+03,-9.73E+03,-1.86E+04
1.24000E-01,2.48E+02,-2.62E+01,-2.80E+00,2.63E+01,-1.25E+03,-9.91E+03,-1.20E+05
1.26000E-01,2.52E+02,-2.51E+01,6.23E+00,2.58E+01,-1.27E+03,-1.02E+04,-1.58E+05
1.28000E-01,2.56E+02,-2.07E+01,1.43E+01,2.52E+01,-1.29E+03,-1.06E+04,-1.62E+05
1.30000E-01,2.60E+02,-1.37E+01,2.04E+01,2.45E+01,-1.32E+03,-1.09E+04,-1.51E+05
1.32000E-01,2.64E+02,-4.93E+00,2.35E+01,2.41E+01,-1.34E+03,-1.12E+04,-9.22E+04
1.34000E-01,2.68E+02,4.46E+00,2.35E+01,2.39E+01,-1.36E+03,-1.13E+04,1.17E+04
1.36000E-01,2.72E+02,1.31E+01,2.01E+01,2.40E+01,-1.38E+03,-1.11E+04,1.05E+05
1.38000E-01,2.76E+02,2.00E+01,1.39E+01,2.44E+01,-1.41E+03,-1.08E+04,1.39E+05
1.40000E-01,2.80E+02,2.43E+01,5.81E+00,2.50E+01,-1.43E+03,-1.05E+04,1.44E+05
1.42000E-01,2.84E+02,2.54E+01,-3.24E+00,2.56E+01,-1.45E+03,-1.02E+04,1.57E+05
1.44000E-01,2.88E+02,2.32E+01,-1.21E+01,2.62E+01,-1.47E+03,-9.92E+03,9.49E+04
1.46000E-01,2.92E+02,1.81E+01,-1.94E+01,2.65E+01,-1.49E+03,-9.82E+03,-6.14E+04
1.48000E-01,2.96E+02,1.04E+01,-2.42E+01,2.63E+01,-1.51E+03,-1.02E+04,-1.22E+05
1.50000E-01,3.00E+02,1.05E+00,-2.61E+01,2.61E+01,-1.53E+03,-1.04E+04,-6.84E+03
1.52000E-01,3.04E+02,-8.26E+00,-2.50E+01,2.63E+01,-1.55E+03,-1.02E+04,1.20E+05
1.54000E-01,3.08E+02,-1.64E+01,-2.07E+01,2.64E+01,-1.57E+03,-9.89E+03,8.65E+04
1.56000E-01,3.12E+02,-2.24E+01,-1.40E+01,2.64E+01,-1.59E+03,-9.80E+03,6.17E+03
1.58000E-01,3.16E+02,-2.58E+01,-5.69E+00,2.64E+01,-1.61E+03,-9.89E+03,-7.15E+04
1.60000E-01,3.20E+02,-2.59E+01,3.38E+00,2.61E+01,-1.63E+03,-1.01E+04,-1.42E+05
1.62000E-01,3.24E+02,-2.25E+01,1.19E+01,2.55E+01,-1.65E+03,-1.05E+04,-1.75E+05
1.64000E-01,3.28E+02,-1.62E+01,1.88E+01,2.48E+01,-1.67E+03,-1.08E+04,-1.41E+05
1.66000E-01,3.32E+02,-7.89E+00,2.30E+01,2.43E+01,-1.69E+03,-1.10E+04,-8.27E+04
1.68000E-01,3.36E+02,1.36E+00,2.40E+01,2.40E+01,-1.71E+03,-1.11E+04,-3.19E+04
1.70000E-01,3.40E+02,1.04E+01,2.17E+01,2.40E+01,-1.74E+03,-1.11E+04,4.13E+04
1.72000E-01,3.44E+02,1.80E+01,1.63E+01,2.43E+01,-1.76E+03,-1.10E+04,1.14E+05
1.74000E-01,3.48E+02,2.32E+01,8.68E+00,2.48E+01,-1.78E+03,-1.07E+04,1.45E+05
1.76000E-01,3.52E+02,2.53E+01,-2.29E-01,2.53E+01,-1.80E+03,-1.04E+04,1.59E+05
1.78000E-01,3.56E+02,2.42E+01,-9.27E+00,2.59E+01,-1.82E+03,-1.01E+04,1.44E+05
1.80000E-01,3.60E+02,2.00E+01,-1.72E+01,2.64E+01,-1.84E+03,-9.78E+03,2.79E+03
1.82000E-01,3.64E+02,1.32E+01,-2.29E+01,2.64E+01,-1.86E+03,-1.00E+04,-1.25E+05
1.84000E-01,3.68E+02,4.21E+00,-2.58E+01,2.61E+01,-1.88E+03,-1.04E+04,-8.03E+04
1.86000E-01,3.72E+02,-5.28E+00,-2.57E+01,2.63E+01,-1.90E+03,-1.03E+04,9.24E+04
1.88000E-01,3.76E+02,-1.40E+01,-2.24E+01,2.64E+01,-1.92E+03,-9.99E+03,1.31E+05
1.90000E-01,3.80E+02,-2.06E+01,-1.64E+01,2.64E+01,-1.94E+03,-9.75E+03,6.04E+04
1.92000E-01,3.84E+02,-2.50E+01,-8.61E+00,2.64E+01,-1.96E+03,-9.75E+03,-5.50E+04
1.94000E-01,3.88E+02,-2.62E+01,2.56E-01,2.62E+01,-1.98E+03,-9.97E+03,-1.38E+05
1.96000E-01,3.92E+02,-2.40E+01,9.13E+00,2.57E+01,-2.00E+03,-1.03E+04,-1.79E+05
1.98000E-01,3.96E+02,-1.86E+01,1.67E+01,2.50E+01,-2.02E+03,-1.07E+04,-1.60E+05
2.00000E-01,4.00E+02,-1.08E+01,2.18E+01,2.44E+01,-2.04E+03,-1.10E+04,-1.19E+05
2.02000E-01,4.04E+02,-1.78E+00,2.39E+01,2.40E+01,-2.07E+03,-1.12E+04,-6.57E+04
2.04000E-01,4.08E+02,7.47E+00,2.27E+01,2.39E+01,-2.09E+03,-1.12E+04,1.88E+04
2.06000E-01,4.12E+02,1.57E+01,1.83E+01,2.41E+01,-2.11E+03,-1.11E+04,1.17E+05
2.08000E-01,4.16E+02,2.18E+01,1.13E+01,2.46E+01,-2.13E+03,-1.08E+04,1.67E+05
2.10000E-01,4.20E+02,2.50E+01,2.74E+00,2.51E+01,-2.15E+03,-1.04E+04,1.54E+05
2.12000E-01,4.24E+02,2.50E+01,-6.36E+00,2.58E+01,-2.17E+03,-1.01E+04,1.51E+05
2.14000E-01,4.28E+02,2.18E+01,-1.49E+01,2.64E+01,-2.19E+03,-9.83E+03,4.61E+04
2.16000E-01,4.32E+02,1.58E+01,-2.13E+01,2.65E+01,-2.21E+03,-9.88E+03,-1.04E+05
2.18000E-01,4.36E+02,7.31E+00,-2.52E+01,2.62E+01,-2.23E+03,-1.03E+04,-1.15E+05
2.20000E-01,4.40E+02,-2.20E+00,-2.61E+01,2.62E+01,-2.25E+03,-1.04E+04,4.40E+04
2.22000E-01,4.44E+02,-1.13E+01,-2.38E+01,2.63E+01,-2.28E+03,-1.01E+04,1.42E+05
2.24000E-01,4.48E+02,-1.87E+01,-1.86E+01,2.64E+01,-2.30E+03,-9.80E+03,8.77E+04
2.26000E-01,4.52E+02,-2.38E+01,-1.13E+01,2.63E+01,-2.31E+03,-9.72E+03,-2.96E+04
2.28000E-01,4.56E+02,-2.62E+01,-2.70E+00,2.63E+01,-2.33E+03,-9.94E+03,-1.23E+05
2.30000E-01,4.60E+02,-2.51E+01,6.39E+00,2.59E+01,-2.35E+03,-1.02E+04,-1.52E+05
2.32000E-01,4.64E+02,-2.06E+01,1.45E+01,2.52E+01,-2.38E+03,-1.05E+04,-1.49E+05
2.34000E-01,4.68E+02,-1.36E+01,2.05E+01,2.46E+01,-2.40E+03,-1.08E+04,-1.47E+05
2.36000E-01,4.72E+02,-4.86E+00,2.36E+01,2.41E+01,-2.42E+03,-1.11E+04,-9.80E+04
2.38000E-01,4.76E+02,4.52E+00,2.35E+01,2.39E+01,-2.44E+03,-1.13E+04,6.69E+02
2.40000E-01,4.80E+02,1.32E+01,2.00E+01,2.40E+01,-2.46E+03,-1.11E+04,8.83E+04
2.42000E-01,4.84E+02,2.00E+01,1.38E+01,2.43E+01,-2.49E+03,-1.09E+04,1.23E+05
2.44000E-01,4.88E+02,2.43E+01,5.67E+00,2.50E+01,-2.51E+03,-1.06E+04,1.37E+05
2.46000E-01,4.92E+02,2.54E+01,-3.49E+00,2.56E+01,-2.53E+03,-1.03E+04,1.75E+05
2.48000E-01,4.96E+02,2.31E+01,-1.23E+01,2.62E+01,-2.55E+03,-9.94E+03,1.22E+05
2.50000E-01,5.00E+02,1.79E+01,-1.96E+01,2.66E+01,-2.57E+03,-9.78E+03,-3.92E+04
2.52000E-01,5.04E+02,1.02E+01,-2.44E+01,2.64E+01,-2.59E+03,-1.01E+04,-1.24E+05
2.54000E-01,5.08E+02,8.99E-01,-2.62E+01,2.62E+01,-2.61E+03,-1.03E+04,-1.95E+04
2.56000E-01,5.12E+02,-8.46E+00,-2.50E+01,2.64E+01,-2.63E+03,-1.02E+04,1.14E+05
2.58000E-01,5.16E+02,-1.66E+01,-2.07E+01,2.65E+01,-2.65E+03,-9.87E+03,9.38E+04
2.60000E-01,5.20E+02,-2.24E+01,-1.39E+01,2.64E+01,-2.67E+03,-9.76E+03,7.82E+03
2.62000E-01,5.24E+02,-2.58E+01,-5.60E+00,2.64E+01,-2.69E+03,-9.86E+03,-7.29E+04
2.64000E-01,5.28E+02,-2.58E+01,3.44E+00,2.61E+01,-2.71E+03,-1.01E+04,-1.53E+05
2.66000E-01,5.32E+02,-2.24E+01,1.19E+01,2.54E+01,-2.73E+03,-1.05E+04,-1.98E+05
2.68000E-01,5.36E+02,-1.61E+01,1.88E+01,2.47E+01,-2.75E+03,-1.09E+04,-1.63E+05
2.70000E-01,5.40E+02,-7.67E+00,2.29E+01,2.42E+01,-2.77E+03,-1.11E+04,-8.79E+04
2.72000E-01,5.44E+02,1.61E+00,2.39E+01,2.40E+01,-2.79E+03,-1.12E+04,-4.49E+03
2.74000E-01,5.48E+02,1.06E+01,2.14E+01,2.39E+01,-2.82E+03,-1.11E+04,6.36E+04
2.76000E-01,5.52E+02,1.82E+01,1.61E+01,2.43E+01,-2.84E+03,-1.09E+04,1.04E+05
2.78000E-01,5.56E+02,2.33E+01,8.42E+00,2.48E+01,-2.86E+03,-1.07E+04,1.53E+05
2.80000E-01,5.60E+02,2.54E+01,-6.29E-01,2.54E+01,-2.88E+03,-1.03E+04,1.86E+05
2.82000E-01,5.64E+02,2.43E+01,-9.57E+00,2.61E+01,-2.90E+03,-9.95E+03,1.51E+05
2.84000E-01,5.68E+02,2.00E+01,-1.75E+01,2.65E+01,-2.92E+03,-9.76E+03,-2.74E+04
2.86000E-01,5.72E+02,1.30E+01,-2.31E+01,2.65E+01,-2.94E+03,-1.00E+04,-1.22E+05
2.88000E-01,5.76E+02,3.99E+00,-2.59E+01,2.62E+01,-2.96E+03,-1.04E+04,-6.51E+04
2.90000E-01,5.80E+02,-5.46E+00,-2.58E+01,2.63E+01,-2.98E+03,-1.02E+04,8.18E+04
2.92000E-01,5.84E+02,-1.41E+01,-2.23E+01,2.64E+01,-3.00E+03,-1.00E+04,1.10E+05
2.94000E-01,5.88E+02,-2.08E+01,-1.63E+01,2.64E+01,-3.02E+03,-9.80E+03,4.94E+04
2.96000E-01,5.92E+02,-2.50E+01,-8.42E+00,2.64E+01,-3.04E+03,-9.78E+03,-5.57E+04
2.98000E-01,5.96E+02,-2.62E+01,5.09E-01,2.62E+01,-3.06E+03,-1.00E+04,-1.46E+05
3.00000E-01,6.00E+02,-2.38E+01,9.39E+00,2.56E+01,-3.08E+03,-1.04E+04,-1.80E+05
3.02000E-01,6.04E+02,-1.83E+01,1.69E+01,2.49E+01,-3.10E+03,-1.08E+04,-1.59E+05
3.04000E-01,6.08E+02,-1.05E+01,2.20E+01,2.44E+01,-3.12E+03,-1.10E+04,-1.08E+05
3.06000E-01,6.12E+02,-1.36E+00,2.40E+01,2.40E+01,-3.15E+03,-1.12E+04,-3.30E+04
3.08000E-01,6.16E+02,7.87E+00,2.26E+01,2.39E+01,-3.17E+03,-1.12E+04,3.61E+04
3.10000E-01,6.20E+02,1.60E+01,1.81E+01,2.41E+01,-3.19E+03,-1.10E+04,9.78E+04
3.12000E-01,6.24E+02,2.19E+01,1.10E+01,2.46E+01,-3.21E+03,-1.08E+04,1.39E+05
3.14000E-01,6.28E+02,2.51E+01,2.38E+00,2.52E+01,-3.23E+03,-1.05E+04,1.62E+05
3.16000E-01,6.32E+02,2.50E+01,-6.76E+00,2.58E+01,-3.26E+03,-1.01E+04,1.75E+05
3.18000E-01,6.36E+02,2.16E+01,-1.52E+01,2.64E+01,-3.28E+03,-9.77E+03,5.13E+04
3.20000E-01,6.40E+02,1.56E+01,-2.16E+01,2.67E+01,-3.29E+03,-9.85E+03,-1.07E+05
3.22000E-01,6.44E+02,7.04E+00,-2.54E+01,2.63E+01,-3.31E+03,-1.03E+04,-1.14E+05
3.24000E-01,6.48E+02,-2.46E+00,-2.62E+01,2.63E+01,-3.34E+03,-1.03E+04,4.12E+04
3.26000E-01,6.52E+02,-1.15E+01,-2.38E+01,2.64E+01,-3.36E+03,-1.01E+04,1.14E+05
3.28000E-01,6.56E+02,-1.89E+01,-1.84E+01,2.64E+01,-3.38E+03,-9.86E+03,7.13E+04
3.30000E-01,6.60E+02,-2.40E+01,-1.10E+01,2.64E+01,-3.40E+03,-9.79E+03,-2.26E+04
3.32000E-01,6.64E+02,-2.61E+01,-2.35E+00,2.62E+01,-3.41E+03,-9.94E+03,-1.04E+05
3.34000E-01,6.68E+02,-2.49E+01,6.68E+00,2.58E+01,-3.44E+03,-1.02E+04,-1.69E+05
3.36000E-01,6.72E+02,-2.03E+01,1.46E+01,2.51E+01,-3.46E+03,-1.06E+04,-1.83E+05
3.38000E-01,6.76E+02,-1.31E+01,2.06E+01,2.44E+01,-3.48E+03,-1.10E+04,-1.51E+05
3.40000E-01,6.80E+02,-4.28E+00,2.36E+01,2.40E+01,-3.50E+03,-1.12E+04,-7.90E+04
3.42000E-01,6.84E+02,5.06E+00,2.33E+01,2.38E+01,-3.52E+03,-1.13E+04,4.56E+03
3.44000E-01,6.88E+02,1.37E+01,1.97E+01,2.40E+01,-3.54E+03,-1.12E+04,1.04E+05
3.46000E-01,6.92E+02,2.05E+01,1.33E+01,2.44E+01,-3.57E+03,-1.09E+04,1.74E+05
3.48000E-01,6.96E+02,2.45E+01,5.04E+00,2.51E+01,-3.59E+03,-1.05E+04,1.88E+05
3.50000E-01,7.00E+02,2.55E+01,-4.05E+00,2.58E+01,-3.61E+03,-1.01E+04,1.79E+05
3.52000E-01,7.04E+02,2.31E+01,-1.28E+01,2.64E+01,-3.63E+03,-9.77E+03,7.83E+04
3.54000E-01,7.08E+02,1.78E+01,-1.99E+01,2.67E+01,-3.65E+03,-9.77E+03,-8.39E+04
3.56000E-01,7.12E+02,9.91E+00,-2.45E+01,2.64E+01,-3.67E+03,-1.01E+04,-1.35E+05
3.58000E-01,7.16E+02,5.87E-01,-2.63E+01,2.63E+01,-3.69E+03,-1.03E+04,-7.05E+03
3.60000E-01,7.20E+02,-8.75E+00,-2.49E+01,2.64E+01,-3.71E+03,-1.02E+04,1.22E+05
3.62000E-01,7.24E+02,-1.67E+01,-2.04E+01,2.63E+01,-3.73E+03,-9.84E+03,7.20E+04
3.64000E-01,7.28E+02,-2.25E+01,-1.37E+01,2.64E+01,-3.75E+03,-9.83E+03,-2.96E+04
3.66000E-01,7.32E+02,-2.59E+01,-5.17E+00,2.64E+01,-3.77E+03,-1.00E+04,-8.60E+04
3.68000E-01,7.36E+02,-2.57E+01,3.98E+00,2.60E+01,-3.79E+03,-1.01E+04,-1.19E+05
3.70000E-01,7.40E+02,-2.21E+01,1.24E+01,2.53E+01,-3.81E+03,-1.05E+04,-1.69E+05
3.72000E-01,7.44E+02,-1.56E+01,1.91E+01,2.47E+01,-3.83E+03,-1.09E+04,-1.50E+05
3.74000E-01,7.48E+02,-7.18E+00,2.31E+01,2.42E+01,-3.85E+03,-1.11E+04,-8.11E+04
3.76000E-01,7.52E+02,2.11E+00,2.39E+01,2.40E+01,-3.88E+03,-1.12E+04,-3.27E+04
3.78000E-01,7.56E+02,1.10E+01,2.12E+01,2.39E+01,-3.90E+03,-1.12E+04,5.50E+04
3.80000E-01,7.60E+02,1.86E+01,1.57E+01,2.43E+01,-3.92E+03,-1.10E+04,1.34E+05
3.82000E-01,7.64E+02,2.35E+01,7.88E+00,2.48E+01,-3.94E+03,-1.06E+04,1.82E+05
3.84000E-01,7.68E+02,2.55E+01,-1.07E+00,2.55E+01,-3.96E+03,-1.03E+04,1.67E+05
3.86000E-01,7.72E+02,2.41E+01,-1.00E+01,2.61E+01,-3.98E+03,-9.94E+03,1.37E+05
3.88000E-01,7.76E+02,1.97E+01,-1.79E+01,2.66E+01,-4.00E+03,-9.73E+03,-1.77E+04
3.90000E-01,7.80E+02,1.27E+01,-2.33E+01,2.65E+01,-4.02E+03,-9.96E+03,-1.31E+05
3.92000E-01,7.84E+02,3.63E+00,-2.60E+01,2.62E+01,-4.04E+03,-1.03E+04,-8.03E+04
3.94000E-01,7.88E+02,-5.87E+00,-2.57E+01,2.64E+01,-4.06E+03,-1.03E+04,7.77E+04
3.96000E-01,7.92E+02,-1.45E+01,-2.21E+01,2.64E+01,-4.08E+03,-1.00E+04,1.13E+05
3.98000E-01,7.96E+02,-2.10E+01,-1.59E+01,2.63E+01,-4.10E+03,-9.82E+03,3.68E+04
4.00000E-01,8.00E+02,-2.51E+01,-7.95E+00,2.63E+01,-4.12E+03,-9.85E+03,-4.85E+04
4.02000E-01,8.04E+02,-2.61E+01,1.05E+00,2.61E+01,-4.14E+03,-1.00E+04,-1.45E+05
4.04000E-01,8.08E+02,-2.35E+01,9.77E+00,2.55E+01,-4.16E+03,-1.04E+04,-1.80E+05
4.06000E-01,8.12E+02,-1.79E+01,1.72E+01,2.48E+01,-4.18E+03,-1.08E+04,-1.59E+05
4.08000E-01,8.16E+02,-9.96E+00,2.21E+01,2.43E+01,-4.21E+03,-1.10E+04,-9.80E+04
4.10000E-01,8.20E+02,-8.35E-01,2.40E+01,2.40E+01,-4.23E+03,-1.12E+04,-2.78E+04
4.12000E-01,8.24E+02,8.40E+00,2.24E+01,2.39E+01,-4.25E+03,-1.12E+04,3.95E+04
4.14000E-01,8.28E+02,1.64E+01,1.78E+01,2.42E+01,-4.27E+03,-1.10E+04,1.07E+05
4.16000E-01,8.32E+02,2.23E+01,1.06E+01,2.47E+01,-4.29E+03,-1.08E+04,1.40E+05
4.18000E-01,8.36E+02,2.52E+01,1.91E+00,2.52E+01,-4.32E+03,-1.04E+04,1.70E+05
4.20000E-01,8.40E+02,2.49E+01,-7.20E+00,2.59E+01,-4.34E+03,-1.01E+04,1.55E+05
4.22000E-01,8.44E+02,2.14E+01,-1.55E+01,2.64E+01,-4.36E+03,-9.78E+03,2.39E+04
4.24000E-01,8.48E+02,1.51E+01,-2.18E+01,2.65E+01,-4.38E+03,-9.94E+03,-1.18E+05
4.26000E-01,8.52E+02,6.45E+00,-2.54E+01,2.62E+01,-4.40E+03,-1.03E+04,-9.38E+04
4.28000E-01,8.56E+02,-3.04E+00,-2.61E+01,2.63E+01,-4.42E+03,-1.03E+04,6.63E+04
4.30000E-01,8.60E+02,-1.20E+01,-2.35E+01,2.64E+01,-4.44E+03,-1.00E+04,1.30E+05
4.32000E-01,8.64E+02,-1.92E+01,-1.81E+01,2.64E+01,-4.46E+03,-9.79E+03,5.70E+04
4.34000E-01,8.68E+02,-2.42E+01,-1.07E+01,2.64E+01,-4.48E+03,-9.79E+03,-5.04E+04
4.36000E-01,8.72E+02,-2.62E+01,-1.84E+00,2.63E+01,-4.50E+03,-1.00E+04,-1.22E+05
4.38000E-01,8.76E+02,-2.47E+01,7.23E+00,2.58E+01,-4.52E+03,-1.03E+04,-1.48E+05
4.40000E-01,8.80E+02,-2.00E+01,1.52E+01,2.51E+01,-4.54E+03,-1.06E+04,-1.53E+05
4.42000E-01,8.84E+02,-1.27E+01,2.09E+01,2.45E+01,-4.56E+03,-1.09E+04,-1.32E+05
4.44000E-01,8.88E+02,-3.87E+00,2.38E+01,2.41E+01,-4.58E+03,-1.11E+04,-7.41E+04
4.46000E-01,8.92E+02,5.48E+00,2.33E+01,2.40E+01,-4.60E+03,-1.12E+04,2.66E+03
4.48000E-01,8.96E+02,1.40E+01,1.96E+01,2.41E+01,-4.63E+03,-1.11E+04,8.73E+04
4.50000E-01,9.00E+02,2.06E+01,1.31E+01,2.44E+01,-4.65E+03,-1.09E+04,1.57E+05
4.52000E-01,9.04E+02,2.45E+01,4.72E+00,2.50E+01,-4.67E+03,-1.05E+04,1.59E+05
4.54000E-01,9.08E+02,2.54E+01,-4.31E+00,2.58E+01,-4.69E+03,-1.02E+04,1.67E+05
4.56000E-01,9.12E+02,2.28E+01,-1.31E+01,2.63E+01,-4.71E+03,-9.87E+03,7.40E+04
4.58000E-01,9.16E+02,1.74E+01,-2.01E+01,2.66E+01,-4.73E+03,-9.81E+03,-7.67E+04
4.60000E-01,9.20E+02,9.39E+00,-2.46E+01,2.63E+01,-4.75E+03,-1.02E+04,-1.25E+05
